"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21"
27327,"TNRC6A","hsa-mir-328-3p","hsa-mir-30c-2-3p",0.009,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-30c-2-3p","hsa-mir-328-3p",27327,15.6469088827076,15.575664264675,"16.2935468152576","15.4226872033883","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
28962,"OSTM1","hsa-mir-149-5p","hsa-mir-146b-3p",0.005,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-146b-3p","hsa-mir-149-5p",28962,18.7272014911603,18.8788111894746,"18.8710372487199","18.9624022797747","18.8574434378032","20.2976114640123","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
28996,"HIPK2","hsa-mir-182-5p","hsa-mir-383-5p",0.0075,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-383-5p","hsa-mir-182-5p",28996,16.6616401297744,18.478181752928,"18.4602787274449","17.1866693545941","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
29979,"UBQLN1","hsa-mir-582-5p","hsa-mir-92b-3p",0.0095,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-92b-3p","hsa-mir-582-5p",29979,18.7601179050784,18.2834491603986,"18.7898069293601","19.0231873884305","19.7356297350934","19.8353885893733","19.1660104337798","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
30836,"DNTTIP2","hsa-mir-143-3p","hsa-mir-203a-3p",0.009,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-203a-3p","hsa-mir-143-3p",30836,15.6383150604507,15.1342547746209,"16.4536711992586","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
51430,"SUCO","hsa-mir-197-3p","hsa-mir-181a-5p",0.0035,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-181a-5p","hsa-mir-197-3p",51430,15.6770999322084,15.2088897262576,"15.4364182270711","14.3551003293126","16.4096799332836","16.8541704896493","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
51804,"SIX4","hsa-mir-374a-3p","hsa-mir-30a-5p",0.005,TRUE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-30a-5p","hsa-mir-374a-3p",51804,9.01230298423118,10.4094184778885,"6.37033076529626","8.66754602425516","-2","9.48977920182124","-2","8.93794280275931","10.8475932985263","9.75421303312962","8.12899037837523","9.2896020982948","""""","""""","""""","""""","""""","""""",""""""
54407,"SLC38A2","hsa-mir-194-3p","hsa-mir-495-3p",0.002,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-495-3p","hsa-mir-194-3p",54407,16.3678271182917,16.8999913086169,"18.8292268193944","16.3048852011046","17.5292926049828","16.2988164605985","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
54407,"SLC38A2","hsa-mir-30a-3p","hsa-mir-328-3p",0.007,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-328-3p","hsa-mir-30a-3p",54407,16.3515265023638,17.7667118310449,"17.8929699302687","17.2049058993462","17.4339063780809","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
54407,"SLC38A2","hsa-mir-320b","hsa-mir-181b-5p",0.0045,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-181b-5p","hsa-mir-320b",54407,16.2202101852872,16.3515265023638,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
54407,"SLC38A2","hsa-mir-335-3p","hsa-mir-181b-5p",0.0055,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-181b-5p","hsa-mir-335-3p",54407,16.7875589296409,18.062161087232,"18.6222393074273","18.2457115254281","17.5078155922489","17.553880607089","18.3527016419426","17.5292926049828","17.4339063780809","17.8715776709899","""""","""""","""""","""""","""""","""""","""""","""""",""""""
54443,"ANLN","hsa-mir-335-3p","hsa-mir-142-5p",0.0075,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-142-5p","hsa-mir-335-3p",54443,12.2200226213064,12.9750940113609,"12.653333798282","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
54502,"RBM47","hsa-mir-149-5p","hsa-mir-3680-3p",0.0015,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-3680-3p","hsa-mir-149-5p",54502,12.7672738091185,15.1243997119469,"13.5573649176787","13.4436488979153","13.4108200575293","14.1608056173951","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
54891,"INO80D","hsa-mir-34c-5p","hsa-mir-181b-5p",0.006,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-181b-5p","hsa-mir-34c-5p",54891,13.9787397817995,14.5940133410659,"15.5664995768794","14.1979084307787","15.0072061777804","15.1519372040566","14.6268618923284","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
54906,"TASOR2","hsa-mir-486-5p","hsa-mir-149-5p",0.009,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-149-5p","hsa-mir-486-5p",54906,15.2734293004544,15.662031943031,"15.8933905800162","16.3910178142523","17.35202101221","15.7262925667761","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
54928,"BPNT2","hsa-mir-378a-5p","hsa-mir-181c-5p",0.0045,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-181c-5p","hsa-mir-378a-5p",54928,17.283684427673,16.3781939380168,"17.4680057244637","17.3504431938695","18.0783654826248","18.1269828347549","18.2058885696641","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55084,"SOBP","hsa-mir-144-5p","hsa-mir-20a-5p",0.004,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-20a-5p","hsa-mir-144-5p",55084,15.0025200854887,16.7355240933931,"15.0636372691601","16.4729966414782","16.23707108428","14.4676598081125","15.8519131048104","16.8213091581839","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55084,"SOBP","hsa-mir-144-5p","hsa-mir-30e-5p",0,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-30e-5p","hsa-mir-144-5p",55084,15.0636372691601,16.4729966414782,"14.6830547646881","15.8519131048104","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55187,"VPS13D","hsa-mir-20a-5p","hsa-mir-550a-3p",0.0025,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-550a-3p","hsa-mir-20a-5p",55187,14.9611138105337,15.3452157150809,"14.7249048205145","14.9798026070843","15.24237253175","15.0085312000116","15.8184929128241","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55187,"VPS13D","hsa-mir-301a-3p","hsa-mir-550a-3p",0.0055,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-550a-3p","hsa-mir-301a-3p",55187,14.9611138105337,16.6018212752143,"15.3452157150809","14.9798026070843","15.24237253175","15.0085312000116","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55632,"G2E3","hsa-mir-383-5p","hsa-mir-548v",0.0055,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-548v","hsa-mir-383-5p",55632,12.0836724703562,11.9007036843075,"13.9058416599778","10.8635956531254","13.9304554300731","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55680,"RUFY2","hsa-mir-767-5p","hsa-mir-130a-5p",0.004,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-130a-5p","hsa-mir-767-5p",55680,12.4970052748319,13.9257793180125,"13.5800900347501","13.5741178686995","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55728,"N4BP2","hsa-mir-197-3p","hsa-mir-181a-5p",0.0085,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-181a-5p","hsa-mir-197-3p",55728,12.0176193064105,12.8638540587646,"12.173090918246","9.8844908802343","13.2576647332852","14.2843841770373","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55839,"CENPN","hsa-mir-548b-3p","hsa-mir-195-5p",0.0075,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-195-5p","hsa-mir-548b-3p",55839,14.8206857836391,16.0374782410018,"15.0015324371594","15.2384812888181","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57493,"HEG1","hsa-mir-30a-3p","hsa-mir-222-3p",0,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-222-3p","hsa-mir-30a-3p",57493,14.1360858746432,14.7573962960831,"13.7629366514087","14.4411939814077","15.260514519819","13.7728914075541","14.7477631577804","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57524,"CASKIN1","hsa-mir-3150b-3p","hsa-mir-2355-5p",0.0035,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-2355-5p","hsa-mir-3150b-3p",57524,14.1423287637263,14.1142742291598,"14.7909631327178","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57546,"PDP2","hsa-mir-450b-5p","hsa-let-7b-5p",0,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-let-7b-5p","hsa-mir-450b-5p",57546,14.4822576612326,15.2924159631959,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57551,"TAOK1","hsa-mir-125b-2-3p","hsa-mir-374b-3p",0.0035,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-374b-3p","hsa-mir-125b-2-3p",57551,15.75176706237,15.9873477363299,"17.0118485310126","15.558312731561","14.6605165278601","16.5792964801927","15.2768807094691","17.1077809138192","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
58190,"CTDSP1","hsa-mir-96-5p","hsa-mir-15a-5p",0.0085,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-15a-5p","hsa-mir-96-5p",58190,19.5176604150545,20.9016478170245,"20.4499303169423","21.4710751512863","19.616320030356","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
59338,"PLEKHA1","hsa-mir-497-5p","hsa-mir-582-5p",0.0025,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-582-5p","hsa-mir-497-5p",59338,13.9332206649442,12.1256674582871,"13.7197912436874","13.028074190264","12.8995779290537","12.8399138406432","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
64093,"SMOC1","hsa-mir-10a-5p","hsa-mir-199a-3p",0.002,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-199a-3p","hsa-mir-10a-5p",64093,11.4758002791289,13.7204629854244,"9.72668870047655","12.2688149832452","13.0683169846869","12.9229564034425","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
64332,"NFKBIZ","hsa-mir-20b-5p","hsa-mir-1304-5p",0.003,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-1304-5p","hsa-mir-20b-5p",64332,12.2343028177871,11.8974959883768,"12.9454882840209","12.3260407744722","13.3818940758366","11.441447331905","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
64393,"ZMAT3","hsa-mir-195-5p","hsa-mir-15a-5p",0.0065,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase tarbase","hsa-mir-15a-5p","hsa-mir-195-5p",64393,16.9994627443338,16.5415476947906,"15.9173474962852","17.2036141419185","16.1422858633605","15.2122487423144","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
64778,"FNDC3B","hsa-mir-211-5p","hsa-let-7b-5p",0.0085,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-let-7b-5p","hsa-mir-211-5p",64778,14.9378897416047,14.6412703795083,"14.8262730004226","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
64778,"FNDC3B","hsa-mir-335-3p","hsa-mir-129-5p",0,FALSE,NA,NA,NA,"tarbase",NA,"hsa-mir-129-5p","hsa-mir-335-3p",64778,15.8357151404477,14.7811683586661,"14.2179791534022","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
65979,"PHACTR4","hsa-mir-3065-3p","hsa-mir-149-5p",0.0055,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-149-5p","hsa-mir-3065-3p",65979,16.879752464541,16.1478973658519,"16.3655981915252","16.0376259349289","17.2119321976308","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
65997,"RASL11B","hsa-mir-20a-5p","hsa-mir-106a-5p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-106a-5p","hsa-mir-20a-5p",65997,11.1174650625825,-2,"12.4510285591968","11.0124065051857","11.7452340283999","11.8791353960945","12.2915643234375","12.8200167379132","13.8506880711186","12.6601612644407","10.4747038807047","""""","""""","""""","""""","""""","""""","""""",""""""
79618,"HMBOX1","hsa-mir-548v","hsa-mir-221-3p",0.0015,TRUE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-221-3p","hsa-mir-548v",79618,16.7819787713485,17.0666653911993,"15.9515218391342","16.2452834687343","16.0989351214684","16.4517020607051","15.746922864397","16.5521471036452","15.987529053168","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
79618,"HMBOX1","hsa-mir-548v","hsa-mir-222-3p",5e-04,TRUE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-222-3p","hsa-mir-548v",79618,17.0666653911993,15.9515218391342,"16.6673565948535","16.2452834687343","16.0989351214684","16.2232006830913","16.4517020607051","15.746922864397","15.987529053168","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
79960,"JADE1","hsa-mir-199a-3p","hsa-mir-92b-3p",0.0025,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-92b-3p","hsa-mir-199a-3p",79960,16.3355917103469,16.3324775355897,"16.2917578397576","16.2029631129796","16.4183678118831","16.4623735673922","17.416483518666","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
80000,"GREB1L","hsa-mir-101-3p","hsa-mir-362-3p",0.0055,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gUVM/30186385'>PubMedLink</a>",NA,NA,"tarbase","mirtarbase","hsa-mir-362-3p","hsa-mir-101-3p",80000,-2,8.57905084898696,"10.0891507049651","8.36385352327966","8.69421280662312","9.96320304563814","-2","9.85877039983477","-2","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
80031,"SEMA6D","hsa-mir-221-3p","hsa-mir-222-3p",0.0015,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-222-3p","hsa-mir-221-3p",80031,12.386115404175,13.0197926079126,"12.5819852427669","13.8071828751758","15.8283394223445","14.5065431972304","13.4506613487885","12.9603095238517","13.8390004604353","11.4492155305261","13.4923939414476","15.2477158463569","10.8434054593091","17.8281113412334","""""","""""","""""","""""",""""""
80034,"CSRNP3","hsa-mir-145-5p","hsa-mir-362-3p",0.0085,TRUE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-362-3p","hsa-mir-145-5p",80034,10.9943879871739,10.1112035414265,"10.3062688194134","11.0439080260603","13.2039058746931","11.4643202906052","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
80727,"TTYH3","hsa-mir-133a-3p","hsa-mir-222-5p",5e-04,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-222-5p","hsa-mir-133a-3p",80727,19.9504226684782,19.1835329171607,"19.3671397636463","20.8481050166841","18.4888490884616","21.7113568501601","18.9640984499628","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
81539,"SLC38A1","hsa-mir-195-5p","hsa-mir-629-3p",0.0045,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-629-3p","hsa-mir-195-5p",81539,15.1542496358953,14.8549997063259,"11.7646028864108","12.2166683638594","15.0251003133134","12.472720307115","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
81539,"SLC38A1","hsa-mir-340-5p","hsa-mir-629-3p",0.002,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-629-3p","hsa-mir-340-5p",81539,15.6299143473585,15.1542496358953,"15.4829085798009","16.3610413731892","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
81539,"SLC38A1","hsa-mir-378b","hsa-mir-125b-2-3p",0.0095,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-125b-2-3p","hsa-mir-378b",81539,13.7690477497513,15.4829085798009,"12.4572146291758","14.7770094616713","10.689750648651","13.3804429671752","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
81796,"SLCO5A1","hsa-mir-30a-5p","hsa-mir-548b-3p",0.005,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-548b-3p","hsa-mir-30a-5p",81796,7.89121592827102,10.1286454408065,"12.4807827042287","7.58201154069644","8.90434577841739","10.5533964944372","15.9330120834896","15.4160464873745","11.8327229547469","13.7121989869418","""""","""""","""""","""""","""""","""""","""""","""""",""""""
83857,"TMTC1","hsa-mir-335-3p","hsa-mir-125b-2-3p",0.0085,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-125b-2-3p","hsa-mir-335-3p",83857,14.1970201639306,16.6277586258961,"16.3831815079941","14.1212807627517","13.2839796917442","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
84168,"ANTXR1","hsa-mir-155-5p","hsa-mir-642a-5p",0.009,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase","hsa-mir-642a-5p","hsa-mir-155-5p",84168,16.2026420998837,16.5404518687254,"15.5937973499018","15.5733374373313","15.5937388645386","16.6162786270212","15.67164548812","16.763619906303","16.9432171190916","16.4221522159668","""""","""""","""""","""""","""""","""""","""""","""""",""""""
84458,"LCOR","hsa-mir-582-5p","hsa-let-7b-5p",0.0065,TRUE,NA,NA,NA,"tarbase","tarbase","hsa-let-7b-5p","hsa-mir-582-5p",84458,13.2400896768115,13.2202290485702,"13.5150474793046","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
84612,"PARD6B","hsa-mir-582-5p","hsa-mir-92b-3p",0.006,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-92b-3p","hsa-mir-582-5p",84612,10.4368553813112,9.45465157131283,"9.13317069682904","11.4330630574969","12.8886689793591","12.9731370245224","12.8125781400604","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
85301,"COL27A1","hsa-mir-1229-3p","hsa-mir-3200-3p",0.0065,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-3200-3p","hsa-mir-1229-3p",85301,14.2439245968915,16.3010050170763,"14.9010031073903","15.9665712115391","15.4281215365127","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
85463,"ZC3H12C","hsa-mir-550a-3p","hsa-mir-889-3p",0.001,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-889-3p","hsa-mir-550a-3p",85463,15.3857462983785,15.8085511665602,"16.4410721832786","16.5479636254523","16.1562936601708","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
91526,"ANKRD44","hsa-mir-335-3p","hsa-mir-383-5p",5e-04,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-383-5p","hsa-mir-335-3p",91526,13.6400123896053,13.9792602663896,"14.615204281018","13.9266658010852","15.5645919132013","14.8695943510611","15.3521037229066","13.8673669444925","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
91947,"ARRDC4","hsa-mir-195-5p","hsa-mir-145-3p",0.0095,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-145-3p","hsa-mir-195-5p",91947,16.9936953227072,16.1273863755374,"15.5514889455225","15.1925911141404","14.5518467286374","15.4319079787973","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
116984,"ARAP2","hsa-mir-629-3p","hsa-mir-338-5p",0.0065,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gUVM/31289501'>PubMedLink</a>",NA,"tarbase","mirtarbase","hsa-mir-338-5p","hsa-mir-629-3p",116984,8.80060079786653,9.57468780607891,"12.1140572605404","9.93886183761814","10.020985253969","13.9082537567011","9.26321040826716","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
126731,"CCSAP","hsa-mir-203a-3p","hsa-mir-221-3p",0.007,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-221-3p","hsa-mir-203a-3p",126731,14.158948835056,15.7243368745939,"15.9211733188144","14.9020193181452","15.4675376005425","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
130026,"ICA1L","hsa-mir-378a-5p","hsa-mir-20b-5p",5e-04,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-20b-5p","hsa-mir-378a-5p",130026,10.3899805724892,9.58233908637641,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
140901,"STK35","hsa-mir-143-5p","hsa-mir-142-5p",0.007,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-142-5p","hsa-mir-143-5p",140901,17.0032834835793,17.2158247634656,"17.0852636870936","17.2892136453255","16.8717871461873","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
144455,"E2F7","hsa-mir-10a-5p","hsa-mir-30a-5p",0.007,TRUE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-30a-5p","hsa-mir-10a-5p",144455,10.2795820242406,10.2070567904439,"10.5697893206943","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
153222,"CREBRF","hsa-mir-33b-5p","hsa-mir-320c",0.0065,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-320c","hsa-mir-33b-5p",153222,14.7825615914395,14.8570777610085,"14.672292103247","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
153241,"CEP120","hsa-mir-199a-5p","hsa-let-7b-5p",0.0025,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase","hsa-let-7b-5p","hsa-mir-199a-5p",153241,15.2302888769706,13.413433790067,"14.7316924015319","15.1496222155529","13.9706452610604","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
163702,"IFNLR1","hsa-let-7b-5p","hsa-mir-379-5p",0.0045,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase","hsa-mir-379-5p","hsa-let-7b-5p",163702,11.5454746539646,11.0422386870039,"11.863502177657","10.5988404126633","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
170959,"ZNF431","hsa-mir-3614-5p","hsa-mir-495-3p",0.008,TRUE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-495-3p","hsa-mir-3614-5p",170959,11.8874578082217,13.3731884428425,"12.8819039135735","11.8902187658725","12.1982691267399","13.6324718954788","14.6898686148558","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
192683,"SCAMP5","hsa-mir-195-5p","hsa-mir-15a-5p",0.001,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase tarbase","hsa-mir-15a-5p","hsa-mir-195-5p",192683,14.6502603669706,16.5105486991181,"15.4242616328079","15.3543160630413","15.3230238505051","15.4553616455877","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
204851,"HIPK1","hsa-mir-491-5p","hsa-mir-320b",0.0095,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-320b","hsa-mir-491-5p",204851,15.9020819645814,16.7713671270572,"15.9394288409792","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
221178,"SPATA13","hsa-mir-30a-5p","hsa-mir-20a-3p",0.007,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-20a-3p","hsa-mir-30a-5p",221178,13.1432920805702,13.553345582107,"13.5694989434989","12.3860411485594","13.411034024001","14.850648125867","13.4427483117619","14.6215752282817","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
253943,"YTHDF3","hsa-mir-3150b-3p","hsa-mir-20b-5p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-20b-5p","hsa-mir-3150b-3p",253943,18.1378656424831,17.744036535987,"16.5838142017148","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
285172,"FAM126B","hsa-mir-320c","hsa-mir-33b-5p",0.0055,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-33b-5p","hsa-mir-320c",285172,11.3509707246019,12.1047381676746,"12.7623185980383","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
346653,"FAM71F2","hsa-mir-3130-5p","hsa-mir-760",0.006,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-760","hsa-mir-3130-5p",346653,10.4638853646834,9.75534527260331,"10.2217407056538","-2","8.93503242652949","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
729830,"FAM160A1","hsa-mir-424-5p","hsa-mir-146b-5p",0.0015,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-146b-5p","hsa-mir-424-5p",729830,11.8314176343656,11.3752902608353,"12.0254109662413","12.1540723322259","11.3930372697304","11.4071361624107","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
