"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38","_c39","_c40","_c41","_c42","_c43","_c44","_c45","_c46"
6319,"SCD","hsa-mir-204-5p","hsa-mir-199a-3p",0,FALSE,NA,NA,NA,"tarbase","tarbase",0.183825571457913,-0.459925151227582,0.232423553581931,-0.310492632775073,0.364040753613194,-0.167633090333277,"hsa-mir-199a-3p","hsa-mir-204-5p",6319,16.9798383787446,17.4183928918861,"16.6483718234405","16.7448025771657","18.5913276709361","22.0194246932693","17.6351720601398","17.5206546551363","18.6630935550581","20.8368687525382","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6660,"SOX5","hsa-mir-195-5p","hsa-mir-193b-3p",0.0035,TRUE,NA,NA,NA,"tarbase","tarbase",0.0478918772822502,-0.650927480781569,9.17859257181718e-06,-1.4639642336565,0.251663996329247,0.276030559500648,"hsa-mir-193b-3p","hsa-mir-195-5p",6660,13.4328355675842,13.5452787456587,"13.0261271303351","12.1309451206252","13.1417448040441","11.385490673955","12.3441419173353","13.8514397889185","14.4926979275756","14.7913994468539","12.5034765328023","13.9839476304025","10.5840345641315","12.9886131212084","13.4570467992492","12.9467198413062","12.8558511045518","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6752,"SSTR2","hsa-mir-3187-3p","hsa-mir-96-5p",0.003,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/12920656'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12920656'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28033222'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28033222'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28033222'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29163802'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30529752'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30529752'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/7775631'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/7775631'>PubMedLink</a>","mirtarbase","tarbase",0.382495703248607,1.04447516328983,0.151321344137644,-0.917610106783484,0.425405513950852,0.170599159964878,"hsa-mir-96-5p","hsa-mir-3187-3p",6752,16.5029945312237,14.5303319504433,"14.5236444888082","17.2970352416281","15.2228333011419","15.6296983637215","18.0984939438903","14.3234446882223","15.1977484261478","16.6924979640613","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7153,"TOP2A","hsa-mir-942-5p","hsa-mir-7-5p",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/23533247'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23533247'>PubMedLink</a>","tarbase","mirtarbase",0.572119025668203,-0.340441341094118,0.00076634985750306,1.1833336571532,0.370564910264621,0.205292440076675,"hsa-mir-7-5p","hsa-mir-942-5p",7153,15.9832155893954,14.9795867760991,"14.3736325348594","13.3296073232607","14.1478216604053","12.8506371053322","12.5391371769871","14.2089580406025","11.7267513823241","12.8499746675419","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7182,"NR2C2","hsa-mir-504-5p","hsa-mir-497-3p",0.0045,TRUE,NA,NA,NA,"mirtarbase","tarbase",0.32410154131264,0.936098107502605,0.010156287484636,-1.64036004375493,0.735908369903303,0.0698312209996824,"hsa-mir-497-3p","hsa-mir-504-5p",7182,15.8551822575365,16.9430766610168,"15.4428096312856","15.8463418074422","15.2250119297168","16.6866066831971","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7422,"VEGFA","hsa-mir-330-3p","hsa-mir-335-5p",5e-04,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10646734'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11605159'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11605159'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12780519'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12780519'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14659975'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14659975'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16954163'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18039096'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19017755'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19017755'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21422080'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22183643'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22183643'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22183643'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23106811'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23106811'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25973039'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28264974'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28264974'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28264974'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28423608'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28423608'>PubMedLink</a>","mirtarbase tarbase","mirtarbase tarbase",0.16233758257038,0.673210066256164,0.865447645355752,-0.0610869635304338,0.969868726962111,-0.00737902215304161,"hsa-mir-335-5p","hsa-mir-330-3p",7422,19.4483643691313,16.8455835593367,"16.0581684300343","17.1482002843291","16.5956227203612","19.7574694091369","15.5408747975332","19.1417660020221","16.8735603726444","17.3220779546943","18.482611999168","15.6840078529367","16.4429918545394","18.8610107215597","18.0284084638854","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7903,"ST8SIA4","hsa-mir-142-5p","hsa-mir-135a-5p",5e-04,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.736899693675788,-0.149257045598614,0.105081519068679,1.24507093421912,0.715378216800145,0.0811530175296144,"hsa-mir-135a-5p","hsa-mir-142-5p",7903,15.4651146821761,14.7089649286167,"16.6940844843334","14.6938327380527","12.7494958090851","13.9403712964426","13.6174545936489","14.7096865405223","14.0260034502341","14.2438569703419","14.3622907852541","14.4504810169339","13.686452438918","14.6013321233248","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8851,"CDK5R1","hsa-mir-222-5p","hsa-mir-548v",0.0085,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.230200426764885,-0.921824458068604,0.0276820588284597,-1.46921728347343,0.260341248039128,0.242401325385138,"hsa-mir-548v","hsa-mir-222-5p",8851,16.4009246847819,14.7905571759432,"13.5485007456156","15.9030726729689","15.3468957949275","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8879,"SGPL1","hsa-mir-149-5p","hsa-mir-199b-3p",5e-04,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.0668418754023813,0.639034625330219,0.232290751292452,-0.310684813670005,0.453598160140571,0.148840938729501,"hsa-mir-199b-3p","hsa-mir-149-5p",8879,18.1044287918908,18.4062297222736,"18.8473323452759","18.0561095358852","18.8525576008241","18.3765759251537","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8879,"SGPL1","hsa-mir-199a-3p","hsa-mir-149-5p",0,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase",0.232423553581931,-0.310492632775073,0.0668418754023813,0.639034625330219,0.453598160140571,0.148840938729501,"hsa-mir-149-5p","hsa-mir-199a-3p",8879,18.1044287918908,18.4062297222736,"18.8473323452759","18.0561095358852","18.8525576008241","18.3765759251537","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9213,"XPR1","hsa-mir-296-3p","hsa-mir-365a-3p",0.002,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.0999188735719172,1.50490221475658,0.00357689427752046,-0.95385225041728,0.766128285914142,0.0605112151832704,"hsa-mir-365a-3p","hsa-mir-296-3p",9213,16.6128836082563,17.9694405323792,"17.2412264412773","16.8301049856597","17.5435904270783","16.6659232418821","16.7077972063499","16.7439836124957","18.4586534711696","17.7023124304175","16.854415230051","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9852,"EPM2AIP1","hsa-mir-20b-5p","hsa-mir-497-5p",0.003,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.725236412416148,0.159935985698164,0.0361580563479676,-0.75986324847049,0.895460294276612,0.026228389076625,"hsa-mir-497-5p","hsa-mir-20b-5p",9852,17.506628068663,16.4583873756171,"17.1845117730033","17.0277867359112","16.615370775627","16.5483907963853","16.7426278711051","18.0116832879164","16.4646550616553","17.6490087453087","18.1326772270515","17.0631258729579","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10140,"TOB1","hsa-mir-106a-5p","hsa-mir-497-5p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase",0.949839369300647,-0.0339094322430871,0.0361580563479676,-0.75986324847049,0.404334119687584,-0.151814134225364,"hsa-mir-497-5p","hsa-mir-106a-5p",10140,20.9418085109116,18.3388045966978,"18.6504791900406","17.0022601518217","18.969435986982","18.5139154856221","19.6911574887725","18.9462929965059","18.8064313600687","18.717458820854","18.3951841006332","18.8501386735967","22.5163056724844","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10140,"TOB1","hsa-mir-497-5p","hsa-mir-20b-5p",0.0045,FALSE,NA,NA,NA,"tarbase","tarbase",0.0361580563479676,-0.75986324847049,0.725236412416148,0.159935985698164,0.404334119687584,-0.151814134225364,"hsa-mir-20b-5p","hsa-mir-497-5p",10140,20.9418085109116,18.3388045966978,"18.6504791900406","17.0022601518217","18.969435986982","18.5139154856221","19.6911574887725","18.8064313600687","18.717458820854","18.3951841006332","18.8501386735967","22.5163056724844","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
11215,"AKAP11","hsa-mir-148a-3p","hsa-mir-182-5p",0.008,FALSE,NA,NA,NA,"tarbase","tarbase",0.25468892977419,-0.247099703884615,0.361808731279103,-0.23139035097995,0.769170959336029,0.0583722481301458,"hsa-mir-182-5p","hsa-mir-148a-3p",11215,18.0227244038037,17.943857010675,"17.3151119098237","17.7618669099856","17.3742821308182","18.3432241657969","18.0769885384879","17.4457114511711","17.2742004058228","18.8387651162516","17.1803929087054","18.1756719656044","16.7028193643632","17.2715014221876","17.341065323444","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
11215,"AKAP11","hsa-mir-148a-5p","hsa-mir-182-5p",0.004,FALSE,NA,NA,NA,"tarbase","tarbase",0.0043388972597158,-1.06637354064383,0.361808731279103,-0.23139035097995,0.769170959336029,0.0583722481301458,"hsa-mir-182-5p","hsa-mir-148a-5p",11215,18.0227244038037,17.943857010675,"17.3151119098237","17.3742821308182","18.3432241657969","18.0769885384879","17.4457114511711","17.2742004058228","18.8387651162516","17.1803929087054","18.1756719656044","16.7028193643632","17.341065323444","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
22943,"DKK1","hsa-mir-335-5p","hsa-mir-493-3p",0.008,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase tarbase",0.865447645355752,-0.0610869635304338,0.214998682758979,-0.440814728755126,0.841017790847467,-0.0514514704804882,"hsa-mir-493-3p","hsa-mir-335-5p",22943,12.0890083846381,12.360755765043,"12.2183324450285","11.2454808605295","12.6690754620917","10.4613961934402","-2","11.856870213809","10.5647647881816","12.9479041799697","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23089,"PEG10","hsa-mir-34c-5p","hsa-mir-196b-5p",0.003,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.0393363355097751,2.1727886835291,0.712332022701228,-0.143221204107451,0.150115768034679,-0.261765511242813,"hsa-mir-196b-5p","hsa-mir-34c-5p",23089,17.6548789078689,17.8671515129113,"20.9017833401459","18.2779708753567","17.7965137597709","17.0171716572141","17.4477015240932","17.2961696096866","19.4795968922386","17.2941823281689","17.3306000435307","19.5706589757964","17.3943755924667","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23094,"SIPA1L3","hsa-mir-149-5p","hsa-mir-143-3p",0.003,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.0668418754023813,0.639034625330219,0.85077336655025,0.0391879742371202,0.966156384631688,0.00901320337829579,"hsa-mir-143-3p","hsa-mir-149-5p",23094,14.1249868374294,15.7442939626577,"14.6943983570086","15.9244006032464","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23286,"WWC1","hsa-mir-33a-5p","hsa-mir-106a-5p",0.0045,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.674845464235832,-0.148887829679754,0.949839369300647,-0.0339094322430871,0.866114271566436,-0.0390724275513515,"hsa-mir-106a-5p","hsa-mir-33a-5p",23286,12.5390615813383,12.318316613832,"13.1849789342924","14.4819385826146","10.4231940275098","10.1628603909394","8.75908691992848","12.2503911680603","9.53722784903592","11.7882477922064","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
26011,"TENM4","hsa-mir-193b-3p","hsa-mir-143-3p",0.0035,FALSE,NA,NA,NA,"mirtarbase","tarbase",9.17859257181718e-06,-1.4639642336565,0.85077336655025,0.0391879742371202,0.804004806586576,-0.0542111354241218,"hsa-mir-143-3p","hsa-mir-193b-3p",26011,12.0086643215266,11.3156644120409,"13.8989011052498","7.82960698567044","13.5761289273851","14.8660842371036","11.1872509004777","15.7345259040904","12.6480326948853","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
26224,"FBXL3","hsa-mir-1179","hsa-mir-493-5p",0.002,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.001545831405452,1.97288531688304,0.194909719851783,-0.420315166550829,0.906048991033128,-0.0236163208063423,"hsa-mir-493-5p","hsa-mir-1179",26224,16.2407738914272,15.9078707545288,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
29968,"PSAT1","hsa-mir-3200-3p","hsa-mir-224-5p",0.001,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.374908812099069,0.364870001149765,0.60905406181031,-0.219653549781102,0.606724466749493,-0.0973391977079314,"hsa-mir-224-5p","hsa-mir-3200-3p",29968,15.6397839263406,19.7715380632717,"18.2234987805262","18.2006062972735","19.3094168329674","19.7631811527766","12.1485930319238","15.9380641982221","18.4083749117118","20.2905366691191","17.8281889226367","17.2203391355317","20.0613182107664","18.0308345730626","19.9617743567941","19.8538944780763","16.6261386167773","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
54443,"ANLN","hsa-mir-204-5p","hsa-mir-195-5p",0.009,FALSE,NA,NA,NA,"tarbase","tarbase",0.183825571457913,-0.459925151227582,0.0478918772822502,-0.650927480781569,0.359585130474829,0.216072821071872,"hsa-mir-195-5p","hsa-mir-204-5p",54443,12.1302520819487,12.1635246340009,"13.5211697517063","12.9524622850221","11.4947786045142","11.4741235657561","13.98798406817","13.1305370815158","12.6320201264342","15.1282163893607","11.8705200155773","13.8335335501643","11.7402026482548","14.8342556783328","11.9052703283262","12.4395720279542","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55603,"TENT5A","hsa-mir-200b-3p","hsa-mir-708-5p",0.008,FALSE,NA,NA,NA,"tarbase","tarbase",0.627039105914662,-0.378027211890285,0.183068490649196,-0.504360518459726,0.707323904161641,0.0734506579136973,"hsa-mir-708-5p","hsa-mir-200b-3p",55603,18.2211652225065,19.1390159219681,"18.7262846146931","17.5186600188921","16.8885601816778","16.9267291814027","19.2860510705774","17.8487903512358","17.2874436550432","19.3677529431097","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55824,"PAG1","hsa-mir-183-5p","hsa-mir-548b-3p",5e-04,FALSE,NA,NA,NA,"tarbase","tarbase",0.521610686684864,-0.179511509640339,0.87253804865406,0.152435003538217,0.185140751552207,0.28534914765797,"hsa-mir-548b-3p","hsa-mir-183-5p",55824,18.6942348292508,16.310800470921,"16.9117216714256","14.7534941247731","16.0199045221885","17.9301799494887","14.2402940441844","15.749820086422","17.2954638233397","16.454611792026","16.1950853113124","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55870,"ASH1L","hsa-mir-148a-5p","hsa-mir-363-3p",0.0075,TRUE,NA,NA,NA,"tarbase","tarbase",0.0043388972597158,-1.06637354064383,0.410408044638293,0.449208289711453,0.946979903489727,0.0134658429111011,"hsa-mir-363-3p","hsa-mir-148a-5p",55870,17.0021494123662,15.2578457799566,"17.3235984787702","16.9903841881099","16.5102309285216","16.0948270531067","17.2197837074812","16.0844758019712","16.1424892767975","15.5999721090195","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57575,"PCDH10","hsa-mir-142-3p","hsa-mir-624-5p",0.0055,FALSE,NA,NA,NA,"tarbase","tarbase",0.631486243015486,-0.140588405412778,0.910221717784488,0.0983820347125993,0.633342053981686,0.10383011007293,"hsa-mir-624-5p","hsa-mir-142-3p",57575,16.477347739175,16.6480560739557,"15.7606799317785","15.853740788354","17.9909016904803","10.0208912421887","14.9648100915829","10.9222379083592","17.0331189771389","13.3886672039945","13.9014949886671","13.9592674935651","9.48350563909243","16.2266573066881","11.0169165412258","14.7840767473299","16.9105262317131","13.728643656245","16.4086565336632","12.4375716030329","16.6173148046026","15.8361332227919","16.9840573769705","16.6046883779289","17.8155727420283","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
64866,"CDCP1","hsa-mir-181d-5p","hsa-mir-3065-3p",0.0055,FALSE,NA,NA,NA,"tarbase","tarbase",0.168238927623065,0.533064507872944,0.145124058584137,0.463834355976791,0.854669770708367,0.0438295282684284,"hsa-mir-3065-3p","hsa-mir-181d-5p",64866,11.0242378852092,10.7813204631852,"6.97859125846045","9.56946058886895","11.6819343727523","10.3961629358621","11.1142615076846","12.6256122526399","15.8608208167326","9.36147333367158","13.786356575272","12.7581348441065","13.209868931856","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
79026,"AHNAK","hsa-mir-203a-3p","hsa-mir-210-3p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase",0.14255673649531,-0.4839833486756,0.279633000636637,0.329146913369594,0.949230497099483,-0.0124492525982149,"hsa-mir-210-3p","hsa-mir-203a-3p",79026,15.3908984445644,17.2694506178741,"17.0170948391712","17.8886934439751","16.3664461597412","17.9650039957774","18.3793671210827","19.309281288184","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
79026,"AHNAK","hsa-mir-33a-5p","hsa-mir-885-5p",0.002,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gPCPG/21233845'>PubMedLink</a>",NA,"tarbase","tarbase",0.674845464235832,-0.148887829679754,0.843339750531565,0.115909076111066,0.949230497099483,-0.0124492525982149,"hsa-mir-885-5p","hsa-mir-33a-5p",79026,20.113283170141,15.8884005400324,"15.5190845890528","17.4201719263938","18.0180150959576","17.9694320382487","19.8944383400934","17.5825032425837","17.4626376547967","17.2246442109183","18.3793671210827","19.930202896212","17.1674246869688","18.1131937454253","18.2595353265535","18.6515335769562","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
79026,"AHNAK","hsa-mir-424-3p","hsa-mir-330-5p",5e-04,FALSE,NA,NA,NA,"tarbase","tarbase",0.0046719444596288,-1.50448593013601,0.357594375268661,0.365894373111912,0.949230497099483,-0.0124492525982149,"hsa-mir-330-5p","hsa-mir-424-3p",79026,19.3328930041563,18.4062096200738,"19.8692560008581","17.9868524325264","17.8851243452026","17.0310234196824","17.6377490425505","18.6250877700616","19.2241949027133","18.6922339328551","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
80012,"PHC3","hsa-mir-455-5p","hsa-mir-196a-5p",5e-04,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.014372493046113,-0.994736825969723,0.0104869739043192,1.01898821451906,0.875924343660527,-0.0332935684111064,"hsa-mir-196a-5p","hsa-mir-455-5p",80012,14.435204491462,14.1972437164076,"14.9770736616705","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
80223,"RAB11FIP1","hsa-mir-143-3p","hsa-mir-195-5p",0.009,FALSE,NA,NA,NA,"tarbase","tarbase",0.85077336655025,0.0391879742371202,0.0478918772822502,-0.650927480781569,0.446211508038018,-0.166592160805692,"hsa-mir-195-5p","hsa-mir-143-3p",80223,13.1442469549461,14.0218078467138,"12.6986615379857","11.4880816531081","13.5743766922963","12.0475302128664","14.7600677717838","12.2566037766786","11.5122074952892","12.0188905109929","12.954368718476","14.051735766675","11.998525589092","12.8109407686114","11.8222459212669","13.1442592367538","14.5587288164392","13.0176915861529","13.9627035822699","13.3514650792879","12.4228232862671","12.4800101463814","15.1345158130754","12.5530204502073","13.7890653756548","12.6762572030385","12.5083408274001","10.501231632601","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
84159,"ARID5B","hsa-mir-33a-5p","hsa-mir-676-3p",0.003,TRUE,NA,NA,NA,"mirtarbase tarbase","tarbase",0.674845464235832,-0.148887829679754,0.35675772917197,-0.529148262763734,0.708671178557122,-0.0777534379387829,"hsa-mir-676-3p","hsa-mir-33a-5p",84159,16.3462290890832,12.7440174416529,"16.2383949201874","15.377732955718","15.4248912263854","15.6777526052965","15.2849343789146","15.8742588850915","15.8128772242333","15.8193920794276","14.751848037887","16.6004511548916","15.9127525911388","14.3396656615888","13.7141704643885","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
84804,"MFSD9","hsa-mir-20b-5p","hsa-mir-7-5p",0.008,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase",0.725236412416148,0.159935985698164,0.00076634985750306,1.1833336571532,0.955769049015953,0.0117436648452427,"hsa-mir-7-5p","hsa-mir-20b-5p",84804,16.0739089774475,15.358480858808,"14.7534312345081","13.946338305816","16.3431204274873","15.6545338229468","15.070465974711","15.2446217959355","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
