"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32"
60,"ACTB","hsa-mir-195-5p","hsa-mir-1295a",0.0025,FALSE,NA,"tarbase","mirtarbase",0.802263159596797,-0.103260719790816,0.796867016730854,0.214508426017197,0.976329779132499,0.00602936325597143,"hsa-mir-1295a","hsa-mir-195-5p",60,24.4444816734916,26.1852133161992,"26.1872556389194","25.9809203209013","26.1445366258648","26.1521156575219","25.6459662580155","26.1213871422583","24.4816672431424","24.9264140662281","26.4295913209699","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
136,"ADORA2B","hsa-mir-15a-5p","hsa-mir-128-3p",0.005,FALSE,NA,"tarbase","mirtarbase",0.949587925630629,-0.0212972249625429,0.590984413893149,-0.167027751373332,0.971930785209883,0.00950712481968071,"hsa-mir-128-3p","hsa-mir-15a-5p",136,15.1444165140424,15.9119676119452,"13.3864860791164","14.182107451465","14.2603144722769","13.9294770960013","15.07911156217","17.9412952051547","16.7371800893001","16.8622796661565","14.5852383413045","13.0850976371425","14.0627537730904","17.0756913410653","17.6166309105621","13.9697787343229","15.1436723376768","16.1128895047647","14.5805203915708","15.8427332524403","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
214,"ALCAM","hsa-mir-215-5p","hsa-mir-483-5p",0.009,FALSE,NA,"mirtarbase tarbase","mirtarbase",0.364975859301288,-0.509920411537469,0.0369778825691889,-1.46991315502269,0.674559832505655,0.104116770929975,"hsa-mir-483-5p","hsa-mir-215-5p",214,19.9945666887817,18.3809391471805,"17.7671078381731","18.4736897073433","18.6359017475611","19.4025856232147","19.8471729430021","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
317,"APAF1","hsa-mir-2114-5p","hsa-mir-548j-5p",0.008,FALSE,NA,"mirtarbase","tarbase",0.39430172674841,1.16404972415979,0.974281004418408,-0.0330812526828155,0.756205796510253,-0.0803856081706992,"hsa-mir-548j-5p","hsa-mir-2114-5p",317,11.5834178571581,16.1557337260292,"16.0780527262303","15.7342904708537","16.604757019665","16.5707693983975","16.6411419440011","16.3238621149522","11.3938008941327","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
432,"ASGR1","hsa-mir-15b-5p","hsa-mir-454-5p",0.001,FALSE,NA,"tarbase","mirtarbase",0.826141128703994,0.0749870131926227,0.935550597724275,0.0679742030387355,0.981710156421165,0.00652405136586399,"hsa-mir-454-5p","hsa-mir-15b-5p",432,12.5712891992098,15.1487858384852,"14.5939096154581","14.6908195420888","13.3158247399671","15.301614233063","13.7140248794472","12.7803423607241","11.9170164310955","13.8589184624639","13.6857303799137","14.2661743927322","10.6506325672033","11.66624827838","12.91911947378","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
483,"ATP1B3","hsa-mir-520a-3p","hsa-mir-519d-3p",0,FALSE,NA,"mirtarbase","mirtarbase",0.0883581724058531,2.06854596236424,0.134909240297518,2.30279849563169,0.995023437672766,-0.00145048890447232,"hsa-mir-519d-3p","hsa-mir-520a-3p",483,20.0572699432715,19.6917260445366,"17.9061684503096","19.829638221912","19.6360338970563","19.267475953116","18.5839673267906","18.7892481267034","18.9850551977974","19.3832659768354","19.7911034742566","20.2059797242751","19.6593909454418","19.2385091332775","20.0249865278218","18.2833484112631","18.5284061537806","19.0751483250445","19.7598789881469","19.8751408323103","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
518,"ATP5MC3","hsa-mir-92b-3p","hsa-mir-653-5p",0.0065,FALSE,NA,"mirtarbase","mirtarbase",0.851739641894512,0.0782775852530279,0.847406964972247,0.0938692878198689,0.852176122103801,0.0434036335540644,"hsa-mir-653-5p","hsa-mir-92b-3p",518,19.558355717208,20.0009864155687,"20.7294422487342","20.3890063713972","18.926062333872","19.8677360278206","19.8506605080149","19.8458706831974","20.0701411258018","18.6404836528649","20.0164653985702","19.2795638550038","20.4201991628308","20.1235504446166","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
552,"AVPR1A","hsa-mir-200c-3p","hsa-mir-508-5p",5e-04,FALSE,NA,"mirtarbase","mirtarbase",0.801202141920273,0.0756943434847678,0.754564835221624,0.315768330442784,0.605005876217691,-0.138928911580001,"hsa-mir-508-5p","hsa-mir-200c-3p",552,14.1634021493719,15.0043916270803,"16.3849705226886","14.3002656746209","15.6239733950713","15.2199856727002","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
552,"AVPR1A","hsa-mir-429","hsa-mir-508-5p",0.004,FALSE,NA,"mirtarbase","mirtarbase",0.583066277550532,0.222134726782929,0.754564835221624,0.315768330442784,0.605005876217691,-0.138928911580001,"hsa-mir-508-5p","hsa-mir-429",552,14.22471872068,15.0043916270803,"16.3849705226886","14.091554266117","15.6239733950713","15.4802148340305","12.0394372536439","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
586,"BCAT1","hsa-mir-125a-5p","hsa-mir-34c-3p",0.0085,FALSE,NA,"tarbase","tarbase",0.746124833643418,-0.102278646080494,0.418759257384704,0.386705989055551,0.975018171306949,-0.00812374574271868,"hsa-mir-34c-3p","hsa-mir-125a-5p",586,17.4048403360338,16.5389455638596,"14.3788227546623","15.6285994565652","15.6897992884416","16.013544336352","14.3512316233684","16.3337037956411","14.5838511712079","15.8384965300306","15.86668446478","15.8149372779649","15.8479303129369","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
595,"CCND1","hsa-mir-195-5p","hsa-mir-138-5p",5e-04,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/9398039'>PubMedLink</a>","mirtarbase tarbase","mirtarbase tarbase",0.802263159596797,-0.103260719790816,0.802934907827415,-0.223566835784355,0.676553592051162,0.0995494285188452,"hsa-mir-138-5p","hsa-mir-195-5p",595,20.1809991777818,20.9629152380207,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
605,"BCL7A","hsa-mir-224-3p","hsa-mir-195-5p",0,FALSE,NA,"tarbase","mirtarbase",0.104634403519726,-1.09621245715927,0.802263159596797,-0.103260719790816,0.960813458730973,-0.0118141139179492,"hsa-mir-195-5p","hsa-mir-224-3p",605,17.6835861250092,18.7580389354439,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
624,"BDKRB2","hsa-mir-200b-3p","hsa-mir-200c-3p",0.0015,FALSE,NA,"tarbase","tarbase",0.732413312242844,0.114645708713643,0.801202141920273,0.0756943434847678,0.814911150363781,-0.0629156749816764,"hsa-mir-200c-3p","hsa-mir-200b-3p",624,14.1153325087036,14.8393872986531,"14.5441644666558","13.5844470405499","15.3179374044717","16.1799157044689","16.2104056254189","13.6945136951832","15.0415879584239","14.5220240625654","13.940015562083","13.2059442259282","15.2527546637825","15.1478998771034","14.951024434031","14.0162916159743","15.6546878346749","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
667,"DST","hsa-mir-181c-5p","hsa-mir-548j-5p",5e-04,FALSE,NA,"tarbase","tarbase",0.96557342996809,-0.0169548893052903,0.974281004418408,-0.0330812526828155,0.594715285504674,-0.134653826232406,"hsa-mir-548j-5p","hsa-mir-181c-5p",667,14.7030436136133,16.9828630873424,"16.9186826821074","16.111192657363","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
993,"CDC25A","hsa-mir-512-5p","hsa-let-7b-5p",0,FALSE,NA,"mirtarbase","mirtarbase",0.0828714507782263,3.37555712110747,0.784564546838161,-0.0733583306011839,0.986021797224857,0.00444331943452018,"hsa-let-7b-5p","hsa-mir-512-5p",993,17.4787364181516,13.6103675871464,"17.2959916206553","17.2308699284116","17.7393758645605","17.3811950096059","16.86924167525","17.7294847292678","17.1053940641367","15.4732883349421","16.4951727285687","16.5458943818059","16.4812672020232","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1021,"CDK6","hsa-let-7b-5p","hsa-mir-383-5p",0.001,FALSE,NA,"mirtarbase tarbase","tarbase",0.784564546838161,-0.0733583306011839,0.88977497628494,0.0962474630450894,0.901946336414228,-0.0297346407036185,"hsa-mir-383-5p","hsa-let-7b-5p",1021,18.9004514072353,19.4351199387598,"19.2440101796513","18.5794281850535","18.8825811088628","19.150360705139","19.3915353959453","18.6575324875151","18.8642476937171","18.658044987122","19.0164174505386","18.6971008953283","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1021,"CDK6","hsa-let-7b-5p","hsa-mir-512-5p",0,FALSE,NA,"mirtarbase tarbase","mirtarbase",0.784564546838161,-0.0733583306011839,0.0828714507782263,3.37555712110747,0.901946336414228,-0.0297346407036185,"hsa-mir-512-5p","hsa-let-7b-5p",1021,18.9004514072353,15.3491383389755,"18.915750610305","18.5794281850535","18.8825811088628","18.6623694025092","18.8929992764116","19.3915353959453","18.7296069275232","15.1119344497908","18.1870907337558","15.1792021274988","18.6971008953283","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1021,"CDK6","hsa-mir-195-3p","hsa-mir-383-5p",0.0065,FALSE,NA,"mirtarbase","tarbase",0.557761221280103,-0.297350921587978,0.88977497628494,0.0962474630450894,0.901946336414228,-0.0297346407036185,"hsa-mir-383-5p","hsa-mir-195-3p",1021,18.9004514072353,19.4351199387598,"19.2440101796513","18.5794281850535","14.1210626838574","18.8825811088628","18.2844096603563","19.3915353959453","18.6575324875151","18.8642476937171","16.72365460941","19.0164174505386","15.5526151092372","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
