"entrezgene_id","hgnc_symbol","mirna1","mirna2","Two_Var_XZ","Two_Var_YZ","Lancaster_XY_Z","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","is_mrna_tf","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38","_c39","_c40","_c41","_c42","_c43","_c44","_c45","_c46","_c47","_c48","_c49","_c50","_c51","_c52","_c53","_c54","_c55","_c56","_c57","_c58","_c59","_c60","_c61","_c62","_c63","_c64","_c65","_c66","_c67","_c68","_c69","_c70","_c71","_c72","_c73","_c74","_c75","_c76","_c77","_c78","_c79","_c80","_c81","_c82","_c83","_c84","_c85","_c86","_c87","_c88","_c89","_c90","_c91","_c92","_c93","_c94","_c95","_c96","_c97","_c98","_c99","_c100","_c101","_c102","_c103","_c104","_c105","_c106","_c107","_c108","_c109","_c110","_c111","_c112","_c113","_c114","_c115","_c116","_c117","_c118","_c119","_c120","_c121","_c122","_c123","_c124","_c125","_c126","_c127","_c128","_c129","_c130","_c131","_c132","_c133","_c134","_c135","_c136","_c137","_c138","_c139","_c140","_c141","_c142","_c143","_c144","_c145","_c146","_c147","_c148","_c149","_c150","_c151","_c152","_c153","_c154","_c155","_c156","_c157","_c158","_c159","_c160","_c161","_c162","_c163","_c164","_c165","_c166","_c167","_c168","_c169","_c170","_c171","_c172","_c173","_c174","_c175","_c176","_c177","_c178","_c179","_c180","_c181","_c182","_c183","_c184","_c185"
655,"BMP7","hsa-mir-326","hsa-mir-193b-5p",0.047,0.034,0.003,6.21299298317528e-10,-0.489198407553872,0.0428673385467181,-0.175952730863949,0.0531313613952141,-0.0760206201282244,FALSE,"hsa-mir-193b-5p","hsa-mir-326",655,15.80963628,15.25509422,14.97589405,14.19651818,16.40557316,15.94416751,9.287371186,15.15741292,13.85720786,12.82331971,14.22187594,13.45349986,12.90466565,16.82354696,10.71441292,14.22752929,"16.07877589","18.11017405","14.79589236","7.67639123","14.80505427","12.86713189","15.46937824","14.68098807","16.96185575","17.01569191","12.57402444","14.09191092","15.2167978","14.21432553","14.42190634","12.88879203","14.15552756","15.00657042","15.66687346","12.2903358","16.09195123","14.63277033","12.2509883","13.85659031","13.88504652","11.058033","14.71991545","12.06080615","18.3886454","14.92896828","10.65168205","14.51090677","12.44114517","13.95888114","17.19179422","17.42606064","11.62230018","15.2858438","13.70032648","15.21551649","15.91824","11.37134468","15.0909241","15.5872532","14.36988859","14.92722833","15.58692491","12.96773675","14.79871456","15.17393283","14.60949862","13.65585049","16.76200753","16.03645645","14.63891546","15.98690836","15.33831895","18.25784547","15.45895743","14.37518065","16.44890385","11.36397517","8.855969866","11.39393699","15.29875668","10.56857367","11.64902795","14.37646818","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2628,"GATM","hsa-mir-651-5p","hsa-mir-215-5p",0.0145,0.1385,0.002,5.75747209386502e-07,0.648492479219988,2.08672624920674e-09,-0.538462502454733,0.120766950285312,-0.0572607130734606,FALSE,"hsa-mir-215-5p","hsa-mir-651-5p",2628,17.2948502,17.45643947,16.18039399,16.27492498,15.17158939,17.95604289,17.39880286,17.1130886,16.63059814,16.49031432,16.70594099,16.80077948,16.69670134,17.03701165,17.74409928,17.13243195,"16.47438302","18.01830415","17.29190517","16.53441564","15.43102894","15.15951067","17.82197282","16.46907611","15.9083462","18.4130044","17.58713641","14.79197435","16.55841465","16.61873487","15.9800241","17.21137756","17.37996089","17.92295208","17.54646033","17.07191433","17.41273204","13.86742477","16.00192952","16.94770535","15.78812789","16.96348117","16.46850673","16.02722539","17.80427556","15.82585969","16.91311025","13.62688702","14.90107576","16.76849082","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
4604,"MYBPC1","hsa-mir-130b-5p","hsa-mir-505-3p",0.0125,0.458,0.0075,2.00341726803822e-06,0.444745767786904,0.0667767253606644,-0.129563738104277,2.25500590505942e-11,-0.359102432782922,FALSE,"hsa-mir-505-3p","hsa-mir-130b-5p",4604,10.327781,15.2552218,12.87868469,12.62302037,13.90229981,13.41597298,13.40886631,11.4522837,14.49324252,7.841529643,10.01096344,12.35689467,13.07546888,9.823831019,12.60483901,13.88137932,"14.61570637","14.59605315","13.3218312","13.42700779","8.374454332","15.39257218","15.07251621","5.81083141","13.39256865","17.37932746","8.66703645","16.7173197","13.15320715","20.62428526","15.97378996","9.822295581","6.16251066","14.51958879","7.967328591","8.888561303","12.36858276","10.28916899","10.95010847","13.72459471","16.06851501","14.07953278","12.81837365","13.05303687","14.09993015","15.90079699","12.75384685","22.59068093","14.76230339","13.02828491","15.03785613","14.94853749","22.45867266","8.411179372","11.27760865","12.74838392","13.21050743","17.92643512","12.85235319","9.233411668","11.42575882","12.71771172","8.703540143","14.35885951","13.43400123","9.099382804","16.97573907","16.64340761","14.9726477","18.67978891","10.87547072","8.666555927","15.45403922","8.948791359","22.28330856","10.51103839","10.77945281","14.22286497","7.948207471","15.107646","16.22460829","18.97438306","11.02074656","13.22978764","9.712010397","10.21981699","7.09396325","6.681981144","10.53625163","11.22949761","8.114581894","11.39315733","9.280720612","18.6553824","12.5448427","15.35586532","11.9050306","17.04113711","12.30114445","9.704356159","8.98775745","16.7092786","7.900639877","12.06977463","13.35209417","11.82298943","12.83475749","12.59440292","16.08752993","17.81319568","12.58397667","13.50801143","-2","11.85214158","11.73640217","11.02410361","17.67082389","13.03468072","14.75257869","11.18431612","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
5754,"PTK7","hsa-mir-30c-2-3p","hsa-mir-7-5p",0.012,0.023,0.0035,0.00974017800614795,-0.166517981594408,3.87892371670258e-21,1.64306528131341,0.015114035524901,0.0870217813471605,FALSE,"hsa-mir-7-5p","hsa-mir-30c-2-3p",5754,18.6462752,19.71333287,18.63216034,19.02112644,17.97018471,19.11154837,19.21894655,18.39856933,20.01343001,20.13060183,19.37799192,19.57628922,18.85413539,17.72227895,18.72908053,17.91674333,"18.59471616","18.77011807","16.55729613","19.57524923","15.65964476","16.82350529","19.13542286","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6532,"SLC6A4","hsa-mir-20b-5p","hsa-mir-20a-5p",0.2435,0.0105,0.009,0.00103512384525538,0.265811877144971,0.103512393593866,0.0971279363397484,0.00397963407333622,0.1278334270671,FALSE,"hsa-mir-20a-5p","hsa-mir-20b-5p",6532,15.34418042,15.66359882,16.91349258,16.0670192,9.945848186,19.92934706,12.74695228,10.55377353,12.41765568,14.16673534,11.10009273,10.23486622,13.67116131,18.10840078,20.62776069,15.41788297,"10.70903035","14.56063254","11.51810748","11.35155314","12.81636288","7.598364951","10.43058095","8.74856325","10.27504979","9.000063541","18.00552753","9.36052731","17.87710122","10.44791339","9.132431017","9.263790631","11.88449873","11.65484588","11.53457386","15.22028885","16.46306978","15.36341023","18.12178957","11.53000316","8.500576054","8.910167739","8.525898486","8.199690476","13.12776189","10.72038053","10.67112173","14.82541295","13.01337216","7.606501629","11.03220378","16.11917914","10.13875911","12.63806399","18.4188225","15.16441539","9.162086212","15.2977142","9.253331366","11.47405877","10.2501859","11.89204505","11.35401373","12.29507438","9.026175344","11.25068554","9.172696792","10.31038241","9.480947893","12.28304206","13.63082533","8.195262004","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6532,"SLC6A4","hsa-mir-939-5p","hsa-mir-106a-5p",0.0305,0.8485,0.007,4.53833905573967e-05,0.648082424272815,0.00871937033046139,0.222333766318372,0.00397963407333622,0.1278334270671,FALSE,"hsa-mir-106a-5p","hsa-mir-939-5p",6532,9.684363258,10.06916368,8.336860707,16.32413692,13.83736621,16.0670192,12.74695228,12.70537245,13.86528948,12.20116615,11.31063393,10.97561588,12.17574454,10.04689455,9.226064847,15.41788297,"14.56063254","11.52752901","12.59844217","17.44893198","9.642343674","9.36052731","18.3193173","9.029721742","14.03927621","15.45395786","8.793888713","9.485270687","11.88449873","15.22028885","15.36341023","18.12178957","8.910167739","8.525898486","14.82541295","7.606501629","7.977027438","11.53401641","14.33985603","17.43335348","19.64266323","10.31522574","13.61396529","11.25068554","12.36744792","9.172696792","15.32907951","9.480947893","8.195262004","11.39260438","8.906081197","15.50203852","11.88399976","9.973262341","13.14965189","11.25956058","8.85387359","8.44663897","7.675188009","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6542,"SLC7A2","hsa-mir-221-5p","hsa-mir-144-3p",0.0105,0.3795,0.0055,0.729000542165174,0.0478809131782994,4.50636024376719e-14,-0.776641738479511,0.457098822636561,-0.0264493719171012,FALSE,"hsa-mir-144-3p","hsa-mir-221-5p",6542,18.5127259,18.95877604,16.87331328,18.92066384,17.95111065,18.69233261,21.6641999,18.41294401,16.97651075,18.30956527,17.68312525,18.73797763,19.67453164,12.32464302,14.40571701,21.62724462,"17.45598956","19.21204838","10.55529486","14.39981666","19.73448477","18.54496959","18.05302419","18.92095952","18.54431969","14.34815261","17.25775377","15.06219545","19.88747908","20.00917763","19.53072229","20.57813752","15.27468691","19.19348155","21.22501793","13.19760177","18.58403677","19.23490241","20.6516974","19.2043274","17.81846165","21.85177486","21.6970171","20.67393378","20.13667535","18.01553286","18.37175926","16.23559908","17.91267624","19.54785626","14.62634428","20.01679886","19.54389618","19.94834718","14.11141799","20.67008729","16.14614485","16.2048739","19.02347688","18.89450523","17.99430334","19.53922606","18.31156102","17.79285442","18.30019694","17.14729224","17.43262092","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6720,"SREBF1","hsa-let-7c-5p","hsa-mir-483-3p",0.03,0.2835,0.0055,1.75986494052912e-06,-0.221934710773032,9.87225876954226e-23,-0.906238662251729,0.0449884725214105,0.0693020248647089,TRUE,"hsa-mir-483-3p","hsa-let-7c-5p",6720,20.89106119,20.43115864,21.59912045,21.45141291,20.39731513,19.16484028,19.27227872,17.51938725,18.42334457,22.48409417,21.08693991,18.23142991,17.19251989,21.17543559,19.72181173,21.53293743,"19.59368122","18.3905306","20.23069682","18.93350362","21.46489773","20.70456125","18.90211553","20.7006623","19.83076459","21.3109051","20.87380986","19.85924118","22.05567994","22.45570634","19.95225926","19.53958278","18.7183962","19.78660491","19.91457381","18.56063565","20.95507688","20.06472482","21.19238497","19.85200958","19.09405962","23.28909669","20.65014639","20.87863494","19.42371416","20.45146864","20.74061516","20.01217281","22.08415923","19.58923697","17.66142602","20.20695894","19.38823579","19.83296801","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6781,"STC1","hsa-mir-9-3p","hsa-mir-130a-3p",0.015,0.4175,0.001,0.00088092501489285,0.508330243536134,0.00011996586833264,-0.240723590520592,0.707357840371973,0.0134181449894934,FALSE,"hsa-mir-130a-3p","hsa-mir-9-3p",6781,19.17353013,14.54466561,19.18588442,16.52953157,18.61775719,20.46692634,18.11746837,19.81614598,18.25905118,19.26140504,17.14241216,16.73851291,17.4627256,19.03996784,15.62404679,21.89108196,"15.82707722","15.41355562","18.27125791","19.46251282","17.16663423","17.03414668","19.94240707","19.06807308","20.23833981","16.21205307","18.83212756","15.41152801","17.9181727","18.2893991","21.1731996","16.0765848","19.81679421","18.91887538","17.84071328","18.88864361","17.16871016","16.2584959","19.0153021","15.97148805","17.78702372","18.22591031","16.97875522","14.04963794","15.23876799","18.16174011","19.5906285","16.02777914","19.53023373","17.31619175","14.93874964","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8614,"STC2","hsa-mir-136-5p","hsa-mir-127-5p",0.216,0.068,5e-04,0.664117190600433,0.0322236001175944,0.78728019791293,0.0155795904114261,0.841792862344393,-0.00681559184072857,FALSE,"hsa-mir-127-5p","hsa-mir-136-5p",8614,16.92948832,22.76374094,22.48534558,20.27571975,21.93982824,18.01279362,21.24617707,16.38681702,17.83470368,23.76410997,17.30465254,18.16722354,21.93345032,23.69849885,19.85319494,17.54672112,"21.71678234","13.5539695","19.01119794","22.41937715","21.89139477","22.05475817","22.82409515","16.08080433","21.70514461","17.0772706","19.74867895","19.55986094","17.56383337","22.56449585","16.94208942","19.11479892","21.04167018","18.63275219","23.59212552","22.91586959","20.81627253","18.83094933","22.24511836","22.70823392","14.23481628","23.07351368","20.3302903","22.58588062","17.76633179","20.16914797","23.89574855","19.6330995","23.58754054","16.43857609","19.48632601","22.12169007","19.73110524","18.61140937","14.87559168","16.64374284","21.46519581","17.37688383","19.68993286","19.56123152","19.44752436","17.67689674","16.80805053","20.40878752","20.01823302","17.2435666","21.46441195","16.30679462","20.80724438","21.13077996","16.09800726","19.23738471","21.89023657","21.88156025","22.48042281","16.57273932","17.70957247","22.80618815","21.43164197","19.63210473","20.09464667","20.7444227","22.43319587","17.24927558","21.38437792","17.02842604","18.39437646","17.46102151","17.05938287","21.86205739","17.96632419","22.45203691","20.65251145","21.17031516","14.69379934","16.64348759","16.82063621","23.91437628","18.23333391","15.43400877","19.65068084","22.78893196","21.06500034","22.92860873","20.28587306","23.00445215","19.30852815","23.11623544","15.58189198","21.21037962","20.92500181","21.34604625","24.13589119","20.22887194","20.16869044","21.88169175","16.60263736","22.43012557","21.34679051","15.07708674","22.62046111","17.96294186","22.07747562","22.44272097","22.20301343","18.74144099","20.42060283","21.89601279","18.41425409","23.93378957","15.27061292","18.88942089","18.79875971","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
