"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38"
6498,"SKIL","hsa-mir-7-5p","hsa-mir-33b-5p",0.0095,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gPAAD/29408481'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/25907906'>PubMedLink</a>","tarbase","mirtarbase",0.0441592006962438,0.907534284364248,0.473137109166589,0.478041679106905,0.991541797231284,-0.00180063003025419,"hsa-mir-33b-5p","hsa-mir-7-5p",6498,18.670788929137,18.1399089767002,17.8099379117883,"17.737628319134","18.1007886464495","18.8444972837493","17.4970914416006","19.0954736008668","18.6604527315531","18.2542536679737","18.2818331690253","18.880055494817","18.1098807237458","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6648,"SOD2","hsa-mir-577","hsa-mir-3065-3p",0.0065,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11328670'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12032830'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12700280'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12907644'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15018733'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15534883'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18205184'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18582155'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20097730'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20966810'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21725155'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22547077'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24677319'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26439801'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29693699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29774090'>PubMedLink</a>","mirtarbase","tarbase",0.3171377260692,0.419271582401409,0.20573981628032,0.408455747876662,0.667981184352843,-0.0704156597187291,"hsa-mir-3065-3p","hsa-mir-577",6648,20.5895433097744,19.5619751255935,19.1013965775551,"20.7583905859682","19.2948445155122","20.0690249819377","19.9643502873005","19.4945773015091","20.0302686587882","20.0078278939576","17.7563496235672","20.037241763795","19.253250561704","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7168,"TPM1","hsa-mir-33b-5p","hsa-mir-33a-5p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase",0.473137109166589,0.478041679106905,0.588365208434337,-0.183189084633481,0.862206747715731,-0.0282215872517836,"hsa-mir-33a-5p","hsa-mir-33b-5p",7168,19.5555808561354,19.6395586218973,19.9052505471314,"20.0473766546616","20.1350694529236","21.3096807196587","19.2838869474219","22.0504994324336","19.3481987415121","19.1016568885173","20.3076977075861","20.0504527902237","20.4886472419293","18.8117709116218","19.2046817360699","20.3258244052245","20.0165431909787","20.4830894430223","20.4326657850357","19.0738694880337","20.4217722281059","19.9291473313204","20.2285619687559","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7422,"VEGFA","hsa-mir-511-5p","hsa-mir-1-3p",0.002,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10362127'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10457902'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10738243'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11102890'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11291072'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11291072'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11299793'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11358838'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11505392'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11920479'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12136423'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12142733'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12298426'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12367793'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12370751'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12377649'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12448000'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12448000'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12499918'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12545153'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12553038'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12568850'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12579092'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12596060'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12684660'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14604996'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14639356'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14981918'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15026340'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15173661'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15289739'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15374992'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15498380'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15522212'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15522212'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15674201'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15870864'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16109537'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16140938'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16482630'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16525644'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16702519'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16804907'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16807445'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16885366'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16972327'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16984727'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17145834'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17356708'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17481528'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17785951'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17852856'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18026817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18032824'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18307536'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18350635'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18414651'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18414651'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18450321'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18665180'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18780893'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19080330'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19152448'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19208748'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19324448'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19437103'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19908168'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20023433'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20118543'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20482858'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20489156'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20927318'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21095547'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21382954'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21408027'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21635552'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21728393'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21729304'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21737511'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21885862'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22016776'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22084065'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22198428'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22207048'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22287745'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22472348'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22580114'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22906006'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23030255'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23254994'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23441128'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23467576'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23719599'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23729403'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23745588'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23924856'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24367507'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24975163'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25484066'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25773840'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25875799'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26261495'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26261495'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26432044'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26525902'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26782587'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26804176'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27426724'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27876017'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27986626'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28338114'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28916756'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28916756'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28943931'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28984028'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29025597'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29492715'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29963167'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29970531'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30027561'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30091943'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30333153'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30861616'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30914029'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31035945'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31044389'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31087222'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31572671'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31638231'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9683299'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9701011'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9815567'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9815813'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9816315'>PubMedLink</a>","tarbase","mirtarbase",0.697064428411523,-0.138040105391013,0.938263436514101,-0.0264687752350094,0.926542131539332,0.0156734957944815,"hsa-mir-1-3p","hsa-mir-511-5p",7422,16.952571813855,21.6492980973069,17.2467482071495,"17.921867223968","19.0136029333309","20.205093149795","19.5747592586541","18.0334858199434","19.9249538307458","19.3762374984308","18.2601332285015","19.5019303742031","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10487,"CAP1","hsa-mir-676-3p","hsa-mir-96-5p",0.0035,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/23842884'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30894654'>PubMedLink</a>","tarbase","tarbase",0.540130342576847,0.509179121531919,0.773386012982795,0.10647438394075,0.954717313048832,-0.00889458733206085,"hsa-mir-96-5p","hsa-mir-676-3p",10487,21.6777220182671,21.4789787202898,21.274595160429,"20.949033160073","21.9719787420187","21.0619460835458","21.8390794645571","21.6490836891238","20.9781313013025","21.6978056010137","22.0964860639414","21.4062834219228","21.2832303347527","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10642,"IGF2BP1","hsa-mir-129-5p","hsa-mir-3200-3p",5e-04,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28787442'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30700831'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31686763'>PubMedLink</a>","tarbase","tarbase",0.169772217683288,0.448504845460552,0.908533829285735,-0.0663113540139399,0.86461574457276,0.0404083596422698,"hsa-mir-3200-3p","hsa-mir-129-5p",10642,11.8252782786252,10.1081175182652,11.9959680171932,"9.58285859483642","7.45315134971248","14.6424103768731","13.7267531068367","11.2050482670685","9.38969445526203","10.8308123706612","10.1247720101601","12.7076713351315","11.7014812277033","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10642,"IGF2BP1","hsa-mir-96-5p","hsa-mir-3200-3p",0.0025,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28787442'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30700831'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31686763'>PubMedLink</a>","tarbase","tarbase",0.773386012982795,0.10647438394075,0.908533829285735,-0.0663113540139399,0.86461574457276,0.0404083596422698,"hsa-mir-3200-3p","hsa-mir-96-5p",10642,11.8252782786252,10.2414496514924,8.05757429385095,"7.52815234286575","11.248302732322","9.58285859483642","10.9162971893407","8.59131388400086","10.7556612999744","10.8308123706612","12.7076713351315","9.08672789874429","10.6242101840441","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
11057,"ABHD2","hsa-mir-150-5p","hsa-mir-577",0.005,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gPAAD/24246865'>PubMedLink</a>",NA,NA,"mirtarbase","tarbase",0.584910762528083,-0.121637250344537,0.3171377260692,0.419271582401409,0.76288673507708,0.0498565105796498,"hsa-mir-577","hsa-mir-150-5p",11057,20.6550357069294,20.2729646047461,20.9909479733212,"20.153177175941","19.7184669686081","19.4634255471839","18.0512601775411","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
11096,"ADAMTS5","hsa-mir-129-5p","hsa-mir-33a-5p",0.005,FALSE,NA,NA,NA,"tarbase","tarbase",0.169772217683288,0.448504845460552,0.588365208434337,-0.183189084633481,0.724384816701853,-0.0668252055872878,"hsa-mir-33a-5p","hsa-mir-129-5p",11096,14.0315585217941,13.3535227328389,15.9330355508102,"13.7660482826283","12.6620661705358","15.3463248523529","15.2970652491206","13.3236441935969","15.9784875598539","14.6073576754501","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
22806,"IKZF3","hsa-mir-30c-1-3p","hsa-mir-1228-3p",0.0015,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/23169292'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23435671'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25164437'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28449008'>PubMedLink</a>","mirtarbase","mirtarbase",0.413836129320886,-0.558813410866752,0.887511963878443,-0.102282394633975,0.476078808603435,-0.130538888753859,"hsa-mir-1228-3p","hsa-mir-30c-1-3p",22806,14.9604255482882,13.8901284608338,16.2552177593251,"15.4277027903219","15.6065693652063","14.456884453716","14.9105656281492","15.9080529273056","15.1132532702075","13.2207944067635","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
22836,"RHOBTB3","hsa-mir-146a-5p","hsa-mir-196b-5p",5e-04,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.808703058206171,-0.0631115294924082,0.109302661540268,0.518336668878146,0.969598087615259,-0.00663054201149315,"hsa-mir-196b-5p","hsa-mir-146a-5p",22836,17.0630405571322,19.0572960765276,18.2207399147879,"18.6103958937849","18.353884150333","18.5212799408863","12.0464981248957","18.9608176387541","19.171597591825","18.2063497937742","17.1197012717973","18.3962004914043","18.7423409695358","17.4622299927023","18.6526905427706","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
22936,"ELL2","hsa-mir-584-5p","hsa-mir-193b-3p",0.0045,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.588449334643335,0.16139074942441,0.76969623439612,0.0870613965563896,0.943222825139861,0.0122431954979861,"hsa-mir-193b-3p","hsa-mir-584-5p",22936,17.7225313661523,19.7818183365542,20.7868723451102,"20.4861990125906","20.8838902511481","19.0725515925622","20.6164514127987","20.3744242818094","18.69235614417","18.1504766762357","19.5614329738891","19.2937407272678","17.7355532714313","17.5814536056546","17.1755081245043","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23446,"SLC44A1","hsa-mir-129-5p","hsa-mir-96-5p",0.004,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.169772217683288,0.448504845460552,0.773386012982795,0.10647438394075,0.728232213719525,0.0595413713207385,"hsa-mir-96-5p","hsa-mir-129-5p",23446,18.7447311140056,16.6601230951533,18.6583204931108,"17.5081884279613","18.7295878881731","18.1661037679707","18.6378415265323","18.7761949972781","18.7344974609452","19.1262628037582","18.1237951234434","18.2509739364095","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
29766,"TMOD3","hsa-mir-141-3p","hsa-mir-676-3p",0.001,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase",0.165724545091476,0.335811875574651,0.540130342576847,0.509179121531919,0.881795591015184,0.0257110003874744,"hsa-mir-676-3p","hsa-mir-141-3p",29766,17.8131136706771,18.2185090579407,17.8168777968694,"17.4639844366499","18.18256896473","17.0009416823079","18.0265547664678","18.1206227804001","17.9348731680833","18.2238410035341","17.512551502548","17.5218224727565","17.5957017927424","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
51278,"IER5","hsa-mir-642a-5p","hsa-mir-511-5p",0.005,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.99664350381264,0.00168828208495427,0.697064428411523,-0.138040105391013,0.965585308004851,0.00741867086523119,"hsa-mir-511-5p","hsa-mir-642a-5p",51278,19.1054752338896,21.133845401917,17.714022756372,"17.8762044180758","19.1619848936138","18.956117262109","17.6734034169982","17.4200110451969","19.289381383529","18.8383582200349","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55195,"CCDC198","hsa-mir-486-5p","hsa-mir-3934-5p",0.002,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.573235194611398,-0.151294427514669,0.581117171420061,0.397882686477763,0.470953002286894,0.133456853516034,"hsa-mir-3934-5p","hsa-mir-486-5p",55195,17.981865613167,18.2930067170622,14.8727642021853,"17.1848068005809","18.1696216773208","17.6640656703823","16.950716386053","17.3527568988817","16.3797531989147","17.4825177565224","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
55534,"MAML3","hsa-mir-3682-3p","hsa-mir-193b-5p",0.0085,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30061220'>PubMedLink</a>","mirtarbase","tarbase",0.525329876667858,-0.473150061727656,0.827156574730903,0.0964572590024559,0.980935700953303,0.00433661742771238,"hsa-mir-193b-5p","hsa-mir-3682-3p",55534,16.0481103889606,16.827628023352,16.1882333846539,"16.4342692348121","14.8633517165798","15.7945248704995","16.2840491147553","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
57670,"KIAA1549","hsa-mir-150-5p","hsa-mir-224-5p",0.001,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gPAAD/24246865'>PubMedLink</a>",NA,NA,"mirtarbase","tarbase",0.584910762528083,-0.121637250344537,0.78694209005494,0.0859383048924483,0.586988008626952,0.104703084944584,"hsa-mir-224-5p","hsa-mir-150-5p",57670,14.6875360888007,16.3373977324116,16.6165666313899,"17.1882126558494","16.9713689468397","13.6160565373294","16.2477646913359","16.0164726284484","14.770872028252","15.0356456048666","15.2720090990505","15.1239362451977","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
64778,"FNDC3B","hsa-mir-129-5p","hsa-mir-577",0,FALSE,NA,NA,NA,"mirecords","tarbase mirecords",0.169772217683288,0.448504845460552,0.3171377260692,0.419271582401409,0.904746534980641,0.0206954193647745,"hsa-mir-577","hsa-mir-129-5p",64778,17.7882281432317,17.5250841183362,17.4070975270673,"17.1855515003907","17.9580764938072","17.339857762072","18.0761256912714","18.5623003346973","18.6035394132073","18.1198842239095","19.0300391540899","18.5260841293969","17.9603343239341","19.1244726295104","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
79026,"AHNAK","hsa-mir-33a-5p","hsa-mir-7-5p",0.002,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gPAAD/29408481'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/31333803'>PubMedLink</a>","tarbase","tarbase",0.588365208434337,-0.183189084633481,0.0441592006962438,0.907534284364248,0.85513269946569,0.0295824451403057,"hsa-mir-7-5p","hsa-mir-33a-5p",79026,20.6763096452435,20.928124887984,20.7574969220159,"20.7291923482689","21.4867405746789","21.0500271110475","20.0003467704862","20.9283943272515","20.2030327035326","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
79026,"AHNAK","hsa-mir-7-5p","hsa-mir-33b-5p",0.001,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gPAAD/29408481'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31333803'>PubMedLink</a>","tarbase","tarbase",0.0441592006962438,0.907534284364248,0.473137109166589,0.478041679106905,0.85513269946569,0.0295824451403057,"hsa-mir-33b-5p","hsa-mir-7-5p",79026,20.6763096452435,20.2293819881478,20.928124887984,"20.4297659641287","20.7574969220159","20.2528821898726","19.9111824951888","21.506484615904","20.6710623981295","21.4867405746789","20.3096811241636","20.0003467704862","20.9283943272515","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
