"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38","_c39","_c40","_c41","_c42","_c43","_c44","_c45","_c46","_c47","_c48","_c49","_c50","_c51","_c52","_c53","_c54","_c55","_c56","_c57","_c58","_c59","_c60","_c61","_c62","_c63","_c64","_c65","_c66","_c67","_c68","_c69","_c70","_c71","_c72","_c73","_c74","_c75","_c76","_c77","_c78","_c79","_c80","_c81","_c82","_c83","_c84","_c85","_c86","_c87","_c88","_c89","_c90","_c91","_c92","_c93"
3667,"IRS1","hsa-mir-7-5p","hsa-mir-143-3p",0.009,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10210639'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/1311924'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/1311924'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16098625'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17465001'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23651211'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23958494'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24690171'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25280563'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27542674'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28710407'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31619254'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/7542850'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8622697'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9303488'>PubMedLink</a>","mirtarbase tarbase","tarbase",5.84e-05,1.191142718,0.000162,0.712498694,0.86361892,-0.0116632,"hsa-mir-143-3p","hsa-mir-7-5p",3667,18.4409042081737,17.8120711049042,18.0654301301927,15.7921508361362,"17.5181829258664","17.5056331087582","17.4129057985641","14.7201914447195","17.6686167824876","16.8090853448048","17.8715533723141","17.1760464878676","16.4529424140729","18.7137351660715","17.492156037086","17.5812039219276","16.9254219538795","17.8053354581565","19.3429625385252","17.2036311005094","18.804609514867","18.8679662675187","16.3376541063907","17.2900054959911","18.6865544147664","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3696,"ITGB8","hsa-mir-20a-5p","hsa-mir-19a-3p",0.003,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30021351'>PubMedLink</a>",NA,"mirtarbase tarbase","tarbase",0.131934661,0.265019514,0.852501749,0.032127244,5.45e-06,-0.454734,"hsa-mir-19a-3p","hsa-mir-20a-5p",3696,8.66302012155384,12.7033762623889,6.46597871144603,9.57392961976142,"8.95994697789536","4.89330019811678","12.193507452633","9.74355298729334","7.49782333746027","12.2881984936993","11.2368823221434","7.73328836750183","11.6826252109631","11.856896747235","8.18841751797851","9.1720732926485","6.69544623064803","8.60394222364073","14.9144706588988","14.2888240758124","8.74100039245241","10.7851502065255","10.0061418953354","9.83736107966607","5.39083952953156","7.8420255077826","5.37910334302605","6.64703251684343","9.13300027711209","9.19701242042781","7.17935192980969","11.3982338419372","12.374971247596","-2","12.070805069185","11.2552418219213","9.73151511529264","7.93463342606607","9.81094809794075","6.8194230845767","10.7314280907017","5.58682281693258","9.61218127919742","10.3260058096648","7.65252769235116","14.4277405854719","15.7933713499152","12.2355620857941","10.9741156046144","13.1714593044322","7.3266671734552","8.60128947733488","6.87455664594623","17.0199123064451","8.89763401081585","9.82354003092041","8.71742431026822","12.3015100106048","12.3024637001074","7.18330529512236","7.48272923918593","11.8436864819456","7.33867227583883","9.41782180064668","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3915,"LAMC1","hsa-mir-497-5p","hsa-mir-942-5p",0.0035,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/31384173'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/31441605'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27545991'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28524360'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28928891'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30755064'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9403717'>PubMedLink</a>","mirtarbase tarbase","tarbase",0.002379496,-0.556789606,3.05e-05,0.597550718,0.13908882,0.09886211,"hsa-mir-942-5p","hsa-mir-497-5p",3915,19.0707337327651,20.609609054505,18.0705151317315,16.9400932304801,"16.1728936116035","19.5120574530092","21.1121562061041","17.4579051703741","17.1945705564551","18.8720695954902","18.379737029281","16.7581726894638","17.0547633695854","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3964,"LGALS8","hsa-mir-200b-3p","hsa-mir-130b-3p",0.007,FALSE,NA,NA,NA,"tarbase","tarbase",0.246508115,0.448098341,9.09e-08,1.207825819,0.82193138,0.01529694,"hsa-mir-130b-3p","hsa-mir-200b-3p",3964,16.8077639087057,17.2217797629033,17.8594541340517,17.6392312658924,"16.969611440113","18.6096598642361","17.9266739197067","17.2026843754741","16.9357182086186","17.1144700238299","16.2123193345013","17.4812510923619","18.1331645610234","18.5258823067857","16.6072362247855","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
4001,"LMNB1","hsa-mir-3065-3p","hsa-mir-199a-5p",0.009,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/20799954'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/24129885'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/25714015'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/28099144'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/28261837'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/28529605'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/19522540'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22903723'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30897324'>PubMedLink</a>","mirtarbase tarbase","tarbase",0.014728926,0.8221852,5.01e-07,-1.381577769,0.3736375,0.06217656,"hsa-mir-199a-5p","hsa-mir-3065-3p",4001,17.3821590058024,16.4391423267803,17.5385579337551,19.4458212319834,"16.0346878457624","16.0426559515624","18.9290816255042","15.9673760017559","15.9012858255375","18.2479752549101","16.5544802312584","17.70483515216","16.4479079170573","18.2938627237414","17.087157947716","17.6422950275458","16.913522646947","16.5031694953916","17.0366661551398","18.7324614348105","16.2745179150464","16.4162652617822","15.8053420266484","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
4092,"SMAD7","hsa-mir-21-3p","hsa-mir-501-5p",0.001,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/24098708'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/30774424'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/25917358'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/11408948'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23625826'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25436421'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25602745'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26759305'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26989026'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27100897'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27702662'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28134936'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28192402'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28498453'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31554487'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31617643'>PubMedLink</a>","tarbase","tarbase",0.285949913,-0.23411547,7.4e-08,1.008031022,0.36573276,-0.0634326,"hsa-mir-501-5p","hsa-mir-21-3p",4092,15.9562972890523,16.005917512554,15.9731175304263,15.2105681841568,"14.1222617231215","17.6826988002144","15.985221663891","16.1694266600415","15.1429595235562","15.440165522244","17.2015253765652","14.7236753970961","14.685235933128","16.6508900804324","15.4888934014871","14.3767511278826","13.7992638032173","14.6739712143501","13.6085218344469","15.7342493513091","16.2478489795685","16.7593765012304","15.8588983946189","14.7655683256772","15.3539032402913","14.8268484719918","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
4131,"MAP1B","hsa-mir-301b-3p","hsa-mir-146b-5p",0.007,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/31207037'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/28404923'>PubMedLink</a>",NA,"tarbase","tarbase",5.31e-06,1.30607749,6.66e-06,1.333221497,0.17604543,0.10143325,"hsa-mir-146b-5p","hsa-mir-301b-3p",4131,12.2807587084915,13.8386941135023,14.969064518038,14.1840323192451,"15.6444868157273","17.2776869046553","12.5094937671481","13.5006184778474","13.208407212829","15.5193640166545","15.0259907016838","14.7894599300868","13.6128387704654","16.0147853591004","14.0137672512512","14.3071336207089","11.9635480883412","17.2812860492556","13.6611955438677","14.607608236466","14.3028508175104","15.5810416644721","13.5321792645506","14.1438812208407","16.4255039427166","14.1295584522079","12.9103857919673","12.6375422887232","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
4148,"MATN3","hsa-mir-19b-3p","hsa-mir-19a-3p",0.003,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30021351'>PubMedLink</a>",NA,"tarbase","tarbase",0.739734879,-0.049846715,0.852501749,0.032127244,0.000867,0.41273699,"hsa-mir-19a-3p","hsa-mir-19b-3p",4148,16.1398295033305,9.52877713369744,10.4055172067889,13.0747580094118,"11.0651855700383","8.9484921562244","11.8254806178839","9.16293817523932","9.0744164051265","9.53938635305672","11.0436656465872","11.9787459256336","15.3405640995668","11.7434571886158","16.3460935251101","11.7454446299658","10.3349959673488","14.8280689972222","15.7824656300344","11.2758771976198","8.67069686367636","11.7328580214404","16.4158187301512","15.2769480297379","13.8257110247538","11.2062919072512","16.0081513501393","14.4692175288015","10.5070280852142","10.9407946306803","14.1468295660065","9.31137586519698","10.2486727415313","-2","9.1222962776325","10.2368683534426","10.2468503807133","14.4517051678936","-2","12.0389245178173","11.0415608319804","12.0191471257085","10.2550692009933","11.4292160981005","15.734383357204","12.1378211310264","-2","9.95168455566343","11.5069041563217","11.9580550135548","11.561054181402","11.5304684194667","19.7803781059739","9.93229941778137","11.0884996623773","8.6552179094469","16.1381080064258","14.4382731053862","20.057157426582","11.6002897808861","11.7211988641752","10.2968809440342","9.85046921258097","13.3008492360989","9.15330940325287","11.0758244386625","12.7366592015882","11.8052191196171","16.1870195613738","9.4141922449786","9.14072883105509","7.44205509720603","10.7099624005142","9.20321308342254","10.5965325177992","11.8625741263555","9.41905622021609","9.47660453003034","10.5285329742321","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
4217,"MAP3K5","hsa-mir-20a-5p","hsa-mir-146a-5p",0.0075,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28396836'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/16644673'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26707143'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27050273'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29445085'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31569678'>PubMedLink</a>","mirtarbase tarbase","tarbase",0.131934661,0.265019514,0.813599104,0.053071916,0.17053762,-0.0964038,"hsa-mir-146a-5p","hsa-mir-20a-5p",4217,17.6820012778048,13.5768436746278,16.505758528042,15.2646778525083,"12.3328328895098","14.1418782237959","14.299110159361","14.3367211948499","15.291896861744","13.5254420623701","13.4370692033914","16.2477160845688","14.6260574204627","15.0736413363724","13.9943622215808","13.6918970617263","16.221366475617","13.03627001793","13.0788846941055","14.9042418367502","13.4631491585596","16.5232306154913","15.7419616194348","15.6691100122654","15.1130759418067","12.2133861942192","12.9269361518062","14.0748718769428","14.6991946988679","15.0388500878635","16.6463126339669","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
4299,"AFF1","hsa-mir-146b-5p","hsa-mir-548b-3p",0.006,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/28404923'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/30671469'>PubMedLink</a>",NA,"tarbase","mirtarbase",6.66e-06,1.333221497,0.013257122,0.558736317,0.51910744,-0.0443774,"hsa-mir-548b-3p","hsa-mir-146b-5p",4299,16.1743970761442,17.9653545441472,16.1707628722561,17.3127179486173,"15.5047576898468","15.4562938854654","15.8230951388505","16.0486178494518","17.3862829008291","16.0240023356676","17.777272473977","16.3870474251181","16.437066865105","15.2589723270979","16.099231677713","16.1557729775586","17.8924732393056","16.375538986089","18.0615971715438","17.1114661109216","16.4715653899668","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
4609,"MYC","hsa-let-7c-5p","hsa-mir-19a-3p",0.0035,TRUE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30021351'>PubMedLink</a>","NA
<a href='https://pubmed.ncbi.nlm.nih.gov/10461064'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11148566'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12029619'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12378623'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12603528'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/1335794'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14687479'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14991929'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15459488'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15565109'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15668888'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16257012'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16616001'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17587243'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17698969'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18161050'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18937283'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19035462'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19637194'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19963110'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20380719'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21262914'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21499307'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/2154325'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21573126'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22076107'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22129741'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22262416'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22460906'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22580498'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22653869'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22847158'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22912812'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23583198'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23874541'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24002871'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24038073'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24104553'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/2415125'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25108398'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25128497'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/2548493'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25768320'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25915584'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27006471'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27194100'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27197165'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27213815'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27246112'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27409345'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/2843452'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28481866'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28607447'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28697339'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28869604'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28964793'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29464015'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29507693'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29690860'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29698666'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29795111'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30007230'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30015413'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30382079'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/3040653'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30458889'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30760754'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30770740'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30788663'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30833661'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31128068'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31186238'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31293639'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31691159'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31739577'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/7511953'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8198385'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9029167'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9275322'>PubMedLink</a>","mirtarbase tarbase","mirtarbase",0.001171374,-0.674835345,0.852501749,0.032127244,0.08852568,-0.1112152,"hsa-mir-19a-3p","hsa-let-7c-5p",4609,15.8058651000421,14.6110316738049,20.0269272858556,17.7493081537068,"20.0014173351482","15.7095644461944","18.6551263838745","14.6449566552437","18.9591913302731","14.6449182974274","15.6401291715408","21.1821784808196","19.0899292019459","15.0646035971908","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
