"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22"
1523,"CUX1","hsa-mir-20b-5p","hsa-mir-195-5p",0.005,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/31289482'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/32026208'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/15084380'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19826114'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20661084'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23315881'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23896864'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28405678'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29159900'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29246726'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30010043'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30010043'>PubMedLink</a>","tarbase","tarbase","hsa-mir-195-5p","hsa-mir-20b-5p",1523,18.0363557650418,18.5490758071205,"19.2885617155553","19.2736466619968","18.6087062611244","19.3239345310705","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1604,"CD55","hsa-mir-382-5p","hsa-mir-542-3p",0.0065,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28866101'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/27080225'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28008159'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28008159'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28008159'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29895866'>PubMedLink</a>","tarbase","mirtarbase","hsa-mir-542-3p","hsa-mir-382-5p",1604,19.1311956388291,18.7270251936512,"22.3738719330191","19.427181290992","20.2097718742209","20.3166712401778","18.9306160223572","21.0543055775002","19.6721922194426","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1778,"DYNC1H1","hsa-mir-141-5p","hsa-mir-615-3p",0,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28454411'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/31422060'>PubMedLink</a>",NA,"tarbase","mirtarbase","hsa-mir-615-3p","hsa-mir-141-5p",1778,19.8259137383285,19.3231515885559,"20.3220986900384","19.7934425581635","18.901869328851","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1822,"ATN1","hsa-mir-7-5p","hsa-mir-642a-5p",0.0015,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/19118029'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24410728'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25950911'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26124487'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27542268'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27613526'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27613526'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30453282'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30453282'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30584364'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30584364'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30613269'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31221816'>PubMedLink</a>","tarbase","tarbase","hsa-mir-642a-5p","hsa-mir-7-5p",1822,20.316148658,20.4303190863592,"20.5310685609582","20.8314156658078","19.8011642900547","20.7443374990727","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1948,"EFNB2","hsa-mir-582-5p","hsa-mir-497-5p",0.0045,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30536321'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/31170211'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/30867780'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/30106131'>PubMedLink</a>","mirtarbase","mirtarbase tarbase","hsa-mir-497-5p","hsa-mir-582-5p",1948,18.0655219523592,17.0371719653408,"17.9676183709086","18.0870219549519","17.6481121773853","18.4881295513889","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2247,"FGF2","hsa-mir-199a-3p","hsa-mir-615-3p",0.002,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28454411'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/31422060'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/10495436'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11299793'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11759110'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11759110'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12136423'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12377649'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12448000'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12579092'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12736723'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14560006'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15144885'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15878867'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16077988'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16905765'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16934908'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17079777'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17478553'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17478553'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17569023'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17825301'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17949478'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18829480'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18829480'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18829480'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18829480'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18849352'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19157636'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20233876'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21143527'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21143527'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21333372'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21503566'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22494932'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25188816'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25190353'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26635184'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26824699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26824699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26824699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27352333'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28423625'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28533502'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28765892'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28765892'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28789380'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29858603'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29896285'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30005872'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30013642'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30035358'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30562682'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30589033'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30730779'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30867780'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31282010'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31314153'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31846829'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8568589'>PubMedLink</a>","mirtarbase","tarbase","hsa-mir-615-3p","hsa-mir-199a-3p",2247,17.4646418438216,16.1361379381525,"19.0569962676409","17.6033277498822","18.4781375463033","17.7463122973777","18.2053612184831","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2247,"FGF2","hsa-mir-199b-3p","hsa-mir-615-3p",0.0055,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28454411'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/31422060'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/10495436'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11299793'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11759110'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11759110'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12136423'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12377649'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12448000'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12579092'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12736723'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14560006'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15144885'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15878867'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16077988'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16905765'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16934908'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17079777'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17478553'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17478553'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17569023'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17825301'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17949478'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18829480'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18829480'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18829480'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18829480'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18849352'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19157636'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20233876'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21143527'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21143527'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21333372'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21503566'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22494932'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25188816'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25190353'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26635184'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26824699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26824699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26824699'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27352333'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28423625'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28533502'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28765892'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28765892'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28789380'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29858603'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29896285'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30005872'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30013642'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30035358'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30562682'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30589033'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30730779'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30867780'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31282010'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31314153'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31846829'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8568589'>PubMedLink</a>","mirtarbase","tarbase","hsa-mir-615-3p","hsa-mir-199b-3p",2247,17.4646418438216,16.1361379381525,"19.0569962676409","17.6033277498822","18.4781375463033","17.7463122973777","18.2053612184831","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2355,"FOSL2","hsa-mir-503-5p","hsa-mir-21-3p",0.003,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31807006'>PubMedLink</a>","tarbase","tarbase","hsa-mir-21-3p","hsa-mir-503-5p",2355,21.3938674980582,21.2893222130354,"20.3565655561583","21.0099499180844","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2649,"NR6A1","hsa-mir-141-3p","hsa-mir-23c",0.0095,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30611568'>PubMedLink</a>",NA,NA,"tarbase","tarbase","hsa-mir-23c","hsa-mir-141-3p",2649,11.3111204480641,11.3795757486926,"11.230480931539","11.5039979859179","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2649,"NR6A1","hsa-mir-23c","hsa-mir-1180-3p",0.006,TRUE,NA,NA,NA,"tarbase","tarbase","hsa-mir-1180-3p","hsa-mir-23c",2649,12.1655967544428,11.3111204480641,"14.728403279513","11.5888273992036","13.4056060502735","11.5039979859179","12.7141201503629","12.3899465227638","11.1063561881053","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3037,"HAS2","hsa-mir-30a-5p","hsa-mir-29c-3p",0.0065,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/28158983'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29103030'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/31124131'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11790779'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28460475'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28604766'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29682180'>PubMedLink</a>","tarbase","tarbase","hsa-mir-29c-3p","hsa-mir-30a-5p",3037,18.4224519406712,17.7626087975263,"20.554001857605","14.8016211573277","15.2996845280772","16.5619630897418","14.9377267380981","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
