"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38","_c39"
59,"ACTA2","hsa-mir-376c-3p","hsa-mir-377-3p",0.006,FALSE,NA,"tarbase","tarbase","hsa-mir-377-3p","hsa-mir-376c-3p",59,17.1752396871703,21.6115400518723,"20.1979633765135","24.267051858621","18.3584640682554","20.4102124075355","19.5762037320149","22.0955202374478","25.1986384591549","20.9997644207393","19.926530666245","19.0200447797291","18.6064505302775","20.4178013081963","22.2391959126445","20.9753883354721","24.2324233346361","19.0060680516827","20.3795699328617","16.0094171284663","20.5397483812493","17.1160179609885","18.1439359519393","17.0204367553902","18.8877654758367","17.3116183756599","18.4972310350876","19.3490176235743","""""","""""","""""","""""","""""","""""","""""","""""",""""""
93,"ACVR2B","hsa-mir-200b-3p","hsa-mir-582-5p",5e-04,FALSE,NA,"tarbase","tarbase","hsa-mir-582-5p","hsa-mir-200b-3p",93,16.8684463042882,16.9126763326779,"16.7541204681421","17.6453072400469","16.4685581975188","15.7277671020749","17.3027933295047","17.1564287922661","16.6288171843603","17.4208772086267","17.7430948155423","17.2344019313338","17.2846767178205","17.5092360664164","17.5618887775973","15.756994624671","17.2812183861643","17.37176297068","15.4252608018607","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
93,"ACVR2B","hsa-mir-582-5p","hsa-mir-196b-5p",0.0015,FALSE,NA,"tarbase","mirtarbase tarbase","hsa-mir-196b-5p","hsa-mir-582-5p",93,16.8684463042882,16.3270714581809,"16.6202053128556","16.4685581975188","16.6548026049362","16.8950470953618","15.7277671020749","17.3027933295047","17.2333716435879","17.1564287922661","17.4208772086267","17.2344019313338","17.2846767178205","15.8317487519606","17.5092360664164","17.4612442033242","15.756994624671","17.2812183861643","17.37176297068","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
202,"CRYBG1","hsa-mir-335-5p","hsa-mir-345-5p",0.001,FALSE,NA,"tarbase","tarbase","hsa-mir-345-5p","hsa-mir-335-5p",202,17.5378049821774,16.0924263085636,"16.8375338951774","17.4884139970154","16.8978420799898","14.9943440203479","17.6957450680576","15.9345373953396","16.5638544945543","17.5103883235052","18.3546068763206","17.5456644806424","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
202,"CRYBG1","hsa-mir-503-5p","hsa-mir-345-5p",0,FALSE,NA,"tarbase","tarbase","hsa-mir-345-5p","hsa-mir-503-5p",202,16.8783269402342,16.0924263085636,"17.4884139970154","16.8978420799898","16.5129412998833","15.9345373953396","16.5638544945543","17.5103883235052","17.8798549453355","18.3546068763206","17.5456644806424","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
595,"CCND1","hsa-mir-141-5p","hsa-mir-486-3p",0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/20395447'>PubMedLink</a>","tarbase","tarbase","hsa-mir-486-3p","hsa-mir-141-5p",595,18.4769549555326,19.7288112504257,"18.9671269288362","19.8458116163069","19.1031735130072","19.5693637892288","19.9327400126995","19.2879904594522","19.5818860117162","15.3345919538699","19.3245414775604","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
672,"BRCA1","hsa-mir-181d-5p","hsa-mir-20b-5p",0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/29433971'>PubMedLink</a>","tarbase","mirtarbase tarbase","hsa-mir-20b-5p","hsa-mir-181d-5p",672,17.2141369329301,17.1989467050337,"15.7963594835844","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
687,"KLF9","hsa-mir-124-3p","hsa-mir-518e-3p",0.001,TRUE,NA,"mirtarbase tarbase","tarbase","hsa-mir-518e-3p","hsa-mir-124-3p",687,16.485822356241,16.3003505543239,"15.9830797736936","17.0117545286639","17.315160046573","15.8949021467483","14.5270523957262","16.3645405088217","15.9412502300953","15.9990387594441","16.6958059706062","15.5111612634579","15.7632854524449","16.9038110165584","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
718,"C3","hsa-mir-127-5p","hsa-mir-485-5p",5e-04,FALSE,NA,"mirtarbase","mirtarbase","hsa-mir-485-5p","hsa-mir-127-5p",718,19.1948204581008,18.6787078885277,"20.8260172529845","21.2267728760675","21.0244148482791","20.4320383763508","17.9821243504812","19.0283682303371","21.0520856815163","19.931520302026","16.4407237433988","16.950688734764","19.643986913547","19.9310805802405","13.4706556360123","16.8427955224266","18.4439744765889","21.2093619652882","17.2028092123474","19.7954657002246","19.8744987044479","17.6455723036892","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
718,"C3","hsa-mir-377-5p","hsa-mir-127-5p",0.001,FALSE,NA,"mirtarbase","mirtarbase","hsa-mir-127-5p","hsa-mir-377-5p",718,17.2550635814044,20.6141411240117,"18.6787078885277","20.8260172529845","21.2267728760675","21.6639012607477","21.0244148482791","18.8891467527178","18.4181642994203","20.4320383763508","17.9821243504812","18.8161284062883","19.0283682303371","21.0520856815163","19.931520302026","14.0492792850371","16.950688734764","19.643986913547","19.9310805802405","16.8427955224266","21.2093619652882","17.2028092123474","19.7954657002246","19.8744987044479","17.6455723036892","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
861,"RUNX1","hsa-mir-34b-5p","hsa-mir-642a-5p",0.0045,TRUE,NA,"tarbase","mirtarbase","hsa-mir-642a-5p","hsa-mir-34b-5p",861,17.0212751825295,17.3679180055366,"17.0516246519101","15.9200392976208","16.5495388919456","14.0101028113602","16.0675086017226","17.0764369975368","17.1797623845186","15.9041889277544","16.9357384019637","15.5306354314643","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
861,"RUNX1","hsa-mir-642a-5p","hsa-mir-106a-5p",0.001,TRUE,NA,"mirtarbase","mirtarbase tarbase","hsa-mir-106a-5p","hsa-mir-642a-5p",861,17.3679180055366,16.5495388919456,"17.2102335356474","16.9614937447393","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
867,"CBL","hsa-mir-7-5p","hsa-mir-224-5p",5e-04,FALSE,NA,"tarbase","tarbase","hsa-mir-224-5p","hsa-mir-7-5p",867,16.583867715583,18.8302524236946,"18.8050037538806","18.246194713664","17.1677897969165","18.3351226059067","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
894,"CCND2","hsa-mir-204-5p","hsa-mir-497-5p",0.0025,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/14670177'>PubMedLink</a>","tarbase","mirtarbase tarbase","hsa-mir-497-5p","hsa-mir-204-5p",894,21.6916342136936,21.0309673227239,"21.3317167887243","21.1084383687195","19.2531461322193","19.11425606369","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
901,"CCNG2","hsa-mir-183-3p","hsa-mir-1305",0.003,FALSE,NA,"tarbase","tarbase","hsa-mir-1305","hsa-mir-183-3p",901,16.1824748210303,16.8900439768977,"16.8647403050986","15.6817451777906","17.7659914848658","16.9599886448476","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
908,"CCT6A","hsa-mir-130b-3p","hsa-mir-766-3p",0,FALSE,NA,"mirtarbase tarbase","tarbase","hsa-mir-766-3p","hsa-mir-130b-3p",908,21.8401310517583,21.6909151283162,"19.8104060088776","20.3931835083258","21.7766766956184","21.840290787767","21.6589799511667","22.2537867392818","21.5838160996761","21.8434754480196","22.3586342099591","22.105995868895","22.2976738054723","21.7324569080451","21.9030511271328","22.1449841603335","22.0813173339262","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
920,"CD4","hsa-mir-204-5p","hsa-mir-485-5p",0.009,FALSE,NA,"tarbase","mirtarbase","hsa-mir-485-5p","hsa-mir-204-5p",920,19.3069155013598,19.8132979818584,"20.7445349173346","19.6110934919684","17.9139923851644","19.1477358597604","18.7025104677423","18.9974155729065","19.4890962344757","17.9846074509044","17.440461266616","21.9603693865257","19.260213726055","17.292677116762","21.0620055295094","20.4030567353405","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1021,"CDK6","hsa-mir-506-3p","hsa-mir-211-5p",0.0085,FALSE,NA,"mirtarbase","mirtarbase","hsa-mir-211-5p","hsa-mir-506-3p",1021,16.3584354356165,18.240655614475,"17.9458244156873","14.5718626029544","13.5587767806579","16.1215720870951","17.4429040702122","13.9492860023295","17.2999052892818","17.0413556097007","16.0495439947071","16.2646061688784","17.2030798554941","17.0120946098655","14.529100388852","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1303,"COL12A1","hsa-mir-299-3p","hsa-mir-376a-3p",0,FALSE,NA,"tarbase","tarbase","hsa-mir-376a-3p","hsa-mir-299-3p",1303,15.3595931702777,15.4490907672728,"17.6308277286297","18.4436848030342","15.31263588324","19.0755997314345","13.4555930548623","12.4671972924877","15.5900379810472","16.1854606199014","15.6958105849806","14.1316543569367","13.4931666414308","16.4743191520724","20.2351159206879","12.8806386064132","15.7085027426697","13.329553836984","12.300482571926","14.6835576300687","12.7420465371418","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1303,"COL12A1","hsa-mir-299-3p","hsa-mir-655-3p",0.004,FALSE,NA,"tarbase","tarbase","hsa-mir-655-3p","hsa-mir-299-3p",1303,18.2652672479419,15.3595931702777,"14.0578631506391","19.7841043805914","12.1300267973639","15.4490907672728","17.6308277286297","18.4436848030342","15.31263588324","19.0755997314345","14.2766707849867","13.4555930548623","12.4671972924877","15.5900379810472","15.0497814157539","16.1854606199014","15.6958105849806","14.7711187084044","13.4931666414308","16.4743191520724","15.7085027426697","13.1825094258957","13.329553836984","12.300482571926","10.9470999330719","14.6835576300687","12.7420465371418","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1303,"COL12A1","hsa-mir-376b-3p","hsa-mir-299-3p",5e-04,FALSE,NA,"tarbase","tarbase","hsa-mir-299-3p","hsa-mir-376b-3p",1303,15.3595931702777,19.7841043805914,"15.4490907672728","17.6308277286297","18.4436848030342","15.31263588324","19.0755997314345","14.2766707849867","13.4555930548623","12.4671972924877","15.5900379810472","16.1854606199014","15.6958105849806","14.1316543569367","13.4931666414308","16.4743191520724","20.2351159206879","12.8806386064132","15.7085027426697","13.1825094258957","13.329553836984","12.300482571926","14.6835576300687","12.7420465371418","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1303,"COL12A1","hsa-mir-495-3p","hsa-mir-299-3p",0.004,FALSE,NA,"tarbase","tarbase","hsa-mir-299-3p","hsa-mir-495-3p",1303,15.3595931702777,16.7994613227352,"19.7841043805914","12.1300267973639","15.4490907672728","17.6308277286297","18.4436848030342","15.31263588324","19.0755997314345","12.4671972924877","15.5900379810472","15.0497814157539","16.1854606199014","15.6958105849806","13.4931666414308","16.4743191520724","20.2351159206879","12.8806386064132","15.7085027426697","13.1825094258957","13.329553836984","12.300482571926","14.6835576300687","12.7420465371418","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1374,"CPT1A","hsa-mir-194-3p","hsa-mir-302a-3p",0,FALSE,NA,"mirtarbase","mirtarbase","hsa-mir-302a-3p","hsa-mir-194-3p",1374,17.4095263494779,17.3838635092157,"18.4246950968934","17.9209471436209","17.4213368239313","17.5758564976067","16.4776163184098","16.9160680073746","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1374,"CPT1A","hsa-mir-194-3p","hsa-mir-302c-3p",0,FALSE,NA,"mirtarbase","mirtarbase","hsa-mir-302c-3p","hsa-mir-194-3p",1374,17.4095263494779,18.4246950968934,"17.9209471436209","17.4213368239313","17.5758564976067","16.4776163184098","16.9160680073746","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1374,"CPT1A","hsa-mir-194-3p","hsa-mir-302d-3p",5e-04,FALSE,NA,"mirtarbase","mirtarbase","hsa-mir-302d-3p","hsa-mir-194-3p",1374,17.4095263494779,17.3838635092157,"18.4246950968934","17.9209471436209","17.4213368239313","16.4776163184098","16.9160680073746","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1482,"NKX2-5","hsa-mir-1538","hsa-mir-663a",0.006,TRUE,NA,"mirtarbase","mirtarbase","hsa-mir-663a","hsa-mir-1538",1482,16.4307410295083,14.6135641742989,"14.5138501740052","16.8278355221329","16.3079733195988","16.447436504401","15.1621396832227","13.7116594074069","16.1072850264031","15.6229593575423","14.3639711642947","11.2024951703844","20.5610444593787","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
1601,"DAB2","hsa-mir-124-3p","hsa-mir-548d-3p",0.006,FALSE,NA,"tarbase","tarbase","hsa-mir-548d-3p","hsa-mir-124-3p",1601,16.5955831798838,16.7981216580664,"18.9403521343931","18.5973566904166","17.6327299066209","16.5261221395638","17.7351939887466","16.8136065933628","18.9435931434638","18.2352708687094","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
