"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38","_c39","_c40","_c41","_c42","_c43","_c44","_c45","_c46","_c47","_c48","_c49","_c50","_c51","_c52","_c53","_c54","_c55","_c56","_c57","_c58","_c59","_c60","_c61","_c62","_c63","_c64","_c65","_c66","_c67","_c68","_c69","_c70","_c71","_c72","_c73","_c74","_c75","_c76","_c77","_c78","_c79","_c80","_c81","_c82","_c83","_c84","_c85","_c86","_c87","_c88","_c89","_c90","_c91","_c92","_c93","_c94","_c95"
70,"ACTC1","hsa-mir-142-5p","hsa-mir-7-1-3p",0.0045,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.0410716890094804,0.268014594681548,0.0598598476142965,0.252132543368633,5.97772466890808e-05,-0.35333610440087,"hsa-mir-7-1-3p","hsa-mir-142-5p",70,10.3487975169982,-2,9.68660612531966,"14.5909545768833","9.7504669146696","11.221687467558","8.67595146687598","8.2231072163137","10.9307624630238","14.5578983401976","9.82131650821897","12.5538220374444","12.5791395977066","12.228894248576","14.1149588854597","7.68918109321748","12.5829205256045","11.3370723629244","10.0425806962907","13.2043836958763","7.69989969611599","8.12892456536897","9.30610762209019","9.25074135211414","8.04140475372298","-2","15.7355726097825","11.1616190201226","9.46245064057685","9.30469723078372","9.98566039275826","7.5397852008194","7.63211113849271","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
70,"ACTC1","hsa-mir-7-5p","hsa-mir-29b-1-5p",0.0085,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",1.63538843865527e-11,2.00692321993127,0.230182991426197,-0.215244813645327,5.97772466890808e-05,-0.35333610440087,"hsa-mir-29b-1-5p","hsa-mir-7-5p",70,10.3487975169982,9.68660612531966,11.1273289155449,"8.8935545637271","14.5909545768833","6.68030118391743","9.83428471621625","10.3247987511713","10.0814630241273","-2","11.6087956321472","9.62995177746479","9.27788191997109","15.1328022613719","13.9760232729907","7.69989969611599","9.69582186758286","11.4597697816804","11.1616190201226","9.7712612432243","11.4890615146025","9.42480793451293","11.7636621452868","10.5951599069399","6.75963746917666","13.0783861382249","10.088729351804","12.7721302165194","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
107,"ADCY1","hsa-mir-212-3p","hsa-mir-29a-5p",0.009,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gUCEC/34468255'>PubMedLink</a>",NA,"mirtarbase","tarbase",0.427020290107895,-0.136280192826799,0.0147163147237214,-0.376149195497158,0.358868853564793,-0.0619113201573466,"hsa-mir-29a-5p","hsa-mir-212-3p",107,12.6748960910089,11.4617594928458,10.0215408350976,"13.1507925362683","13.5214326119704","15.2400060812813","13.0777147676133","9.92732840746307","11.4519137659519","12.5510801212877","10.2829972175082","9.78469628104316","13.3539902930161","11.3182595939628","11.7985404584792","11.2121809725963","12.3593034422307","11.7389559318101","13.4620800947375","14.9615943821612","11.8895422128529","13.3348896235953","10.5477751381576","9.31027357344153","11.6935750356074","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
133,"ADM","hsa-mir-181d-5p","hsa-mir-221-5p",0.005,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11420706'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11973640'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22178239'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23969937'>PubMedLink</a>","tarbase","tarbase",0.96379122414251,-0.00582062240093506,0.0662571736982208,-0.361778682394394,0.00398518519606916,0.174854253026973,"hsa-mir-221-5p","hsa-mir-181d-5p",133,20.6225439625645,17.9728062528261,15.1756162635998,"14.9616372035771","15.7316000452499","19.5931282592967","17.461684957962","17.2550450234453","15.8101176515968","17.5575666147755","19.2092318922927","16.2588495464502","16.3753705740749","18.8299801534692","16.4051182637705","16.3111428306073","16.2519885373773","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
547,"KIF1A","hsa-mir-22-5p","hsa-mir-210-3p",0.007,FALSE,NA,NA,NA,"tarbase","tarbase",0.110928183674518,0.225549053644045,2.41490391970179e-05,0.418589814341198,3.4546172444555e-12,0.484939081822358,"hsa-mir-210-3p","hsa-mir-22-5p",547,-2,19.7244522837681,19.0138838273596,"20.1914520995954","11.9783873486731","14.9234358150414","15.0277780471829","14.9813079490479","15.0730926209693","8.91024186749258","12.3326084214174","14.5295228433512","15.4183900007213","19.3383657206275","19.3635943341764","8.99161432928491","10.4261197930127","12.0808322369316","18.8651436931064","18.1855300172567","18.8114622715184","17.1997837547983","12.6914603702091","16.5034384666742","19.1308824305693","16.542007279968","13.6799506354397","9.4775634737355","13.4408463778701","8.93872492032786","15.9300415962433","14.8715117735964","11.8241041427459","14.2461674775101","12.9922663047199","18.7091029630869","18.5576376278816","19.7366254859023","20.3205830650511","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
547,"KIF1A","hsa-mir-22-5p","hsa-mir-326",0.0085,FALSE,NA,NA,NA,"tarbase","tarbase",0.110928183674518,0.225549053644045,0.356019930722108,0.168282437015916,3.4546172444555e-12,0.484939081822358,"hsa-mir-326","hsa-mir-22-5p",547,-2,11.3684197193216,19.7244522837681,"18.1730591614296","18.05425015505","16.1770917825367","12.3326084214174","19.3383657206275","17.4585703480857","11.1445999290541","10.4261197930127","17.3393489916369","11.2659966181868","12.0808322369316","17.8296520087332","18.8114622715184","17.2527771326974","14.9224529218181","15.8957209726544","17.812445424758","9.75167712674939","11.631655336632","19.1308824305693","13.8920125527841","17.9831642325412","13.5065953385318","18.8607338458957","9.4775634737355","18.6020751759439","19.8377445273869","13.6514682504993","8.93872492032786","16.2105919410148","18.9073238134671","19.7366254859023","12.3933127157191","20.3205830650511","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
558,"AXL","hsa-mir-7-5p","hsa-mir-34a-5p",0.0075,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27764792'>PubMedLink</a>","tarbase","mirtarbase tarbase",1.63538843865527e-11,2.00692321993127,0.209591926562605,-0.130780897994726,0.00508773858378868,-0.165187738825449,"hsa-mir-34a-5p","hsa-mir-7-5p",558,17.7915904014431,17.4807106208199,17.5016762794818,"16.1469582232246","14.8571491433585","15.2631613197677","17.5031422183094","15.7138839056735","15.1039277273676","16.2170886315976","16.6999403427768","17.1837525622995","17.9264084141009","15.4228104611656","15.5631639804332","15.4728970750708","14.2655531123797","15.3692422137455","16.6801455228377","16.1553141786463","16.3503415987304","15.5486350762684","15.2039197790106","14.4499325045472","15.1088316015671","15.5554146815611","18.2255336682287","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
586,"BCAT1","hsa-mir-194-5p","hsa-mir-653-5p",0.002,FALSE,NA,NA,NA,"tarbase","tarbase",0.549202173674326,-0.0606924493088374,1.39983250117464e-06,0.916307262442217,0.271566678513555,0.0666248621478018,"hsa-mir-653-5p","hsa-mir-194-5p",586,18.6395378788406,14.1626983350489,17.0417906591042,"19.0490538752931","19.305084119453","14.4619085624066","20.4192070588335","17.2377790602104","15.5328470249582","20.1962982194415","17.6346483811406","19.2959428528346","17.493343184589","16.0526802506258","17.204102669044","13.1917486319512","12.9508762399946","20.4213576813814","15.6862339083691","13.8797142213673","16.6065961625871","18.2992878755825","16.3902823355398","12.8274746829049","18.3797200937497","20.0730201000733","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
596,"BCL2","hsa-mir-155-5p","hsa-mir-17-3p",0.006,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10392638'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10705244'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10831353'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11198267'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11330947'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11330947'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11420706'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11603220'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12193924'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12217750'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12237915'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12469199'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12866376'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14559989'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15361203'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15721399'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16012738'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17590421'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17590421'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19160418'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19475528'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20647402'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21618512'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21627862'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22343305'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23637776'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28123521'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28222424'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28222438'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29653556'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30168854'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30537101'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30971627'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8635035'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8729980'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8729985'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8920794'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9292705'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9306964'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9427771'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9781657'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9987671'>PubMedLink</a>","tarbase","tarbase",0.253820855811093,0.119184525998842,0.178426953569894,-0.130387990187662,0.00202580768309942,-0.18700778933221,"hsa-mir-17-3p","hsa-mir-155-5p",596,14.5806282398028,16.5804077127487,15.1523793161636,"15.2847050895777","14.5038018111733","14.9285240880395","14.2679164986149","14.1257386785665","15.9779821030109","15.9905790296938","14.6612074116321","12.5121386693145","12.3405830725708","15.26277313815","14.7489886783842","13.953289836955","14.7085667714141","14.6613738715623","17.4078121138987","13.609431050194","17.3827198022293","14.9949996961826","14.6125225009081","13.8558035816505","13.6702672944675","16.7310753783496","13.7932489486697","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
667,"DST","hsa-mir-182-5p","hsa-mir-221-3p",0.004,FALSE,NA,NA,NA,"tarbase","tarbase",0.00045008628495182,0.282408355276058,3.3570645996829e-05,-0.413910396466696,0.00703239694184515,-0.165210029532324,"hsa-mir-221-3p","hsa-mir-182-5p",667,12.039517072728,11.3595441937951,14.4997584602408,"13.7890243871838","13.4613625421856","13.9536534982589","17.154616143682","13.0676136532019","15.1984661014385","12.451980374258","14.1003131839386","14.4629885599261","15.5954743222616","11.7877258686586","14.5754665573226","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
