"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38","_c39","_c40","_c41","_c42","_c43","_c44","_c45","_c46"
5618,"PRLR","hsa-mir-760","hsa-mir-548e-3p",0.0075,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/28618945'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gov/29661228'>PubMedLink</a>",NA,NA,"mirtarbase","mirtarbase",0.677832373547434,-0.0248470610829602,"hsa-mir-548e-3p","hsa-mir-760",5618,16.57968452,14.89818928,"16.64423352","13.78344953","13.77839767","16.21492793","15.72122204","13.52298492","16.85035327","16.21991165","15.4878218","12.63695404","15.26556289","14.73480333","12.3266609","15.5597569","15.98803581","15.66924249","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
5783,"PTPN13","hsa-mir-18b-5p","hsa-mir-30b-5p",0.0035,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30458288'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/15494722'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15611135'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17585452'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18038312'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18160445'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20039457'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28504867'>PubMedLink</a>","tarbase","tarbase",0.202897074970582,0.0779392241686329,"hsa-mir-30b-5p","hsa-mir-18b-5p",5783,14.7949087,16.95296872,"14.99233422","14.94307814","17.59090095","16.676104","13.60251618","16.04666886","16.40715311","16.08881164","14.40123746","15.68340442","16.0231448","16.07856261","15.36156395","16.35814468","13.44587622","12.05044002","17.44743675","13.83302006","14.91909509","16.78421114","14.7646037","17.17094646","14.71006912","16.82872294","15.33478983","16.39758894","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
5783,"PTPN13","hsa-mir-30b-5p","hsa-mir-9-3p",0.005,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/15494722'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15611135'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17585452'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18038312'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18160445'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20039457'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28504867'>PubMedLink</a>","tarbase","tarbase",0.202897074970582,0.0779392241686329,"hsa-mir-9-3p","hsa-mir-30b-5p",5783,14.83900584,14.7949087,"17.56932965","16.676104","13.60251618","15.68340442","14.40756639","16.0231448","16.07856261","15.00196725","13.83302006","16.98195783","16.43073924","14.7646037","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7026,"NR2F2","hsa-mir-937-3p","hsa-mir-548f-3p",0.0055,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/25032732'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26800338'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28943908'>PubMedLink</a>","tarbase","tarbase",0.657658471543056,-0.0245788157788478,"hsa-mir-548f-3p","hsa-mir-937-3p",7026,17.71367421,18.32702741,"18.55925544","18.25773189","17.02655197","18.41849797","18.20806277","18.49463481","19.08685221","18.45309956","17.64716462","18.81052256","18.55187499","18.86328758","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7057,"THBS1","hsa-mir-210-3p","hsa-mir-455-3p",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10639144'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10646855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16258261'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17709727'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18425817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18425817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18583030'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18757417'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24053448'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24085798'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25275062'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28757355'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31199884'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31502404'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9849855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9863008'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.610163685276744,-0.0270297057163135,"hsa-mir-455-3p","hsa-mir-210-3p",7057,19.77043167,20.14402222,"18.54358384","19.42431858","21.14774526","20.94279993","21.02024972","17.57657996","19.29856746","20.30478124","20.06018351","20.64757715","19.68388387","19.18984187","22.19356464","20.12065255","20.52828956","20.60049677","20.43853987","19.85416863","18.98647221","20.34010716","18.35291802","21.07680323","19.11641208","20.07309674","17.21567014","19.5733463","21.27098691","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7057,"THBS1","hsa-mir-34a-3p","hsa-mir-320c",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10639144'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10646855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16258261'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17709727'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18425817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18425817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18583030'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18757417'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24053448'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24085798'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25275062'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28757355'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31199884'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31502404'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9849855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9863008'>PubMedLink</a>","tarbase","mirtarbase",0.610163685276744,-0.0270297057163135,"hsa-mir-320c","hsa-mir-34a-3p",7057,20.37030828,18.96936767,"21.14774526","20.94279993","21.02024972","19.85389021","19.9400277","20.30478124","20.91637138","20.00546839","20.26074098","19.62280649","19.98390866","19.78286447","18.9265436","20.88731179","21.28765913","20.62481114","21.07680323","21.27098691","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7057,"THBS1","hsa-mir-550a-3p","hsa-mir-455-3p",0.0045,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10639144'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10646855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16258261'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17709727'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18425817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18425817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18583030'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18757417'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24053448'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24085798'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25275062'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28757355'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31199884'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31502404'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9849855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9863008'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.610163685276744,-0.0270297057163135,"hsa-mir-455-3p","hsa-mir-550a-3p",7057,20.14402222,18.54358384,"21.14774526","20.94279993","17.57657996","19.26953198","19.29856746","19.08924367","20.30478124","20.06018351","20.26074098","19.68388387","19.18984187","19.5231685","20.52828956","20.60049677","20.43853987","20.50678908","20.62481114","20.34010716","18.35291802","21.07680323","20.07309674","19.5733463","21.27098691","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7105,"TSPAN6","hsa-mir-20b-5p","hsa-mir-345-5p",0.0065,FALSE,NA,NA,NA,"mirtarbase","mirtarbase",0.617732599498548,0.0265449867601656,"hsa-mir-345-5p","hsa-mir-20b-5p",7105,19.59381434,20.61593755,"19.37417563","20.36699988","20.69849277","19.80711728","20.28846763","21.03772595","19.21413285","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7275,"TUB","hsa-mir-31-5p","hsa-let-7f-2-3p",0.0025,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30396078'>PubMedLink</a>",NA,NA,"tarbase","tarbase",0.00016345601892713,-0.240007336038583,"hsa-let-7f-2-3p","hsa-mir-31-5p",7275,13.35767519,15.53424192,"13.28561405","11.07622266","9.399278602","13.07683327","13.57738594","12.67890729","15.52798389","13.84648096","13.24098294","11.81274018","11.18700415","12.55324264","13.84602241","13.25432327","13.8892059","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7436,"VLDLR","hsa-let-7g-3p","hsa-mir-33a-5p",0,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31209892'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/28112443'>PubMedLink</a>","tarbase","tarbase",0.02654609333048,-0.135134667266551,"hsa-mir-33a-5p","hsa-let-7g-3p",7436,13.63698056,14.23674421,"12.87910236","14.07689699","13.62977471","14.82574749","14.33205005","13.36710269","14.21703749","14.38953697","11.40254737","14.80072406","14.75166994","13.8482726","14.587681","13.74472767","14.73323431","14.41827668","14.36839982","14.49516753","15.32704119","15.05172198","13.16349761","13.11840741","12.3459162","13.9685989","15.16286094","16.07938968","14.93094834","14.8389566","15.47999113","15.06559317","13.43089937","13.49831871","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7462,"LAT2","hsa-mir-365a-5p","hsa-mir-455-3p",0.009,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27912148'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27912148'>PubMedLink</a>","mirtarbase","mirtarbase",0.304699132698961,-0.0602959247028164,"hsa-mir-455-3p","hsa-mir-365a-5p",7462,15.83264851,15.79554978,"16.72180664","15.2059832","15.88621357","14.35102424","15.03064177","15.33904974","15.00199111","15.71711787","14.29328203","16.13107535","15.23748663","16.04685388","14.96135199","15.43126894","14.95483467","14.619885","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7490,"WT1","hsa-mir-215-5p","hsa-mir-877-3p",5e-04,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gov/29199273'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/14961577'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15526363'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20180815'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26071132'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31341157'>PubMedLink</a>","mirtarbase","mirtarbase",1.47606355459728e-12,0.9172963880172,"hsa-mir-877-3p","hsa-mir-215-5p",7490,13.4912755,15.45780492,"13.40934806","17.28630127","6.933966241","15.54045435","14.60552157","8.011661753","14.26008306","13.84941802","13.72956551","15.03291802","14.74811469","16.49313915","14.36196407","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7764,"ZNF217","hsa-mir-150-3p","hsa-mir-663a",0.0015,TRUE,NA,NA,"NA
<a href='https://pubmed.ncbi.nlm.nih.gov/10914715'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15476264'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25621839'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25729968'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25824781'>PubMedLink</a>","tarbase","tarbase",0.840446520665206,-0.0110136421148495,"hsa-mir-663a","hsa-mir-150-3p",7764,19.09184813,17.90524258,"18.13125354","18.9466555","18.41113554","17.91558996","18.60219268","17.59068036","18.85879538","18.08387088","18.86883715","18.83579199","18.86381689","18.30105529","19.14777865","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7832,"BTG2","hsa-mir-1266-5p","hsa-mir-125a-3p",0.0055,FALSE,NA,NA,NA,"mirtarbase","tarbase",0.581225653195703,-0.0285373724029596,"hsa-mir-125a-3p","hsa-mir-1266-5p",7832,20.71495105,22.00279731,"19.47124261","20.31080608","20.75846679","19.3268875","18.94033874","20.71799656","21.24368138","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7991,"TUSC3","hsa-mir-136-5p","hsa-mir-424-5p",0.001,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29156678'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30115537'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30485502'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31039290'>PubMedLink</a>","tarbase","tarbase",0.0530976751690129,-0.115280818051114,"hsa-mir-424-5p","hsa-mir-136-5p",7991,15.17783418,15.16844189,"14.13849788","16.49430238","15.74743273","14.6589975","16.25513537","13.40108732","13.85938748","14.32637478","12.98039344","14.12610435","15.29742187","14.18978983","15.53760726","14.71369606","15.66226609","15.24466266","16.97163908","15.78993457","14.11387633","14.12392653","14.14217508","14.54125468","15.22092112","15.31242205","15.55413318","16.85940396","15.82082557","13.5414649","13.26386158","15.61001272","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8614,"STC2","hsa-mir-129-5p","hsa-mir-769-3p",0.001,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/29226325'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/19415750'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25234931'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30425508'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30863092'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31173256'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31236000'>PubMedLink</a>","tarbase","mirtarbase",1.03359430433867e-08,0.360325161895684,"hsa-mir-769-3p","hsa-mir-129-5p",8614,16.83270414,17.57100232,"14.69274004","16.9968101","16.68239483","14.42754025","16.15569254","15.82615975","16.57648478","17.58349406","18.17677978","18.85729603","17.27972998","17.69698863","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9021,"SOCS3","hsa-mir-203a-3p","hsa-mir-19a-3p",0.007,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/30662799'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/28177881'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/17297444'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19926618'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21994466'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24098334'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24253664'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24464786'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26482433'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26749281'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27171439'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28603075'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29662621'>PubMedLink</a>","mirtarbase","mirtarbase tarbase",0.558813942055397,0.0317451271706784,"hsa-mir-19a-3p","hsa-mir-203a-3p",9021,18.18514775,18.90310584,"20.4680157","19.79937523","20.71810497","20.4176252","17.63747568","21.49189927","19.28100465","19.07506402","21.04913154","18.08980508","19.19813341","17.32593738","19.13682983","18.23804368","18.21990764","21.03489619","20.23289103","19.91005257","19.09932302","18.68173626","18.34120769","19.87928169","20.14704034","20.97195669","20.62949346","19.69399599","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9369,"NRXN3","hsa-mir-651-5p","hsa-mir-455-3p",0.0045,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.0515542187434848,-0.125673079845396,"hsa-mir-455-3p","hsa-mir-651-5p",9369,12.57387869,13.83128001,"12.97595899","14.70435381","13.77418803","15.29450004","14.01554454","12.87306443","13.85433949","14.42370147","15.02777846","14.71639951","14.12218135","15.66776384","14.69371685","13.68387494","15.9586567","15.38896737","14.01216207","13.69867962","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9510,"ADAMTS1","hsa-mir-181d-5p","hsa-mir-642a-5p",0.0015,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27859935'>PubMedLink</a>","tarbase","tarbase",0.0105426689745053,-0.144977150716347,"hsa-mir-642a-5p","hsa-mir-181d-5p",9510,18.33119465,16.15859189,"17.56394423","18.66428131","16.01987807","15.85668898","15.10802255","18.1901741","17.37004935","18.52516404","16.9540219","18.31706793","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9510,"ADAMTS1","hsa-mir-424-5p","hsa-mir-940",0.002,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31114229'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/27859935'>PubMedLink</a>","tarbase","tarbase",0.0105426689745053,-0.144977150716347,"hsa-mir-940","hsa-mir-424-5p",9510,18.33119465,18.15517241,"14.56339314","17.09087957","16.26906865","15.95436696","15.37175644","14.45723636","17.56394423","16.60446264","15.94816534","18.66428131","17.30864228","15.74912525","15.08080276","18.49194487","15.51333842","17.26039471","16.38878025","16.9178899","18.52516404","18.31706793","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10000,"AKT3","hsa-mir-224-3p","hsa-mir-424-5p",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28028179'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30186040'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30555259'>PubMedLink</a>","tarbase","mirtarbase tarbase",0.101484228516512,-0.0979410851267944,"hsa-mir-424-5p","hsa-mir-224-3p",10000,15.73128305,16.30070399,"15.45039507","16.77830218","13.62634403","15.393206","14.8562368","13.06238481","15.97362425","15.00797347","15.7940071","16.26392392","15.26501437","17.22312855","16.28083628","12.88234537","14.5544487","15.83008045","14.87691844","15.9745421","17.31622116","15.6351028","13.43125798","16.12211903","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10628,"TXNIP","hsa-mir-16-1-3p","hsa-mir-301b-3p",0.007,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11748459'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12553030'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17671698'>PubMedLink</a>","mirtarbase","mirtarbase tarbase",0.0343678899277109,-0.104725937912788,"hsa-mir-301b-3p","hsa-mir-16-1-3p",10628,21.47362673,21.55389908,"22.32340974","21.58132064","21.9223807","21.65448553","21.94166226","22.34390577","21.97052948","22.1864828","21.08400742","22.84654429","22.57128525","22.70652325","22.62340832","22.23060794","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
11080,"DNAJB4","hsa-mir-545-5p","hsa-mir-105-5p",0.003,FALSE,NA,NA,NA,"tarbase","mirtarbase",0.0952297563495106,-0.0958209341738208,"hsa-mir-105-5p","hsa-mir-545-5p",11080,16.0538206,16.726095,"16.54945528","15.70334939","15.48804511","15.14288756","16.13906922","15.89079803","15.30435437","15.17718429","15.69102416","15.78787612","15.37748168","14.13570104","14.93280548","17.53251347","16.08901983","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
