"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32"
60,"ACTB","hsa-mir-195-5p","hsa-mir-1295a",0.0025,FALSE,NA,"tarbase","mirtarbase",0.802263159596797,-0.103260719790816,0.796867016730854,0.214508426017197,0.976329779132499,0.00602936325597143,"hsa-mir-1295a","hsa-mir-195-5p",60,24.9757323722255,25.3599832778352,"25.1813659323048","24.7790919537452","24.7745882587131","25.708754704602","25.503986571102","25.4511764476416","24.6373713514828","26.0380943301712","25.8494308418467","24.5767110920271","24.5197504786498","25.0199520345442","24.8107201613255","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
136,"ADORA2B","hsa-mir-15a-5p","hsa-mir-128-3p",0.005,FALSE,NA,"tarbase","mirtarbase",0.949587925630629,-0.0212972249625429,0.590984413893149,-0.167027751373332,0.971930785209883,0.00950712481968071,"hsa-mir-128-3p","hsa-mir-15a-5p",136,13.0004119341203,13.7533047208973,"12.7914675593596","12.7047567794281","15.467909352716","12.7471296998287","14.0619067537834","15.5959429932619","11.5891008995802","14.8877200706738","15.6227571397779","15.5962178520102","12.380146240135","15.1531827046114","14.1432835007523","13.9485719434629","15.3187811821815","13.2050389234838","14.6902799580674","13.744141669177","13.2157149533172","12.8493383838535","""""","""""","""""","""""","""""","""""","""""",""""""
214,"ALCAM","hsa-mir-215-5p","hsa-mir-483-5p",0.009,FALSE,NA,"mirtarbase tarbase","mirtarbase",0.364975859301288,-0.509920411537469,0.0369778825691889,-1.46991315502269,0.674559832505655,0.104116770929975,"hsa-mir-483-5p","hsa-mir-215-5p",214,19.5818401358633,16.9444202743152,"19.748984167609","19.0573166749278","17.2326011227495","16.90596303457","16.8388355010714","17.6787791221563","19.1397862463476","17.4173983709851","16.6852033361936","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
317,"APAF1","hsa-mir-2114-5p","hsa-mir-548j-5p",0.008,FALSE,NA,"mirtarbase","tarbase",0.39430172674841,1.16404972415979,0.974281004418408,-0.0330812526828155,0.756205796510253,-0.0803856081706992,"hsa-mir-548j-5p","hsa-mir-2114-5p",317,13.7304975935155,15.388782574743,"15.2521570852548","15.7478270713918","14.5091904436849","12.4737170554674","15.4547685510503","13.0966613895637","14.632091240384","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
432,"ASGR1","hsa-mir-15b-5p","hsa-mir-454-5p",0.001,FALSE,NA,"tarbase","mirtarbase",0.826141128703994,0.0749870131926227,0.935550597724275,0.0679742030387355,0.981710156421165,0.00652405136586399,"hsa-mir-454-5p","hsa-mir-15b-5p",432,12.266680718432,14.1461807137097,"12.1157786335343","12.469963420369","12.6598538789035","12.0981383744297","13.0012405161162","12.2224683055215","12.4734824257702","12.4704325787721","12.2649817285348","12.3662180243158","13.6639303308861","13.1209263149581","11.7689953674556","10.625223445471","11.7735023190145","12.9499207695369","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
483,"ATP1B3","hsa-mir-520a-3p","hsa-mir-519d-3p",0,FALSE,NA,"mirtarbase","mirtarbase",0.0883581724058531,2.06854596236424,0.134909240297518,2.30279849563169,0.995023437672766,-0.00145048890447232,"hsa-mir-519d-3p","hsa-mir-520a-3p",483,18.4742068039363,19.7840814080226,"18.7236149551364","18.4359326624291","18.2662341704683","17.9640365137535","17.7044158499607","18.7012333627355","18.3520643772928","19.6237909872654","19.8840463376751","19.7212733333102","17.9674048751571","18.0749265823811","18.9742577312548","20.075607117528","18.1904725094086","19.1949458508067","18.9400512028852","18.1897953725015","18.2364233140882","19.7873319950561","18.1284018470371","""""","""""","""""","""""","""""","""""",""""""
518,"ATP5MC3","hsa-mir-92b-3p","hsa-mir-653-5p",0.0065,FALSE,NA,"mirtarbase","mirtarbase",0.851739641894512,0.0782775852530279,0.847406964972247,0.0938692878198689,0.852176122103801,0.0434036335540644,"hsa-mir-653-5p","hsa-mir-92b-3p",518,18.7110483809202,19.0654194201853,"19.3279077566996","19.9541164231667","18.8696958403757","19.8854448922014","19.2765757867162","19.3798044227153","18.8905259734439","18.1633558367574","18.6882493772899","18.4443291327213","18.6997170750775","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
552,"AVPR1A","hsa-mir-200c-3p","hsa-mir-508-5p",5e-04,FALSE,NA,"mirtarbase","mirtarbase",0.801202141920273,0.0756943434847678,0.754564835221624,0.315768330442784,0.605005876217691,-0.138928911580001,"hsa-mir-508-5p","hsa-mir-200c-3p",552,12.404286262339,11.79412826952,"14.5093854497238","12.9763756572636","14.0229852832207","14.8829751487143","15.0189956377073","12.7851769251294","13.9278122868458","12.0226336362206","12.6190227775556","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
552,"AVPR1A","hsa-mir-429","hsa-mir-508-5p",0.004,FALSE,NA,"mirtarbase","mirtarbase",0.583066277550532,0.222134726782929,0.754564835221624,0.315768330442784,0.605005876217691,-0.138928911580001,"hsa-mir-508-5p","hsa-mir-429",552,12.404286262339,11.79412826952,"12.9763756572636","14.0229852832207","11.1345063720439","12.6190227775556","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
586,"BCAT1","hsa-mir-125a-5p","hsa-mir-34c-3p",0.0085,FALSE,NA,"tarbase","tarbase",0.746124833643418,-0.102278646080494,0.418759257384704,0.386705989055551,0.975018171306949,-0.00812374574271868,"hsa-mir-34c-3p","hsa-mir-125a-5p",586,15.4893181111376,15.2302970066273,"14.6909383669539","15.0450055756689","15.3573307580944","15.1917439951049","16.1142727078124","14.378271898377","13.9833367787286","12.5682657333959","15.791822605319","12.4364748407117","14.0499786436289","12.9756849526979","14.4812442151878","13.3233225299716","13.4060563058785","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
