"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21"
6297,"SALL2","hsa-mir-140-5p","hsa-mir-424-5p",0.0015,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gUVM/29808799'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gUVM/30291212'>PubMedLink</a>",NA,NA,"tarbase","tarbase","hsa-mir-424-5p","hsa-mir-140-5p",6297,17.5996885357162,15.9127060718276,"14.1120836030367","15.7581979714893","14.7707229600359","16.5788116748318","17.9737103284424","17.0245947336967","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6310,"ATXN1","hsa-mir-19b-3p","hsa-mir-30a-3p",0.0045,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-30a-3p","hsa-mir-19b-3p",6310,14.6227655826738,15.2088565262228,"13.5216209914061","15.7395296476066","15.7372542673478","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6383,"SDC2","hsa-mir-20b-5p","hsa-mir-590-3p",0.005,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-590-3p","hsa-mir-20b-5p",6383,15.5647292756424,18.9929911402608,"17.7069116768831","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6446,"SGK1","hsa-mir-19b-3p","hsa-mir-222-5p",0.006,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-222-5p","hsa-mir-19b-3p",6446,16.0577296016365,18.1760709819587,"19.2106773771212","17.7737027456535","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6446,"SGK1","hsa-mir-30a-3p","hsa-mir-29c-3p",0.0025,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-29c-3p","hsa-mir-30a-3p",6446,17.2596667607372,16.0577296016365,"18.1760709819587","17.533922455118","16.4772753728518","17.3069754076539","17.7737027456535","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6515,"SLC2A3","hsa-mir-106a-5p","hsa-mir-424-5p",0,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase","hsa-mir-424-5p","hsa-mir-106a-5p",6515,15.9408900813648,15.5042043797143,"15.5897564471045","15.6363348261383","16.4381109066508","15.6325767286153","14.2387338822829","12.9813789781265","18.1237528023662","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6535,"SLC6A8","hsa-mir-145-3p","hsa-mir-424-5p",0.0075,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-424-5p","hsa-mir-145-3p",6535,22.1806109559892,22.1885845133438,"22.7851920734056","21.6557064335001","21.6296539173727","20.2632135689744","21.097341956106","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6648,"SOD2","hsa-mir-30a-3p","hsa-mir-548e-3p",0.008,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-548e-3p","hsa-mir-30a-3p",6648,17.2272771857126,18.2657615230538,"19.2153213551348","18.8382666102893","19.4464663936817","18.1859394114321","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7037,"TFRC","hsa-mir-197-3p","hsa-mir-506-3p",5e-04,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gUVM/30080301'>PubMedLink</a>",NA,"tarbase","tarbase","hsa-mir-506-3p","hsa-mir-197-3p",7037,17.200054270572,16.1183463399658,"15.9375825842956","16.2261693088466","17.6375242197752","16.1477760323208","16.7507260266072","17.9231348294484","16.6882953776348","17.2466189379558","16.4867249473935","16.8477423710346","""""","""""","""""","""""","""""","""""",""""""
7057,"THBS1","hsa-mir-22-5p","hsa-mir-34a-3p",0.0095,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-34a-3p","hsa-mir-22-5p",7057,15.8188550027876,12.1501874461735,"13.8095629556031","15.0321618284776","16.7072675831194","17.0768160181186","13.6920095918407","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7431,"VIM","hsa-mir-21-5p","hsa-mir-34a-3p",0.0045,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gUVM/9484713'>PubMedLink</a>","tarbase","tarbase","hsa-mir-34a-3p","hsa-mir-21-5p",7431,26.5444212904055,26.3449486792181,"24.9559626829784","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7465,"WEE1","hsa-mir-130a-5p","hsa-mir-29c-3p",0.0085,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-29c-3p","hsa-mir-130a-5p",7465,15.4318840061759,16.6288762378631,"15.9883982753334","15.5455483761844","15.517891739746","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7552,"ZNF711","hsa-mir-760","hsa-mir-511-5p",0.003,TRUE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-511-5p","hsa-mir-760",7552,12.694796914321,12.1932061359682,"14.4714744073664","11.7478495208059","14.3010761221502","11.7638847319397","15.3396787192542","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7705,"ZNF146","hsa-mir-582-5p","hsa-let-7b-5p",0.006,TRUE,NA,NA,NA,"tarbase","tarbase","hsa-let-7b-5p","hsa-mir-582-5p",7705,18.1127139151417,18.8642318882828,"18.5537289646685","18.7768767255082","18.6870569029801","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7832,"BTG2","hsa-mir-491-5p","hsa-mir-125b-2-3p",0.001,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-125b-2-3p","hsa-mir-491-5p",7832,18.2249822223778,18.2449900735562,"18.6620249193366","17.6560179680385","19.7847820534128","17.9108941525709","18.5823930647316","18.911887242775","16.6666348519218","18.3286996647634","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7832,"BTG2","hsa-mir-491-5p","hsa-mir-219a-1-3p",0.0055,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-219a-1-3p","hsa-mir-491-5p",7832,18.2249822223778,17.0597424386922,"18.2449900735562","18.6620249193366","17.9108941525709","18.5823930647316","18.911887242775","18.3286996647634","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8038,"ADAM12","hsa-mir-181b-5p","hsa-mir-135b-5p",0.0095,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-135b-5p","hsa-mir-181b-5p",8038,18.1055423848433,17.1838774478227,"17.1765294748467","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8204,"NRIP1","hsa-mir-145-5p","hsa-mir-432-5p",0.004,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-432-5p","hsa-mir-145-5p",8204,16.1808488560754,16.6924547144793,"15.6237676003499","15.7622167156246","16.5886084772606","16.6258025733945","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8471,"IRS4","hsa-mir-326","hsa-mir-330-5p",0.007,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-330-5p","hsa-mir-326",8471,9.60288644659237,9.93498185897246,"14.9013184741767","8.79195372574892","14.5860410883329","15.7293565148415","14.5611422162906","14.1541488200446","14.9559628800017","15.3292420814198","13.0867525819028","14.4918508964435","""""","""""","""""","""""","""""","""""",""""""
8503,"PIK3R3","hsa-mir-29c-3p","hsa-mir-181c-5p",0.003,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-181c-5p","hsa-mir-29c-3p",8503,15.9378990425964,16.2670934557595,"15.8816924916953","15.3177781329366","14.8085489000054","15.6890171695606","15.2687681638611","15.3303081625579","15.9223615902567","14.7187163863373","16.6318355845187","15.7791263184624","17.1831788695356","""""","""""","""""","""""","""""",""""""
8744,"TNFSF9","hsa-mir-424-5p","hsa-mir-374a-5p",0.006,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase","hsa-mir-374a-5p","hsa-mir-424-5p",8744,18.7047198075928,18.5592131908676,"18.9293799181973","17.953932753869","16.6478864545855","17.9205686735661","18.7697461733494","18.8124671076952","18.1224665235332","17.6195164729117","16.435645953944","18.8989986917466","""""","""""","""""","""""","""""","""""",""""""
8904,"CPNE1","hsa-mir-3065-3p","hsa-mir-424-5p",5e-04,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-424-5p","hsa-mir-3065-3p",8904,22.0491966723097,20.7874772784024,"19.060470332986","20.5353765234645","22.0376767025557","20.7454709158857","21.6653318398935","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8914,"TIMELESS","hsa-mir-508-5p","hsa-mir-19a-3p",0.001,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-19a-3p","hsa-mir-508-5p",8914,17.5243534035738,16.9087600535809,"17.969560118435","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9134,"CCNE2","hsa-mir-548b-3p","hsa-mir-30a-5p",0.006,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-30a-5p","hsa-mir-548b-3p",9134,14.3025973844954,12.9315972027426,"10.5252321242535","11.8188234333946","14.0603278084574","14.0292043996668","13.9773186303866","13.8313373248183","11.5155616537106","11.4328371424206","12.432700747496","12.3529719526782","""""","""""","""""","""""","""""","""""",""""""
9194,"SLC16A7","hsa-mir-301a-3p","hsa-mir-140-5p",0.0085,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gUVM/29808799'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gUVM/30291212'>PubMedLink</a>",NA,"tarbase","tarbase","hsa-mir-140-5p","hsa-mir-301a-3p",9194,10.6363424848083,10.4561048391015,"11.7863102686245","11.9464307641214","14.0381610528975","12.8239739300443","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9388,"LIPG","hsa-mir-197-3p","hsa-mir-34b-3p",0.0025,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gUVM/21730846'>PubMedLink</a>","mirtarbase","mirtarbase","hsa-mir-34b-3p","hsa-mir-197-3p",9388,10.6661135141185,8.30633819028733,"10.7303870643441","9.03621803093036","8.39680987363682","10.0035319767777","13.5438027180871","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9444,"QKI","hsa-mir-143-3p","hsa-mir-542-3p",0.009,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-542-3p","hsa-mir-143-3p",9444,16.635831578867,16.7953437699297,"16.4568192039568","18.0127228619562","17.5574811079208","17.5331280982986","17.4618233890353","17.4792177319956","16.9877557965732","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9455,"HOMER2","hsa-mir-188-3p","hsa-mir-653-5p",0.005,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-653-5p","hsa-mir-188-3p",9455,13.9062744285959,15.128908273137,"9.81633745314849","14.5526467802025","14.4005863805247","12.8060401500168","13.0465339421422","13.8785196929763","12.4563237024609","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9473,"THEMIS2","hsa-mir-197-3p","hsa-mir-335-5p",0.004,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase","hsa-mir-335-5p","hsa-mir-197-3p",9473,16.800557443465,18.2192012719891,"16.2969982520855","18.5415704988441","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9510,"ADAMTS1","hsa-mir-212-3p","hsa-mir-139-3p",0.0095,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-139-3p","hsa-mir-212-3p",9510,15.4236068768483,16.5982494588666,"17.1837595337894","18.0093977452039","16.5896351970705","15.433506849094","15.3279635151126","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9590,"AKAP12","hsa-mir-221-5p","hsa-mir-513c-5p",0.0085,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-513c-5p","hsa-mir-221-5p",9590,20.0755772478252,19.8452659106494,"19.5534779627562","17.3288302620793","19.3701919637432","18.3296124214184","20.3885651123042","19.8103412815206","17.9099252477747","19.8820165998597","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9782,"MATR3","hsa-mir-1229-3p","hsa-mir-421",0.006,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-421","hsa-mir-1229-3p",9782,10.1512860037538,14.1328116256655,"14.3925867156727","13.7034414621064","14.6272660013713","14.1296160534662","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
9805,"SCRN1","hsa-mir-15a-5p","hsa-mir-126-5p",0.005,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-126-5p","hsa-mir-15a-5p",9805,15.9852758071717,18.5797711375917,"19.0924719952091","17.9988362250012","18.8630139020837","15.6435217751974","20.1868876156215","16.1567893742732","14.8080879347889","13.7839230346598","18.7307983329908","16.4526022519673","19.4007793280024","14.0183426086672","""""","""""","""""","""""",""""""
9957,"HS3ST1","hsa-mir-150-5p","hsa-mir-30a-3p",0.0075,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-30a-3p","hsa-mir-150-5p",9957,11.4047019389192,10.9872333019279,"14.3667006401341","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10018,"BCL2L11","hsa-mir-378c","hsa-mir-140-5p",0.006,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gUVM/29808799'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gUVM/30291212'>PubMedLink</a>",NA,"tarbase","mirtarbase tarbase","hsa-mir-140-5p","hsa-mir-378c",10018,14.558701187141,14.6386292602507,"15.9635594215539","15.7719201538028","16.0281248399264","14.0612784922637","16.3588199116754","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10114,"HIPK3","hsa-mir-2116-3p","hsa-mir-187-3p",0.0075,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-187-3p","hsa-mir-2116-3p",10114,17.2749249692905,17.2744865506228,"17.160538581169","18.0596136228174","16.7843477566289","16.8483505638308","16.8144700521974","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10130,"PDIA6","hsa-mir-320b","hsa-mir-15a-5p",0.0025,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-15a-5p","hsa-mir-320b",10130,20.2441267169836,20.166969765502,"20.3612629725719","19.1520185293846","19.7177511809447","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10207,"PATJ","hsa-mir-378a-5p","hsa-mir-211-5p",0.001,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-211-5p","hsa-mir-378a-5p",10207,13.1617875430898,14.7005530802993,"13.2714547209014","15.3991795559936","14.9146718428495","14.1133399021555","12.4276190575829","14.7081139037687","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10435,"CDC42EP2","hsa-mir-424-5p","hsa-mir-32-5p",0.0025,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-32-5p","hsa-mir-424-5p",10435,17.5262739271835,16.539843218397,"15.7831166637742","17.5726434310856","16.0961943001584","16.3050990907915","17.7430447525892","16.1823989418767","15.8819941572415","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10451,"VAV3","hsa-mir-125b-2-3p","hsa-let-7c-5p",0.005,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-let-7c-5p","hsa-mir-125b-2-3p",10451,15.7350707919775,14.9620024915433,"16.1812976674366","12.8032931288195","14.6525415002144","16.1670546786656","15.46167687006","14.9168959427796","15.5829360474234","15.1506278161093","18.6791180955001","15.9972705019639","14.2576811416046","15.0276053964646","14.068546220464","12.626528315347","15.5304629909178","""""",""""""
10489,"LRRC41","hsa-mir-34c-5p","hsa-mir-195-5p",0.0015,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-195-5p","hsa-mir-34c-5p",10489,19.4986437240071,19.3548492410446,"19.4073645048921","19.0307505792323","18.2972457720509","19.2374548069362","19.2279054328675","18.5228447263766","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10489,"LRRC41","hsa-mir-503-5p","hsa-mir-195-5p",0.009,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-195-5p","hsa-mir-503-5p",10489,18.9315399943798,19.3548492410446,"19.4073645048921","19.0307505792323","19.2044248644725","19.8225335256843","18.5228447263766","17.9750298527895","19.4022121256717","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10489,"LRRC41","hsa-mir-542-3p","hsa-mir-34c-5p",0.007,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-34c-5p","hsa-mir-542-3p",10489,19.6602464425536,19.4986437240071,"19.4073645048921","19.0307505792323","18.6411454105187","19.2374548069362","19.2279054328675","18.5228447263766","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10628,"TXNIP","hsa-mir-497-5p","hsa-mir-335-5p",5e-04,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase tarbase","hsa-mir-335-5p","hsa-mir-497-5p",10628,21.710778152405,20.7258597644836,"22.4810557026959","20.5250461704149","19.6187443988437","20.3271561655948","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10725,"NFAT5","hsa-mir-211-5p","hsa-mir-130a-5p",0.008,TRUE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-130a-5p","hsa-mir-211-5p",10725,15.996807773492,15.8727024192744,"16.8767158924838","14.6543409376865","16.1986031089498","15.8162178326449","15.1795339317624","15.4476369026766","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
11245,"GPR176","hsa-mir-424-5p","hsa-mir-106a-5p",5e-04,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-106a-5p","hsa-mir-424-5p",11245,15.9411902042538,14.3090826355061,"16.2955318923797","15.9307533735313","16.5617442652615","17.2541938037314","15.6289591985518","14.3451872471641","16.8357311057273","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
22807,"IKZF2","hsa-mir-301a-3p","hsa-mir-125b-5p",0.006,TRUE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-125b-5p","hsa-mir-301a-3p",22807,11.5192871185323,11.0739103702898,"11.8112755185336","12.7377463977225","12.3757191769737","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
22823,"MTF2","hsa-mir-10a-5p","hsa-let-7b-5p",0.007,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-let-7b-5p","hsa-mir-10a-5p",22823,15.5828069117883,15.9401187074259,"16.2243438855452","16.3596023639054","15.7594050565846","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
22823,"MTF2","hsa-mir-181b-5p","hsa-mir-335-3p",0.0015,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-335-3p","hsa-mir-181b-5p",22823,14.4141994302901,16.349820526804,"16.3959080984703","16.3853970665129","16.1860468886579","16.2174469449017","15.961542386562","16.2243438855452","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
22824,"HSPA4L","hsa-mir-143-3p","hsa-mir-320b",0.0075,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-320b","hsa-mir-143-3p",22824,13.1322868267936,14.869504643472,"14.6078297918609","14.0285056200236","15.7471808414196","13.5648075920706","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
22824,"HSPA4L","hsa-mir-20b-5p","hsa-mir-378a-5p",0.004,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-378a-5p","hsa-mir-20b-5p",22824,15.2327345385683,14.869504643472,"14.6078297918609","15.0341236158392","13.0224585426486","15.3475551968648","15.7471808414196","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
22847,"ZNF507","hsa-mir-582-5p","hsa-let-7b-5p",0.0015,TRUE,NA,NA,NA,"tarbase","mirtarbase","hsa-let-7b-5p","hsa-mir-582-5p",22847,14.9664043968842,15.7007644656028,"15.4444144861746","15.266771520871","15.3550898115244","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
22875,"ENPP4","hsa-mir-424-5p","hsa-mir-140-5p",0.006,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gUVM/29808799'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gUVM/30291212'>PubMedLink</a>",NA,"tarbase","tarbase","hsa-mir-140-5p","hsa-mir-424-5p",22875,12.4440306855679,11.4541514450731,"10.6124017111641","12.8094105337553","10.2420698146668","13.1455930533301","15.4263184552569","12.2656403773413","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23049,"SMG1","hsa-let-7b-5p","hsa-mir-3065-3p",0.0045,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-3065-3p","hsa-let-7b-5p",23049,17.0215584370928,17.284756169698,"16.5150575509981","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23318,"TUT4","hsa-let-7b-5p","hsa-mir-203a-3p",0.008,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase","hsa-mir-203a-3p","hsa-let-7b-5p",23318,14.097985702309,16.0253179204665,"14.796391444002","15.0880749793444","14.3164755739868","14.9498262184384","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23362,"PSD3","hsa-mir-143-3p","hsa-let-7b-5p",0.0025,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-let-7b-5p","hsa-mir-143-3p",23362,14.3547161834457,15.0212249971555,"16.5766642594005","14.521871583049","16.7852216983452","13.5605691544587","15.7765528177609","15.4051052326099","16.0661929313681","16.446167024178","16.6168126610835","16.5788161424172","15.6732872928224","15.7983943136957","16.1475516382407","""""","""""","""""",""""""
23362,"PSD3","hsa-mir-143-3p","hsa-mir-143-5p",0,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-143-5p","hsa-mir-143-3p",23362,14.3219784023361,14.3547161834457,"15.0212249971555","16.5766642594005","15.4534392066274","14.521871583049","16.7852216983452","16.0661929313681","16.446167024178","16.6168126610835","16.5788161424172","15.6732872928224","15.7983943136957","""""","""""","""""","""""","""""",""""""
23362,"PSD3","hsa-mir-143-5p","hsa-mir-432-5p",0.0095,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-432-5p","hsa-mir-143-5p",23362,15.4534392066274,16.7852216983452,"16.446167024178","16.6168126610835","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23499,"MACF1","hsa-mir-335-5p","hsa-mir-383-5p",0.003,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-383-5p","hsa-mir-335-5p",23499,15.7051306101808,15.8943112191536,"16.1330596075247","16.7218647241877","16.9226075230566","16.7705224586957","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
25805,"BAMBI","hsa-mir-15a-5p","hsa-mir-301a-3p",5e-04,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-301a-3p","hsa-mir-15a-5p",25805,21.2406190474848,21.3745509956732,"20.2277442715229","21.3261631401922","21.2678673784877","18.7378354319533","21.8907610137691","19.5738384509746","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
25976,"TIPARP","hsa-mir-550a-3p","hsa-mir-382-5p",0.0015,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-382-5p","hsa-mir-550a-3p",25976,17.0786868534864,14.3066125521258,"17.1283376579467","14.2318559763346","17.5314618980647","17.9340432275605","17.0142742431141","18.5411146399573","16.7698088709819","17.2410757629058","""""","""""","""""","""""","""""","""""","""""","""""",""""""
26040,"SETBP1","hsa-mir-320c","hsa-mir-320b",0.0075,TRUE,NA,NA,NA,"tarbase","tarbase","hsa-mir-320b","hsa-mir-320c",26040,13.0160230631892,14.1383087866162,"14.1500993106101","13.6097101828884","9.9866287831485","13.4195638939074","13.0432642464065","10.4614756747565","13.6754339485069","13.343236379587","13.8177012512837","""""","""""","""""","""""","""""","""""","""""",""""""
26099,"SZRD1","hsa-mir-195-5p","hsa-mir-9-5p",0.002,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-9-5p","hsa-mir-195-5p",26099,21.1059685036634,21.1599847708199,"20.07263136128","20.7384387616381","20.633114655479","20.8566921320054","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
26207,"PITPNC1","hsa-mir-140-3p","hsa-mir-335-5p",0.0045,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase","hsa-mir-335-5p","hsa-mir-140-3p",26207,17.5872305652336,17.4357141205917,"17.627498924065","18.0345086185138","17.7993685164052","16.3446050129736","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
26207,"PITPNC1","hsa-mir-374a-5p","hsa-mir-140-3p",0,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-140-3p","hsa-mir-374a-5p",26207,17.5987032435402,17.4357141205917,"17.7993685164052","17.1160475654078","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
26523,"AGO1","hsa-mir-34c-5p","hsa-let-7b-5p",0.009,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-let-7b-5p","hsa-mir-34c-5p",26523,16.6749835766159,17.1477183821469,"16.5762765118132","16.4208267509006","16.1339897701356","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
27075,"TSPAN13","hsa-mir-34a-3p","hsa-mir-221-3p",0.0075,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-221-3p","hsa-mir-34a-3p",27075,15.8397499995328,15.4942648430771,"13.6576834174188","15.381705683313","16.9933808019047","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
27152,"INTU","hsa-mir-365a-5p","hsa-mir-421",0.001,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-421","hsa-mir-365a-5p",27152,14.3472872311849,14.3652503471821,"15.1810126145429","13.9123503542534","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
27250,"PDCD4","hsa-mir-129-2-3p","hsa-mir-10b-5p",0.0065,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-10b-5p","hsa-mir-129-2-3p",27250,19.5486911560969,21.6840393343785,"20.1024543741434","21.5041828234272","21.4724481354904","20.8581322248481","20.1116654850289","20.7554911322501","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
27250,"PDCD4","hsa-mir-182-5p","hsa-mir-15a-5p",0.0045,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase","hsa-mir-15a-5p","hsa-mir-182-5p",27250,21.5524294435512,21.0570647083233,"20.7554911322501","19.7284475323208","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
