"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16"
10114,"HIPK3","hsa-mir-429","hsa-mir-29b-1-5p",0.0035,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-29b-1-5p","hsa-mir-429",10114,18.0724676814579,16.4889343647025,"18.1265499021158","18.8671510690049","17.4066362072437","18.3430088394231","""""","""""","""""","""""","""""","""""","""""",""""""
10114,"HIPK3","hsa-mir-7-1-3p","hsa-mir-7-5p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-7-5p","hsa-mir-7-1-3p",10114,16.472002017303,18.1265499021158,"17.8708674069429","18.8702039432829","17.4066362072437","16.7442743854908","18.3430088394231","""""","""""","""""","""""","""""","""""",""""""
10116,"FEM1B","hsa-mir-106a-5p","hsa-mir-200a-3p",0,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-200a-3p","hsa-mir-106a-5p",10116,17.4780681422569,18.6850532095565,"17.0580794477248","18.5082246532385","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10123,"ARL4C","hsa-mir-362-3p","hsa-mir-660-5p",0.006,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-660-5p","hsa-mir-362-3p",10123,19.5962532924783,20.0910692807253,"20.5293348790961","18.9437201866261","20.5011996714257","17.3828133456132","20.5710067828124","18.2402983816904","19.0613198526419","19.3014658634196","20.9118145892102","18.6493822137846","""""",""""""
10188,"TNK2","hsa-mir-491-5p","hsa-mir-744-5p",0.002,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/25427824'>PubMedLink</a>","tarbase","tarbase","hsa-mir-744-5p","hsa-mir-491-5p",10188,18.1362002817044,17.4434537639175,"18.777531201409","18.10852380931","18.378787406175","19.6149066414285","17.9462302292564","18.022562416294","18.3243169237935","15.8939329653911","""""","""""","""""",""""""
10188,"TNK2","hsa-mir-7-5p","hsa-mir-330-5p",0.009,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/25427824'>PubMedLink</a>","tarbase","tarbase","hsa-mir-330-5p","hsa-mir-7-5p",10188,18.1362002817044,17.9699128745375,"19.6149066414285","18.022562416294","18.3243169237935","18.1903777318056","""""","""""","""""","""""","""""","""""","""""",""""""
10220,"GDF11","hsa-mir-18b-5p","hsa-mir-1226-3p",0.007,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-1226-3p","hsa-mir-18b-5p",10220,17.7690135316883,17.6549869327523,"18.0227248847095","17.0870521802018","18.8611193376281","17.6899291832063","""""","""""","""""","""""","""""","""""","""""",""""""
10241,"CALCOCO2","hsa-mir-129-5p","hsa-mir-20a-5p",0.008,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-20a-5p","hsa-mir-129-5p",10241,17.78282327188,17.1883328208049,"16.8447491472333","17.6284620263212","17.8762142151911","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10384,"BTN3A3","hsa-mir-335-5p","hsa-mir-17-5p",0.0095,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase","hsa-mir-17-5p","hsa-mir-335-5p",10384,17.6051681727858,16.2720823552788,"17.5919904327934","17.0737818985309","15.6393192678936","17.3995736941266","""""","""""","""""","""""","""""","""""","""""",""""""
10472,"ZBTB18","hsa-mir-330-3p","hsa-mir-141-3p",0.004,TRUE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-141-3p","hsa-mir-330-3p",10472,18.8615861188073,19.3296819025295,"12.1229786506896","19.4267435542547","19.3456681688371","18.9651338592183","""""","""""","""""","""""","""""","""""","""""",""""""
10484,"SEC23A","hsa-mir-141-3p","hsa-mir-141-5p",0.003,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-141-5p","hsa-mir-141-3p",10484,17.8582078114327,17.8980766185136,"16.535335511161","18.158042370436","17.5457020356626","15.9355349036067","18.2057967411104","18.7435859809136","18.9463683513508","17.3986921604974","16.9469317950396","18.2257200612359","18.1161535257587",""""""
10484,"SEC23A","hsa-mir-141-3p","hsa-mir-200c-3p",0.003,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-200c-3p","hsa-mir-141-3p",10484,17.8582078114327,17.513708024419,"17.8980766185136","16.535335511161","18.158042370436","17.5457020356626","15.9355349036067","18.2057967411104","18.7435859809136","18.9463683513508","17.3986921604974","16.9469317950396","18.2257200612359","18.1161535257587"
10484,"SEC23A","hsa-mir-200c-3p","hsa-mir-141-5p",0.004,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-141-5p","hsa-mir-200c-3p",10484,17.8582078114327,17.8980766185136,"16.535335511161","18.158042370436","17.5457020356626","15.9355349036067","18.2057967411104","18.7435859809136","18.9463683513508","17.3986921604974","16.9469317950396","18.2257200612359","18.1161535257587",""""""
10509,"SEMA4B","hsa-mir-149-5p","hsa-mir-106a-5p",0.005,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-106a-5p","hsa-mir-149-5p",10509,19.5058379053474,18.5083999402386,"19.7069800813256","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10618,"TGOLN2","hsa-mir-7-5p","hsa-mir-20a-5p",0.0085,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase","hsa-mir-20a-5p","hsa-mir-7-5p",10618,19.2541120564575,19.6282414189761,"19.3947843512882","19.1657601085357","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10620,"ARID3B","hsa-mir-98-5p","hsa-let-7d-5p",0.0055,TRUE,NA,NA,NA,"mirtarbase tarbase","mirtarbase tarbase","hsa-let-7d-5p","hsa-mir-98-5p",10620,15.0062077089266,17.0091019981841,"15.0759065740087","16.6138637251332","16.0290115125232","16.8216048982669","15.8652602763573","16.5308669551876","16.1421417287717","14.1487332539818","""""","""""","""""",""""""
10758,"TRAF3IP2","hsa-mir-411-5p","hsa-mir-17-5p",0,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-17-5p","hsa-mir-411-5p",10758,17.653817610729,17.0394874543831,"17.4860971850502","17.9641648425448","16.3546350704524","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10787,"NCKAP1","hsa-mir-218-5p","hsa-mir-30a-3p",0.0015,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-30a-3p","hsa-mir-218-5p",10787,17.5849253274296,18.3186334993831,"18.1256387991147","17.9747032911468","18.1361848895435","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10885,"WDR3","hsa-mir-21-5p","hsa-let-7b-5p",0.005,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-let-7b-5p","hsa-mir-21-5p",10885,17.8951842399998,17.1112092091409,"18.2337328081269","17.8378103162294","18.4768889611961","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10957,"PNRC1","hsa-mir-421","hsa-mir-138-5p",0.003,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-138-5p","hsa-mir-421",10957,20.4425975584715,19.9381065874278,"18.1760778626001","18.8372166119693","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
10957,"PNRC1","hsa-mir-550a-5p","hsa-mir-130b-3p",0.0075,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-130b-3p","hsa-mir-550a-5p",10957,19.8213747543042,19.8366035438162,"20.1380284486227","19.9381065874278","18.8372166119693","""""","""""","""""","""""","""""","""""","""""","""""",""""""
11278,"KLF12","hsa-mir-502-5p","hsa-mir-182-5p",0.005,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/30482501'>PubMedLink</a>","tarbase","tarbase","hsa-mir-182-5p","hsa-mir-502-5p",11278,16.9162602331181,17.2257980555271,"16.7822289685244","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
11315,"PARK7","hsa-mir-758-3p","hsa-mir-130a-3p",0.0085,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-130a-3p","hsa-mir-758-3p",11315,21.1876392836767,21.8836761905269,"22.070838136213","21.75783877514","20.6622081923049","22.4247043742077","21.1490959692549","""""","""""","""""","""""","""""","""""",""""""
22807,"IKZF2","hsa-mir-130b-5p","hsa-mir-301b-3p",5e-04,TRUE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-301b-3p","hsa-mir-130b-5p",22807,14.6601172923612,13.9258960237119,"13.8662791572887","12.6140540578175","12.2000200235336","12.8008695671161","14.9538453787513","13.8863252543406","13.78057709456","""""","""""","""""","""""",""""""
22879,"MON1B","hsa-mir-329-3p","hsa-mir-362-3p",0.003,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-362-3p","hsa-mir-329-3p",22879,16.8542383558297,17.4022043250802,"17.1207975488764","17.5103580627896","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
22884,"WDR37","hsa-mir-744-5p","hsa-mir-23a-5p",0.004,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase","hsa-mir-23a-5p","hsa-mir-744-5p",22884,16.3456615039208,17.4858958193935,"17.2122147182588","17.1285075190927","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
22903,"BTBD3","hsa-mir-182-5p","hsa-mir-450b-5p",0.0085,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-450b-5p","hsa-mir-182-5p",22903,18.2499401270309,18.9393866287547,"17.5672049474789","18.0267261153628","18.8207992425862","19.6544121426516","""""","""""","""""","""""","""""","""""","""""",""""""
22903,"BTBD3","hsa-mir-543","hsa-mir-182-5p",0.004,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/24699721'>PubMedLink</a>",NA,NA,"tarbase","tarbase","hsa-mir-182-5p","hsa-mir-543",22903,18.2076334330817,19.6544121426516,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
22982,"DIP2C","hsa-mir-20a-5p","hsa-mir-7-5p",0.0045,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-7-5p","hsa-mir-20a-5p",22982,17.6790949347497,16.8294779257538,"18.7230141443271","16.2888424805681","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23035,"PHLPP2","hsa-mir-628-3p","hsa-mir-338-5p",0.009,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-338-5p","hsa-mir-628-3p",23035,15.0904370279852,15.0932410339281,"14.1142212663919","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23089,"PEG10","hsa-mir-34b-3p","hsa-mir-23a-5p",0.0055,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-23a-5p","hsa-mir-34b-3p",23089,20.1757009633329,20.8862680674952,"20.5292041712201","20.0820018631768","23.2438584619192","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23089,"PEG10","hsa-mir-34c-3p","hsa-mir-23a-5p",0.0025,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-23a-5p","hsa-mir-34c-3p",23089,20.1757009633329,20.5292041712201,"20.0820018631768","23.2438584619192","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23095,"KIF1B","hsa-mir-30a-5p","hsa-mir-9-5p",0.007,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-9-5p","hsa-mir-30a-5p",23095,18.2018092428598,17.8427393053554,"16.7822236589621","16.648993366407","17.7136750817747","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23112,"TNRC6B","hsa-mir-320d","hsa-mir-130a-3p",0.003,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-130a-3p","hsa-mir-320d",23112,15.6999328582756,15.8236438332511,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23158,"TBC1D9","hsa-mir-532-5p","hsa-mir-182-5p",0.002,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/16047355'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17300681'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24100466'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8847137'>PubMedLink</a>","tarbase","tarbase","hsa-mir-182-5p","hsa-mir-532-5p",23158,18.2389698540225,16.9879551219352,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23163,"GGA3","hsa-mir-196a-5p","hsa-mir-214-5p",0.0015,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-214-5p","hsa-mir-196a-5p",23163,17.1598044394864,17.4803663056396,"18.1730127730786","18.5903327599019","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23167,"EFR3A","hsa-mir-92b-3p","hsa-mir-18a-5p",0.009,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-18a-5p","hsa-mir-92b-3p",23167,18.0533183369665,18.0948001400127,"19.4643574355174","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23225,"NUP210","hsa-mir-1-3p","hsa-mir-424-5p",5e-04,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-424-5p","hsa-mir-1-3p",23225,17.0185578533573,17.949777912055,"17.4568174577007","18.8680061551181","17.7775064380266","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23231,"SEL1L3","hsa-mir-130a-3p","hsa-mir-301b-3p",0.007,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-301b-3p","hsa-mir-130a-3p",23231,19.3211863713191,18.8839149513468,"12.6168334770876","18.444388402076","18.269944088775","18.4587768843801","17.933786419024","17.628461672323","17.3870308675768","16.1876903408125","17.5083154561241","""""","""""",""""""
23244,"PDS5A","hsa-mir-376b-3p","hsa-mir-218-5p",0,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-218-5p","hsa-mir-376b-3p",23244,18.3233815646902,19.6029089996741,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23321,"TRIM2","hsa-mir-369-3p","hsa-mir-410-3p",0.002,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-410-3p","hsa-mir-369-3p",23321,16.4620512143483,17.3613531524512,"17.1887512853894","17.9551515666848","16.8053047484332","17.244212648594","16.2941946626691","16.696194817321","17.9389434417062","18.3975642646992","17.4947445066394","17.2539643658009","""""",""""""
23321,"TRIM2","hsa-mir-369-3p","hsa-mir-411-5p",0.0045,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-411-5p","hsa-mir-369-3p",23321,16.4620512143483,16.2685137069571,"17.3613531524512","17.1887512853894","16.8053047484332","17.244212648594","16.2390177198862","18.3975642646992","17.4947445066394","17.2539643658009","""""","""""","""""",""""""
23321,"TRIM2","hsa-mir-369-3p","hsa-mir-655-3p",0.0045,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-655-3p","hsa-mir-369-3p",23321,16.4620512143483,17.3613531524512,"17.1887512853894","17.9551515666848","16.8053047484332","17.244212648594","16.2941946626691","16.696194817321","16.2390177198862","18.3975642646992","17.4947445066394","17.2539643658009","""""",""""""
23321,"TRIM2","hsa-mir-379-3p","hsa-mir-410-3p",0.0075,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-410-3p","hsa-mir-379-3p",23321,17.1887512853894,17.244212648594,"16.2941946626691","16.696194817321","16.9809922914677","17.9389434417062","18.3975642646992","17.4947445066394","""""","""""","""""","""""","""""",""""""
23321,"TRIM2","hsa-mir-410-3p","hsa-mir-411-5p",5e-04,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-411-5p","hsa-mir-410-3p",23321,16.4620512143483,17.3613531524512,"17.1887512853894","16.8053047484332","17.244212648594","17.0452052241673","18.3975642646992","17.4947445066394","17.2539643658009","""""","""""","""""","""""",""""""
23321,"TRIM2","hsa-mir-410-3p","hsa-mir-493-5p",0.001,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase","hsa-mir-493-5p","hsa-mir-410-3p",23321,17.3613531524512,17.1887512853894,"17.9551515666848","16.8053047484332","17.244212648594","16.2941946626691","16.696194817321","17.0452052241673","18.3975642646992","17.4947445066394","17.2539643658009","""""","""""",""""""
23321,"TRIM2","hsa-mir-493-5p","hsa-mir-411-5p",0.003,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase","hsa-mir-411-5p","hsa-mir-493-5p",23321,15.7261385638656,16.2685137069571,"17.3613531524512","17.1887512853894","16.8053047484332","17.244212648594","17.0452052241673","18.3975642646992","17.4947445066394","17.2539643658009","""""","""""","""""",""""""
23321,"TRIM2","hsa-mir-655-3p","hsa-mir-410-3p",0,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-410-3p","hsa-mir-655-3p",23321,16.4620512143483,17.3613531524512,"17.1887512853894","17.9551515666848","16.8053047484332","17.244212648594","16.2941946626691","16.696194817321","17.0452052241673","18.3975642646992","17.4947445066394","17.2539643658009","""""",""""""
23321,"TRIM2","hsa-mir-655-3p","hsa-mir-411-5p",0.0055,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-411-5p","hsa-mir-655-3p",23321,16.4620512143483,15.7261385638656,"17.3613531524512","17.1887512853894","16.8053047484332","17.244212648594","17.0452052241673","16.2390177198862","18.3975642646992","17.4947445066394","17.2539643658009","""""","""""",""""""
23321,"TRIM2","hsa-mir-655-3p","hsa-mir-493-5p",0.008,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase","hsa-mir-493-5p","hsa-mir-655-3p",23321,15.7261385638656,17.3613531524512,"17.1887512853894","17.9551515666848","16.8053047484332","17.244212648594","16.2941946626691","16.696194817321","17.0452052241673","18.3975642646992","17.4947445066394","17.2539643658009","""""",""""""
23528,"ZNF281","hsa-let-7d-5p","hsa-mir-511-5p",0.006,TRUE,NA,NA,NA,"tarbase","tarbase","hsa-mir-511-5p","hsa-let-7d-5p",23528,17.1266467188417,17.859855507158,"17.5854517214635","16.501418967108","17.5844676995937","17.1206898612479","""""","""""","""""","""""","""""","""""","""""",""""""
23528,"ZNF281","hsa-mir-98-5p","hsa-mir-511-5p",0.0075,TRUE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-511-5p","hsa-mir-98-5p",23528,17.1266467188417,17.859855507158,"17.5854517214635","16.501418967108","17.5844676995937","17.1206898612479","""""","""""","""""","""""","""""","""""","""""",""""""
23543,"RBFOX2","hsa-mir-98-5p","hsa-mir-320b",0,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-320b","hsa-mir-98-5p",23543,17.6845290565393,19.0093486601379,"19.1128744787548","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
23607,"CD2AP","hsa-mir-17-5p","hsa-mir-301b-3p",0.006,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-301b-3p","hsa-mir-17-5p",23607,16.8453218880784,16.7648541596333,"17.5808756779215","16.3292923144135","18.2571563471905","16.7121811379504","16.9880890058475","""""","""""","""""","""""","""""","""""",""""""
23607,"CD2AP","hsa-mir-20a-5p","hsa-mir-301b-3p",0.002,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-301b-3p","hsa-mir-20a-5p",23607,16.8453218880784,16.7648541596333,"17.5808756779215","16.3292923144135","18.2571563471905","16.9880890058475","""""","""""","""""","""""","""""","""""","""""",""""""
23607,"CD2AP","hsa-mir-376a-3p","hsa-mir-329-3p",0.002,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-329-3p","hsa-mir-376a-3p",23607,17.8730767093347,17.8007114184476,"17.5808756779215","15.9878205338525","18.0305050910388","18.6077637789577","""""","""""","""""","""""","""""","""""","""""",""""""
23670,"CEMIP2","hsa-mir-192-5p","hsa-mir-3662",0,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-3662","hsa-mir-192-5p",23670,17.2326964189905,18.5052162208781,"17.0785864205798","14.6626028340552","18.332975585989","17.8203771870421","""""","""""","""""","""""","""""","""""","""""",""""""
23678,"SGK3","hsa-mir-338-5p","hsa-mir-19b-1-5p",0.0095,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-19b-1-5p","hsa-mir-338-5p",23678,14.7613183092113,15.5945608511243,"14.6166817892665","14.9097687826783","15.0579147596082","""""","""""","""""","""""","""""","""""","""""","""""",""""""
25764,"HYPK","hsa-mir-3613-3p","hsa-mir-21-3p",0.007,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-21-3p","hsa-mir-3613-3p",25764,12.412682903197,13.9222752986692,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
25816,"TNFAIP8","hsa-mir-424-3p","hsa-mir-483-5p",0.008,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31043860'>PubMedLink</a>","tarbase","mirtarbase","hsa-mir-483-5p","hsa-mir-424-3p",25816,15.3379286243135,14.1536573636795,"15.4219680266715","16.7660578366847","15.8406650111705","15.4831848326941","""""","""""","""""","""""","""""","""""","""""",""""""
25937,"WWTR1","hsa-mir-320d","hsa-mir-29a-5p",0.0085,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/34468255'>PubMedLink</a>",NA,"tarbase","tarbase","hsa-mir-29a-5p","hsa-mir-320d",25937,18.0550364461757,19.0512079202465,"19.7111367138263","19.0454180396154","18.441612256288","""""","""""","""""","""""","""""","""""","""""","""""",""""""
26010,"SPATS2L","hsa-mir-200b-3p","hsa-mir-30c-2-3p",0.006,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-30c-2-3p","hsa-mir-200b-3p",26010,21.2823647730761,18.7996488747506,"18.7291618002578","19.740410644852","16.7530962319094","20.4723576287369","""""","""""","""""","""""","""""","""""","""""",""""""
26278,"SACS","hsa-mir-31-5p","hsa-mir-30a-3p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-30a-3p","hsa-mir-31-5p",26278,16.7103689354389,18.3308605005961,"18.7117407372421","16.5280834079191","16.4279023725395","18.4676519447485","""""","""""","""""","""""","""""","""""","""""",""""""
26986,"PABPC1","hsa-mir-3662","hsa-mir-218-5p",0.0015,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-218-5p","hsa-mir-3662",26986,23.2974767348267,23.0438795062895,"23.6917181902086","23.5199149254837","22.7962040586858","22.2546354488609","23.9872096073334","24.0732616449657","""""","""""","""""","""""","""""",""""""
27125,"AFF4","hsa-mir-20b-5p","hsa-mir-877-3p",0.004,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-877-3p","hsa-mir-20b-5p",27125,18.2614342262848,18.3632321965587,"18.4847800099268","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
27125,"AFF4","hsa-mir-320b","hsa-mir-98-5p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-98-5p","hsa-mir-320b",27125,18.2242485811936,18.1098035026485,"17.9447452388108","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
27314,"RAB30","hsa-mir-200a-3p","hsa-mir-29a-5p",0,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/34468255'>PubMedLink</a>",NA,"mirtarbase","mirtarbase","hsa-mir-29a-5p","hsa-mir-200a-3p",27314,14.6811073018367,15.505056549352,"14.703148456518","14.9087586435398","14.9884459890714","15.0865812772374","""""","""""","""""","""""","""""","""""","""""",""""""
28982,"FLVCR1","hsa-mir-421","hsa-mir-223-5p",0.0015,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-223-5p","hsa-mir-421",28982,16.378012256615,16.0330914840846,"17.1177227410236","16.9040664618753","16.8494342692636","""""","""""","""""","""""","""""","""""","""""","""""",""""""
29126,"CD274","hsa-mir-130a-3p","hsa-mir-17-5p",0.0015,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/26181000'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27362548'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27984238'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28347512'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28358435'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28489510'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28752845'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28914717'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29053481'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29061774'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29464025'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29559741'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29572003'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29572029'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29942724'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30247204'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30291344'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30397772'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30401949'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30447298'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30539847'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30640692'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31069647'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31076855'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31197557'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31319067'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31353229'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31370215'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31651527'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31757677'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31833942'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31846530'>PubMedLink</a>","tarbase","tarbase","hsa-mir-17-5p","hsa-mir-130a-3p",29126,13.3588916318896,15.1407066089841,"14.7847120161618","14.5392865774809","12.4541738498763","13.0390402134109","""""","""""","""""","""""","""""","""""","""""",""""""
