"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16"
5468,"PPARG","hsa-mir-199a-5p","hsa-mir-501-5p",0.006,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11511919'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15608564'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25592200'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30093612'>PubMedLink</a>","tarbase","tarbase","hsa-mir-501-5p","hsa-mir-199a-5p",5468,14.9950238108696,16.1353552788172,"17.8886680291832","13.6081752013949","15.9674409405478","14.9724613595584","16.2426195953826","17.9423642283024","15.5108941969381","12.3187836530261","""""","""""","""""",""""""
5563,"PRKAA2","hsa-mir-221-3p","hsa-mir-21-5p",5e-04,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/22897928'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26648451'>PubMedLink</a>","tarbase","tarbase","hsa-mir-21-5p","hsa-mir-221-3p",5563,16.1023283757327,16.0812573132026,"14.7325330241546","15.9632494533465","16.4685670102444","16.894464085032","15.2529229236618","14.6631052663261","""""","""""","""""","""""","""""",""""""
5565,"PRKAB2","hsa-mir-221-3p","hsa-mir-30a-3p",0.0035,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-30a-3p","hsa-mir-221-3p",5565,17.7180785979747,16.9450933778006,"18.4550413993779","18.9104706897512","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
5573,"PRKAR1A","hsa-mir-141-3p","hsa-mir-425-5p",0.007,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29631630'>PubMedLink</a>","tarbase","tarbase","hsa-mir-425-5p","hsa-mir-141-3p",5573,19.2839199381902,21.1470505415194,"20.2321656660034","20.7154374843864","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
5738,"PTGFRN","hsa-mir-33a-5p","hsa-mir-106a-5p",0.0035,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-106a-5p","hsa-mir-33a-5p",5738,19.3568397068423,19.8042753253837,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
5770,"PTPN1","hsa-mir-27a-5p","hsa-mir-183-5p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-183-5p","hsa-mir-27a-5p",5770,18.837787669588,18.2683070871994,"18.9588382963151","18.4408745868253","18.5890718158626","""""","""""","""""","""""","""""","""""","""""","""""",""""""
5784,"PTPN14","hsa-mir-152-3p","hsa-mir-877-3p",0.0085,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-877-3p","hsa-mir-152-3p",5784,16.5955740416447,17.1019036063106,"17.0114279880889","16.3262770693268","16.947734534705","15.70713668229","""""","""""","""""","""""","""""","""""","""""",""""""
5795,"PTPRJ","hsa-mir-501-5p","hsa-mir-500a-5p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-500a-5p","hsa-mir-501-5p",5795,17.7815554620178,15.7190478594783,"14.7162324882972","16.6294574683611","16.3528133485975","14.6738992611885","16.5300758541327","15.7317131428811","15.785689091236","16.230099656451","15.8106457411365","16.1285628421495","""""",""""""
5795,"PTPRJ","hsa-mir-532-5p","hsa-mir-96-5p",5e-04,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-96-5p","hsa-mir-532-5p",5795,14.6738992611885,16.230099656451,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
5795,"PTPRJ","hsa-mir-96-5p","hsa-mir-501-5p",0,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-501-5p","hsa-mir-96-5p",5795,15.7190478594783,14.6738992611885,"16.230099656451","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
5796,"PTPRK","hsa-mir-133b","hsa-mir-149-5p",0.002,FALSE,NA,NA,NA,"mirtarbase tarbase","mirtarbase tarbase","hsa-mir-149-5p","hsa-mir-133b",5796,17.9325931799119,17.3405906615763,"17.878281758943","17.2100521956278","17.0176583867115","""""","""""","""""","""""","""""","""""","""""","""""",""""""
5865,"RAB3B","hsa-mir-378a-3p","hsa-mir-155-5p",0.0075,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-155-5p","hsa-mir-378a-3p",5865,14.9327961780835,14.0219173309628,"14.5603730617458","13.5075720001764","14.9458632826474","14.0948868456598","13.4623429957685","15.4731781158551","14.556017301726","""""","""""","""""","""""",""""""
5979,"RET","hsa-mir-192-5p","hsa-mir-218-5p",0.003,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29263244'>PubMedLink</a>","mirtarbase tarbase","mirtarbase","hsa-mir-218-5p","hsa-mir-192-5p",5979,16.4833578000348,14.5455909083938,"12.7547162924772","15.6713480571758","14.6937909593071","15.6660157779347","21.300247430531","""""","""""","""""","""""","""""","""""",""""""
6196,"RPS6KA2","hsa-mir-20a-5p","hsa-mir-17-5p",0.005,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-17-5p","hsa-mir-20a-5p",6196,15.3099685761587,15.8364106010801,"17.1196612662474","17.7458862672987","17.0381639941619","17.185076797837","17.1305892089714","16.6552033927832","16.7867790561279","17.1838822675576","14.5664858446669","17.4391443760231","17.0095247069819",""""""
6352,"CCL5","hsa-mir-17-5p","hsa-mir-20a-5p",0.004,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/27069129'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27069129'>PubMedLink</a>","mirtarbase","mirtarbase","hsa-mir-20a-5p","hsa-mir-17-5p",6352,17.7259759190607,18.3287137540913,"14.641192791426","16.3695869067171","20.2424817766141","14.4429826132249","19.717830627041","17.2478293344404","16.0591738224423","19.9657089729163","15.5792931751851","20.6378514544103","18.03013852946",""""""
6387,"CXCL12","hsa-mir-141-3p","hsa-mir-200a-3p",0.003,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/21607621'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22025313'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28239742'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28277316'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28285568'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28402926'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28402926'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29383153'>PubMedLink</a>","tarbase","tarbase","hsa-mir-200a-3p","hsa-mir-141-3p",6387,19.644527416287,20.0780615155512,"20.922217980859","20.3847758153268","18.4732016523115","14.2366998653632","19.88456962501","17.8107005277743","18.9534840912588","""""","""""","""""","""""",""""""
6470,"SHMT1","hsa-mir-182-5p","hsa-mir-335-3p",0.0015,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-335-3p","hsa-mir-182-5p",6470,17.6806787731989,17.2128826911949,"18.0735561204482","16.4239007618756","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6493,"SIM2","hsa-let-7d-5p","hsa-mir-98-5p",0.009,TRUE,NA,NA,NA,"tarbase","tarbase","hsa-mir-98-5p","hsa-let-7d-5p",6493,15.4107774745227,18.7081307202704,"14.522013480761","17.4131222956824","17.7466772497732","19.4281019293463","15.4602332287739","18.635679117788","18.6079165678592","16.4973174805151","""""","""""","""""",""""""
6498,"SKIL","hsa-mir-92b-3p","hsa-mir-33a-5p",0.0065,TRUE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-33a-5p","hsa-mir-92b-3p",6498,19.9074989090786,19.3169988265642,"18.8040000599339","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6505,"SLC1A1","hsa-mir-96-5p","hsa-mir-432-5p",0.0065,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-432-5p","hsa-mir-96-5p",6505,16.1012025575499,14.3305172708214,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6526,"SLC5A3","hsa-mir-18b-5p","hsa-mir-18a-5p",0.0035,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-18a-5p","hsa-mir-18b-5p",6526,18.2836314393102,17.8668389705099,"17.0480863380058","17.6089971860224","16.4961854925671","17.3835178637935","17.4156980696573","""""","""""","""""","""""","""""","""""",""""""
6526,"SLC5A3","hsa-mir-877-3p","hsa-mir-1-3p",0.0095,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-1-3p","hsa-mir-877-3p",6526,17.7588901852042,15.8735928055298,"16.8075445666036","15.2656562871449","16.6527985022398","17.4156980696573","16.24102087921","""""","""""","""""","""""","""""","""""",""""""
6526,"SLC5A3","hsa-mir-877-3p","hsa-mir-182-5p",0.001,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-182-5p","hsa-mir-877-3p",6526,17.7588901852042,16.8075445666036,"15.2656562871449","16.6407624339719","17.0480863380058","16.6527985022398","17.6089971860224","16.7823915250737","17.3835178637935","""""","""""","""""","""""",""""""
6526,"SLC5A3","hsa-mir-877-3p","hsa-mir-183-5p",0.004,FALSE,NA,NA,NA,"mirtarbase","mirtarbase tarbase","hsa-mir-183-5p","hsa-mir-877-3p",6526,17.7588901852042,15.5330616236601,"15.2656562871449","16.6407624339719","17.0480863380058","16.6527985022398","17.6089971860224","16.7823915250737","17.3835178637935","""""","""""","""""","""""",""""""
6526,"SLC5A3","hsa-mir-877-3p","hsa-mir-96-5p",0.0035,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-96-5p","hsa-mir-877-3p",6526,17.7588901852042,15.5330616236601,"16.6407624339719","17.0480863380058","16.6527985022398","17.6089971860224","16.7823915250737","17.3835178637935","""""","""""","""""","""""","""""",""""""
6533,"SLC6A6","hsa-mir-362-5p","hsa-mir-362-3p",0.007,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-362-3p","hsa-mir-362-5p",6533,17.006091695273,15.1858304506454,"17.2280760494938","17.0174885302458","17.0641126731986","13.0673850601742","16.1372882383661","17.1719092210993","17.3957884862837","15.7451800046221","""""","""""","""""",""""""
6533,"SLC6A6","hsa-mir-362-5p","hsa-mir-500b-5p",0.0025,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-500b-5p","hsa-mir-362-5p",6533,17.006091695273,15.1858304506454,"17.2280760494938","17.0174885302458","17.0641126731986","13.0673850601742","16.1372882383661","17.1719092210993","16.7323880166608","17.3957884862837","15.9746958692285","15.7451800046221","""""",""""""
6533,"SLC6A6","hsa-mir-500b-5p","hsa-mir-362-3p",0.0015,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-362-3p","hsa-mir-500b-5p",6533,17.006091695273,15.1858304506454,"17.2280760494938","17.0174885302458","16.9580394999086","17.0641126731986","13.0673850601742","16.1372882383661","17.1719092210993","16.1617364432256","17.3957884862837","15.7451800046221","""""",""""""
6533,"SLC6A6","hsa-mir-501-5p","hsa-mir-362-3p",0.0035,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-362-3p","hsa-mir-501-5p",6533,17.006091695273,15.1858304506454,"17.2280760494938","17.0174885302458","16.9580394999086","13.0673850601742","16.1372882383661","17.1719092210993","16.1617364432256","18.1950379188642","17.3957884862837","15.7451800046221","""""",""""""
6533,"SLC6A6","hsa-mir-501-5p","hsa-mir-500b-5p",0.007,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-500b-5p","hsa-mir-501-5p",6533,17.006091695273,15.1858304506454,"17.2280760494938","17.0174885302458","16.9580394999086","13.0673850601742","16.1372882383661","17.1719092210993","16.1617364432256","16.7323880166608","17.3957884862837","15.7451800046221","""""",""""""
6602,"SMARCD1","hsa-mir-21-5p","hsa-mir-744-5p",0.002,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-744-5p","hsa-mir-21-5p",6602,18.9592795311152,18.0201393382518,"20.2815101187706","19.7057576506946","18.986056173014","19.1061152099183","""""","""""","""""","""""","""""","""""","""""",""""""
6602,"SMARCD1","hsa-mir-501-5p","hsa-mir-182-5p",0.006,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-182-5p","hsa-mir-501-5p",6602,19.3721952501638,19.5288436143052,"18.6083954092318","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6603,"SMARCD2","hsa-mir-532-3p","hsa-mir-188-3p",0.0015,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-188-3p","hsa-mir-532-3p",6603,20.1203091461814,20.634008577102,"20.5017151006956","20.0274816988653","19.358127266661","20.9111479668616","19.1616051708221","18.9848977510684","19.9216965185695","20.0831455240432","19.6510132982322","""""","""""",""""""
6625,"SNRNP70","hsa-mir-676-3p","hsa-mir-502-5p",0.002,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/26296520'>PubMedLink</a>","tarbase","tarbase","hsa-mir-502-5p","hsa-mir-676-3p",6625,19.5532060992661,21.766285912772,"20.9100572647819","21.0456760855686","20.6637855241601","19.9509614993919","21.3587281556651","""""","""""","""""","""""","""""","""""",""""""
6648,"SOD2","hsa-mir-130a-5p","hsa-mir-9-5p",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29774090'>PubMedLink</a>","mirtarbase","mirtarbase","hsa-mir-9-5p","hsa-mir-130a-5p",6648,17.073331223309,18.4869092176229,"19.8450893537521","19.613408747082","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6648,"SOD2","hsa-mir-376a-3p","hsa-mir-188-3p",0,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29774090'>PubMedLink</a>","tarbase","tarbase","hsa-mir-188-3p","hsa-mir-376a-3p",6648,18.0001065945413,18.4869092176229,"19.8450893537521","18.5726042876591","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6648,"SOD2","hsa-mir-376b-3p","hsa-mir-188-3p",0.003,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29774090'>PubMedLink</a>","tarbase","tarbase","hsa-mir-188-3p","hsa-mir-376b-3p",6648,18.4869092176229,19.8694852291052,"17.8522672175791","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6648,"SOD2","hsa-mir-410-3p","hsa-mir-188-3p",0.0075,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29774090'>PubMedLink</a>","mirtarbase","tarbase","hsa-mir-188-3p","hsa-mir-410-3p",6648,18.4869092176229,19.8694852291052,"19.8450893537521","18.5726042876591","17.3957355034903","17.8522672175791","""""","""""","""""","""""","""""","""""","""""",""""""
6648,"SOD2","hsa-mir-502-5p","hsa-mir-376a-3p",0.0055,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29774090'>PubMedLink</a>","tarbase","tarbase","hsa-mir-376a-3p","hsa-mir-502-5p",6648,18.0001065945413,18.4869092176229,"18.5726042876591","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6720,"SREBF1","hsa-mir-495-3p","hsa-mir-134-5p",0.005,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/22672904'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24614076'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25270091'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28176325'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28356952'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30206735'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30452972'>PubMedLink</a>","mirtarbase","tarbase","hsa-mir-134-5p","hsa-mir-495-3p",6720,18.1478504003512,18.5950090957156,"17.887152827942","18.499048192102","18.0961760321503","18.534978773833","17.3362532164743","18.6665644376644","17.8648519711296","18.5024465921205","16.6198632720807","18.4042686412471","""""",""""""
6752,"SSTR2","hsa-mir-191-3p","hsa-mir-192-5p",0,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-192-5p","hsa-mir-191-3p",6752,14.8080324479945,15.4384776291766,"13.0664064338219","15.0264953243891","13.9101688032151","14.4102730786831","""""","""""","""""","""""","""""","""""","""""",""""""
6760,"SS18","hsa-mir-329-3p","hsa-mir-532-5p",0.0035,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-532-5p","hsa-mir-329-3p",6760,19.208936375505,18.7386254035063,"18.9433626915253","18.2650293057378","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6760,"SS18","hsa-mir-485-3p","hsa-mir-532-5p",0.0015,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-532-5p","hsa-mir-485-3p",6760,18.5445716717615,18.7386254035063,"18.9433626915253","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6760,"SS18","hsa-mir-485-3p","hsa-mir-542-3p",0.006,FALSE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-542-3p","hsa-mir-485-3p",6760,18.5445716717615,18.9433626915253,"18.6288364792189","18.5147659855451","18.4946064037816","18.391079035019","""""","""""","""""","""""","""""","""""","""""",""""""
6760,"SS18","hsa-mir-542-3p","hsa-mir-494-3p",0.002,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-494-3p","hsa-mir-542-3p",6760,18.9433626915253,18.6288364792189,"18.4946064037816","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6773,"STAT2","hsa-mir-363-3p","hsa-mir-1228-3p",0.008,TRUE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-1228-3p","hsa-mir-363-3p",6773,19.3149566973832,18.2721130252174,"19.6106539601599","18.9834007998346","18.5354298040664","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6867,"TACC1","hsa-mir-17-5p","hsa-mir-19b-1-5p",5e-04,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-19b-1-5p","hsa-mir-17-5p",6867,15.573956116563,17.4277130946477,"18.2191476443789","16.3649318666739","17.0889614310268","16.5377042624333","16.6269355221998","15.7228831815904","17.8739604890618","""""","""""","""""","""""",""""""
7020,"TFAP2A","hsa-mir-1306-3p","hsa-let-7c-5p",0,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/31814916'>PubMedLink</a>","tarbase","tarbase","hsa-let-7c-5p","hsa-mir-1306-3p",7020,17.0636660266592,17.9226941938662,"18.0350940214087","18.3705665654468","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7048,"TGFBR2","hsa-mir-17-5p","hsa-mir-30a-5p",0.001,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/10854545'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15993480'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22116456'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/7585631'>PubMedLink</a>","mirtarbase tarbase","tarbase","hsa-mir-30a-5p","hsa-mir-17-5p",7048,17.3613356990991,17.3672798884939,"18.5251293069703","18.6619041380223","14.7861109841805","18.9288929128577","19.1497418524472","""""","""""","""""","""""","""""","""""",""""""
7113,"TMPRSS2","hsa-mir-493-3p","hsa-mir-432-5p",0.006,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-432-5p","hsa-mir-493-3p",7113,17.0188848556542,18.392989600387,"15.6795650106692","15.6576447673296","15.7910738941904","15.7522846705402","12.2969171491664","10.850271367361","15.2567125390396","17.4462004296964","""""","""""","""""",""""""
7204,"TRIO","hsa-mir-98-5p","hsa-mir-92b-3p",0.006,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-92b-3p","hsa-mir-98-5p",7204,16.9541825173447,17.1732996152802,"17.4114463399629","18.3971255358518","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7227,"TRPS1","hsa-mir-183-5p","hsa-mir-182-5p",0.0015,TRUE,NA,NA,NA,"tarbase","tarbase","hsa-mir-182-5p","hsa-mir-183-5p",7227,15.0172965242868,17.7770811072889,"17.5240734278561","15.997257919481","15.4756514469562","18.0761237049293","15.4008291029441","18.1200233653093","17.8501778203828","15.7774380549495","17.0959531851764","""""","""""",""""""
7227,"TRPS1","hsa-mir-760","hsa-mir-194-3p",0.0035,TRUE,NA,NA,NA,"mirtarbase","tarbase","hsa-mir-194-3p","hsa-mir-760",7227,17.7770811072889,17.6851187591312,"17.0958199148928","17.3697878123114","16.9098281100995","15.7774380549495","18.2825535950246","17.4555496068402","""""","""""","""""","""""","""""",""""""
7227,"TRPS1","hsa-mir-96-5p","hsa-mir-182-5p",0.002,TRUE,NA,NA,NA,"tarbase","tarbase","hsa-mir-182-5p","hsa-mir-96-5p",7227,15.8347901481114,15.0172965242868,"17.7770811072889","17.5240734278561","15.4756514469562","18.0761237049293","15.4008291029441","18.1200233653093","17.8501778203828","15.7774380549495","17.0959531851764","""""","""""",""""""
7436,"VLDLR","hsa-mir-199a-3p","hsa-mir-17-5p",0.003,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-17-5p","hsa-mir-199a-3p",7436,17.2484542766414,16.969510355072,"16.3870692651685","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7436,"VLDLR","hsa-mir-199b-3p","hsa-mir-17-5p",0.004,FALSE,NA,NA,NA,"tarbase","mirtarbase tarbase","hsa-mir-17-5p","hsa-mir-199b-3p",7436,17.2484542766414,16.969510355072,"16.3870692651685","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7436,"VLDLR","hsa-mir-20a-5p","hsa-mir-199a-3p",0,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-199a-3p","hsa-mir-20a-5p",7436,17.2484542766414,16.969510355072,"16.3558518303386","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7436,"VLDLR","hsa-mir-20a-5p","hsa-mir-199b-3p",0.0015,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-199b-3p","hsa-mir-20a-5p",7436,17.2484542766414,16.969510355072,"16.3558518303386","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7675,"ZNF121","hsa-mir-542-3p","hsa-mir-584-5p",0.008,TRUE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-584-5p","hsa-mir-542-3p",7675,17.5244196862429,17.7678049665945,"17.3035794507832","18.6362414810548","15.7219631794863","16.5722911912225","17.3607753277391","""""","""""","""""","""""","""""","""""",""""""
7675,"ZNF121","hsa-mir-660-5p","hsa-let-7c-5p",0.007,TRUE,NA,NA,NA,"tarbase","tarbase","hsa-let-7c-5p","hsa-mir-660-5p",7675,16.9724624914035,16.9390653472045,"17.0727346954099","17.5244196862429","17.7678049665945","17.1841590883466","""""","""""","""""","""""","""""","""""","""""",""""""
7739,"ZNF185","hsa-mir-1-3p","hsa-mir-96-5p",5e-04,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-96-5p","hsa-mir-1-3p",7739,18.9164027418183,16.8684325013557,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7739,"ZNF185","hsa-mir-182-5p","hsa-mir-1-3p",5e-04,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-1-3p","hsa-mir-182-5p",7739,18.9164027418183,16.9455831399379,"18.1442617454556","16.8684325013557","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7739,"ZNF185","hsa-mir-206","hsa-mir-96-5p",0.0025,FALSE,NA,NA,NA,"mirtarbase","mirtarbase","hsa-mir-96-5p","hsa-mir-206",7739,18.5680188606714,17.2710162794993,"17.4934371454056","18.0452409559394","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7764,"ZNF217","hsa-mir-378a-3p","hsa-mir-139-5p",0.005,TRUE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29618950'>PubMedLink</a>",NA,"tarbase","tarbase","hsa-mir-139-5p","hsa-mir-378a-3p",7764,18.985957892303,17.7390812165821,"18.182470396646","17.9254150266042","15.3054118428978","17.2150617349163","17.2652268649572","18.2664876420253","18.0095169544226","""""","""""","""""","""""",""""""
7764,"ZNF217","hsa-mir-378a-5p","hsa-mir-139-5p",0.0095,TRUE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/29618950'>PubMedLink</a>",NA,"mirtarbase","tarbase","hsa-mir-139-5p","hsa-mir-378a-5p",7764,18.985957892303,17.7390812165821,"18.182470396646","15.3054118428978","17.2150617349163","17.2652268649572","18.2664876420253","18.0095169544226","""""","""""","""""","""""","""""",""""""
7764,"ZNF217","hsa-mir-503-5p","hsa-mir-10b-3p",0.005,TRUE,NA,NA,NA,"tarbase","tarbase","hsa-mir-10b-3p","hsa-mir-503-5p",7764,18.182470396646,18.6454275138299,"18.6255580081509","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7779,"SLC30A1","hsa-mir-18a-5p","hsa-mir-548o-3p",0.004,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-548o-3p","hsa-mir-18a-5p",7779,17.7122536409073,17.3176080323022,"16.918354902523","17.390293953588","16.7688236015356","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7832,"BTG2","hsa-mir-214-3p","hsa-mir-219a-1-3p",0,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-219a-1-3p","hsa-mir-214-3p",7832,22.7091695331584,20.3036261414458,"20.807275260026","20.4578069119933","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7832,"BTG2","hsa-mir-3187-3p","hsa-mir-129-2-3p",0.0085,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase","hsa-mir-129-2-3p","hsa-mir-3187-3p",7832,19.5325708854772,19.008356742352,"20.595778605145","20.807275260026","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7855,"FZD5","hsa-mir-99a-5p","hsa-mir-3065-5p",0.001,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-3065-5p","hsa-mir-99a-5p",7855,16.596703782592,17.1168773291791,"17.1701872324188","16.386913825088","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7976,"FZD3","hsa-mir-493-5p","hsa-mir-31-5p",0.002,FALSE,NA,NA,NA,"tarbase","mirtarbase","hsa-mir-31-5p","hsa-mir-493-5p",7976,16.1499237522691,16.5009259611248,"17.1018059062892","16.6985193681939","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8019,"BRD3","hsa-mir-141-3p","hsa-mir-182-5p",0.008,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/28805821'>PubMedLink</a>","mirtarbase tarbase","tarbase","hsa-mir-182-5p","hsa-mir-141-3p",8019,15.9647603908862,18.2293087195625,"17.1863547373171","17.4656021644904","17.0847218613888","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8106,"PABPN1","hsa-mir-296-5p","hsa-mir-769-3p",0.001,FALSE,NA,NA,NA,"tarbase","tarbase","hsa-mir-769-3p","hsa-mir-296-5p",8106,20.7452593492623,19.7189169686596,"20.8485901581185","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
