"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38","_c39","_c40","_c41","_c42","_c43","_c44","_c45","_c46","_c47","_c48","_c49","_c50","_c51","_c52","_c53","_c54","_c55","_c56","_c57","_c58","_c59","_c60","_c61","_c62","_c63","_c64","_c65","_c66","_c67","_c68","_c69","_c70","_c71","_c72","_c73","_c74","_c75","_c76","_c77","_c78","_c79","_c80","_c81","_c82","_c83","_c84","_c85"
2263,"FGFR2","hsa-mir-942-5p","hsa-mir-19b-1-5p",0,FALSE,NA,NA,"NA
NA
<a href='https://pubmed.ncbi.nlm.nih.gov/11325814'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11562460'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14559809'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14595756'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16391783'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16391783'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16773196'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17459342'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17697126'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18381441'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18829480'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18829480'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20331976'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21285871'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22240789'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22440694'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23493349'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23545898'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24457912'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24518603'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24626858'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24968263'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25047501'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25086186'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25222187'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25561797'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25576915'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25882375'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25972329'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26254407'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26516773'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26619011'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26933914'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27107424'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27197184'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27230412'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27245147'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27604308'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27802183'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28002800'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28002800'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28122360'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28501555'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28618942'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28629429'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28852882'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29177434'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29263244'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29263244'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29434882'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29786108'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29876827'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29987267'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30044964'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30045926'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30355943'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30662521'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31249137'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31258762'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31396354'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8440743'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9816310'>PubMedLink</a>","tarbase","mirtarbase",0.0680935288509445,0.259043603144163,0.00023290397361358,0.545833054462535,0.66336002198067,-0.0279390539777475,"hsa-mir-19b-1-5p","hsa-mir-942-5p",2263,16.097235528916,15.0648825078163,"15.1585180591179","17.4533841478484","16.513126450473","18.0781075611171","15.4199958079376","19.0246346854325","18.0022329694395","17.0142322516389","16.7014003157359","22.0654832942954","17.098152930727","17.5059358507285","17.5039678647038","18.04241150049","15.3129433564863","17.9247086006818","18.0907939126508","17.3307032875819","17.6219393771969","16.6160469406871","17.5810455552649","17.1064013199107","16.8864988013944","16.6845448546517","18.2790264592916","16.9163633116859","16.0390355128786","18.345598729987","18.3259150477966","17.9266871687286","16.3803118073448","14.21384308795","15.6154116834634","16.3019093203208","17.5780679629933","17.664040228672","17.0556166868519","18.4013782670016","17.4909208328769","16.5904423613427","17.4864221856145","17.2812915465777","17.4064251483405","19.3313987887091","18.195271244594","16.2548456609147","17.0613705455313","17.7237229970119","18.2646682188099","16.5193818501347","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2296,"FOXC1","hsa-mir-93-5p","hsa-mir-133a-3p",0.0025,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gSTAD/29045821'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSTAD/32978018'>PubMedLink</a>",NA,NA,"mirtarbase tarbase","tarbase",0.999171251666179,-0.00010975766234662,2.71783706778281e-20,-0.965365969178856,0.171443447981867,0.0891881393696939,"hsa-mir-133a-3p","hsa-mir-93-5p",2296,17.6627756175668,17.8498502461531,"15.7970418159814","18.9987737643285","18.5101446296348","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2335,"FN1","hsa-mir-130a-3p","hsa-mir-27a-5p",5e-04,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSTAD/29091326'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11786733'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15136764'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20210243'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/2297755'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25244057'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26324226'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28113080'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28978001'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30867749'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8286197'>PubMedLink</a>","tarbase","tarbase",0.111839455957363,-0.159397150465706,0.962703279414781,-0.00557734988313851,0.182228592268044,0.0794032410593728,"hsa-mir-27a-5p","hsa-mir-130a-3p",2335,19.6388053395569,20.7252705086622,"21.772180348097","22.8975382462659","21.7315314065358","22.395712843154","21.5746670814115","21.1788280516176","21.4304806707391","21.5892218389613","19.8489555745937","19.1112007337784","20.7181782620236","22.7040918238581","19.7203034063691","24.3069132866568","19.7292394098379","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2550,"GABBR1","hsa-mir-20a-5p","hsa-mir-339-5p",0,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase",0.242726557513436,0.102732858936134,0.838892226613413,-0.0226371964472025,0.493390222584688,-0.0461796687308404,"hsa-mir-339-5p","hsa-mir-20a-5p",2550,14.979628326176,15.8128273126637,"15.5790963355217","13.6004150924388","14.6604523905925","15.6662135568182","14.0532136213412","14.4824105837601","16.021749079098","16.0533815756236","16.5571788593368","16.76789624889","14.7542356053692","15.3763035469234","15.5141522999017","17.2473554195131","16.1349385594304","17.1028397647511","15.541278709228","13.9025223938079","17.1284605701375","16.0332580874896","16.1033094210637","17.0478472171137","16.145703300339","14.9198417862162","15.6755749867653","16.7517309929065","15.5368950598498","15.7063106072835","17.0371626641337","14.7748207931502","16.9746045185449","16.416025348887","12.3832996471232","14.359337620955","14.7655993583367","16.0046918937072","17.0058279002616","17.4946652014598","17.459169814201","16.5392042174898","16.8075959670932","16.5786749149614","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2550,"GABBR1","hsa-mir-339-5p","hsa-mir-93-5p",5e-04,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gSTAD/29045821'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSTAD/32978018'>PubMedLink</a>",NA,"tarbase","mirtarbase tarbase",0.838892226613413,-0.0226371964472025,0.999171251666179,-0.00010975766234662,0.493390222584688,-0.0461796687308404,"hsa-mir-93-5p","hsa-mir-339-5p",2550,15.1041983970555,14.979628326176,"15.8128273126637","15.5790963355217","13.8465362564291","15.4034792917966","14.6604523905925","15.6662135568182","15.8287019188944","14.4824105837601","16.021749079098","16.0533815756236","16.5571788593368","16.76789624889","14.7542356053692","15.3763035469234","15.5141522999017","17.2473554195131","16.1349385594304","17.1028397647511","15.541278709228","13.9025223938079","17.1284605701375","16.0332580874896","17.0478472171137","16.145703300339","14.9198417862162","15.6755749867653","16.8433664227919","15.7063106072835","17.0371626641337","14.7748207931502","14.675478428991","16.9746045185449","16.416025348887","14.8981926671507","15.5666046788525","14.7655993583367","16.0553746583848","16.0046918937072","17.0058279002616","17.4946652014598","17.459169814201","15.8922361825129","13.9211916617397","16.1449222387072","16.8075959670932","16.5786749149614","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2736,"GLI2","hsa-mir-424-5p","hsa-mir-503-5p",0,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gSTAD/28521389'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/19432668'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23371028'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28847472'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28975979'>PubMedLink</a>","tarbase","tarbase",0.299812649880184,0.107556097701813,7.68994998357287e-06,0.761018890773265,0.598325341501024,0.0361926871055493,"hsa-mir-503-5p","hsa-mir-424-5p",2736,16.6236982010454,16.592071065399,"14.4833644797263","17.620820287312","16.665138380658","16.4884957567406","16.3577843545333","16.7077504380004","14.9770098294104","16.3146476606636","16.5362597923547","16.9551210743133","16.0962754249714","16.0341621773815","16.5038793122191","16.5212412891143","15.8396919596296","14.5806087591518","14.5492908413521","16.0276374765607","16.2407047862439","16.0011530277162","14.4580824810903","16.6429283496851","15.2449003723419","15.3310541763399","15.2876226699647","17.5825615449338","17.2544146663948","15.8243405873161","15.5857936753631","11.8293267577437","13.3460922856008","14.5244420181501","14.1399144733986","12.0097544388373","15.1781557764447","14.7953931489648","14.3761847659871","15.3427723257362","15.7776806026885","15.9934773081328","17.9036658204531","16.6642685673948","15.8042759559032","14.8702051961901","16.3932022495135","15.9452324498366","15.1033796977331","15.8706393152283","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
2736,"GLI2","hsa-mir-503-5p","hsa-mir-342-5p",0.0025,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/19432668'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23371028'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28847472'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28975979'>PubMedLink</a>","tarbase","mirtarbase",7.68994998357287e-06,0.761018890773265,0.178921101436078,0.216006536809368,0.598325341501024,0.0361926871055493,"hsa-mir-342-5p","hsa-mir-503-5p",2736,16.6236982010454,15.2160105911593,"15.4342652182772","14.4833644797263","17.620820287312","16.665138380658","16.4884957567406","16.3577843545333","16.7077504380004","16.3146476606636","16.5362597923547","16.9551210743133","16.0962754249714","13.3736093425806","16.9992268212815","14.7774612100581","14.5492908413521","16.0276374765607","16.2407047862439","14.4580824810903","16.6429283496851","15.2449003723419","12.5720824255543","15.2876226699647","17.5825615449338","17.2544146663948","13.4974357492259","11.2265256844631","11.8293267577437","13.3460922856008","14.5244420181501","14.1399144733986","12.9219050961131","12.0097544388373","15.1781557764447","16.8283347257773","15.3427723257362","15.7776806026885","15.9934773081328","17.9036658204531","16.6642685673948","16.3932022495135","16.0844477813133","15.8706393152283","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3037,"HAS2","hsa-mir-502-5p","hsa-mir-20b-5p",0.0075,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSTAD/27866197'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11790779'>PubMedLink</a>","mirtarbase","mirtarbase",0.00032659568088177,0.847603601718807,0.00742106100654641,-0.33909227576865,0.953625767547462,0.00400201473881066,"hsa-mir-20b-5p","hsa-mir-502-5p",3037,16.5103300384243,15.7493089679964,"15.1661715029609","13.5355608134485","15.7092419330889","15.6456123587493","14.9036305748814","15.5040611430934","14.1372448348173","14.1023147411978","14.2304802199218","15.1907746400889","15.0957385676433","16.5187057157175","17.3937695945127","13.3243948937681","15.8506497056361","17.0374260194924","11.5166610467962","14.2663773045422","14.9801656369445","14.329454400458","16.8495536674409","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3205,"HOXA9","hsa-mir-126-3p","hsa-mir-141-5p",0.0045,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/19281776'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29113222'>PubMedLink</a>","mirtarbase tarbase","tarbase",0.0673309286345609,-0.135956893769933,0.00313585440533181,0.263450463792382,7.73661740187852e-07,0.391095205440178,"hsa-mir-141-5p","hsa-mir-126-3p",3205,9.05078209366157,12.4382561854537,"10.3763801968369","13.255795610733","13.6287402935308","13.2239443858224","11.1150956114328","15.9524943408628","12.7318051958438","14.3899686597142","11.9658298243075","10.9038572801728","10.3846295771363","12.4369826928332","13.9796827106598","11.2892578845036","13.3154080858121","12.3656538571775","13.3752909785488","13.2584814669569","18.1743540716609","13.5230356939504","12.8515818120707","13.6199870705434","15.0829590739134","9.91454534190383","13.657235645521","12.7796518712563","12.7679940822404","13.9310339622696","11.2793534398322","12.7022942943401","14.1819072369644","19.3881362120563","12.9917229470108","14.2736947058619","8.992101979032","10.606253649086","13.088051026954","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3371,"TNC","hsa-mir-224-5p","hsa-mir-452-3p",0.0055,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/16091738'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30698309'>PubMedLink</a>","tarbase","tarbase",0.253030798842151,0.147059635690642,0.197172528509716,0.262372935637888,0.89586601199303,-0.00809899614148123,"hsa-mir-452-3p","hsa-mir-224-5p",3371,20.9519537643391,18.4598154000588,"18.5544877692141","18.5816454595647","17.5230267436934","19.6240054779115","16.5651754077691","21.0351784311429","19.5468824011739","20.4192760953819","16.5027748358188","21.4343719709983","21.6436465787621","15.9881079688652","21.3642889891208","16.2053598042917","15.2559243944913","20.3689706043147","21.4001427807983","19.534309979453","16.7487325999955","16.7966688774093","15.0459558499615","20.5161198970589","17.3198068436887","18.7060319405075","16.3191651697506","17.9522175093974","20.2917162564901","16.5707668202429","22.2304768706061","20.9044996872039","19.5065941018081","18.9742205295125","20.469159963522","19.9305988652202","23.6990112385634","20.0338592602915","18.147083877793","15.2252140761389","16.5549253609772","22.6802970672203","18.2260364601977","16.0705837663836","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3488,"IGFBP5","hsa-mir-323b-3p","hsa-mir-193b-3p",0.001,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gSTAD/30390708'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/15665292'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16865675'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30745575'>PubMedLink</a>","mirtarbase","mirtarbase tarbase",0.0523753362248741,0.379606411666305,0.0363822407584391,-0.216702303508719,0.169444278935464,-0.07879026377524,"hsa-mir-193b-3p","hsa-mir-323b-3p",3488,21.5806021410045,21.2728880862662,"22.9188549249385","21.2191939988908","21.9396439324991","22.269584794353","20.8177487239623","20.6763756145467","21.1602215924095","20.8767757280904","22.3993249890834","21.8421097844731","19.6235697869177","19.2661392236893","21.4103976497762","20.0669502739374","20.268115346004","19.7190345909353","21.5274024617743","22.2091414156081","22.5139715448526","21.1069331126236","21.7324311672632","17.2738119527032","18.1342696967751","16.5999164155937","19.9618444427502","21.2298913672024","23.274159956856","20.7180853815438","22.8494591250791","20.0555457990811","20.031872536641","19.5762236870919","21.2157936034522","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3572,"IL6ST","hsa-mir-148a-3p","hsa-mir-155-5p",0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSTAD/30390708'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gSTAD/24805774'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSTAD/30008945'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSTAD/31103022'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/17724739'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18060032'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18431520'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20008143'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20801119'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22789672'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28160627'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29417587'>PubMedLink</a>","tarbase","tarbase",0.00077981421174787,-0.210134562082937,0.578692177586061,-0.0468054610983478,0.536053071931386,-0.0376396137522029,"hsa-mir-155-5p","hsa-mir-148a-3p",3572,17.8083057235546,18.27540639604,"19.8651699685133","19.4824353008968","18.4778867580481","19.4248450607502","19.8886362352252","19.8972390997182","19.5978598168193","19.0145751394838","19.403927942774","19.5685732745496","20.2450049747012","19.2714762179717","19.823561130333","18.5415795037113","19.3274876127287","20.1050972365272","20.2041840404346","18.7372010676751","19.5026325630033","18.4228799532957","19.0491663801295","19.5343117496411","17.3578068069071","19.7723306249956","17.4950486572488","18.1979960402169","20.5044506231269","17.8093223855462","18.0962437046631","17.8625591359993","18.2828088553305","19.9235794331286","20.5098485785335","20.1277867137415","18.6711672519661","18.9281987432619","20.5315001686095","19.0670524423671","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3624,"INHBA","hsa-mir-338-5p","hsa-mir-129-5p",0.0055,FALSE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gSTAD/24055727'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSTAD/24969565'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSTAD/28482162'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSTAD/28653880'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSTAD/29879625'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/12088879'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17601708'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20043075'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24778035'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28652421'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30963572'>PubMedLink</a>","tarbase","tarbase",0.0147586350112855,-0.30862694495114,5.26617623704264e-11,-0.889761445258758,1.00774245379091e-06,0.335759617113556,"hsa-mir-129-5p","hsa-mir-338-5p",3624,18.8135674089405,17.2443252549727,"18.4337250520586","17.1361032131986","18.6918262847913","16.5796575170622","17.4990115506665","15.3945947313221","16.8998182950801","16.4018613799898","17.1188564924704","16.3233789721539","16.3197810052251","19.2716521505292","16.2596670696944","18.9194385725262","17.2559825616286","18.5841138163708","14.8187272165157","16.1072993386471","16.4104384547905","21.2515662502071","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
3659,"IRF1","hsa-mir-195-5p","hsa-mir-93-5p",0.0065,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gSTAD/27756776'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gSTAD/29045821'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSTAD/32978018'>PubMedLink</a>","NA
NA
NA
<a href='https://pubmed.ncbi.nlm.nih.gov/10395927'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19851330'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27866197'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30305853'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31113461'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31186404'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9679752'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9679752'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9679752'>PubMedLink</a>","tarbase","mirtarbase tarbase",1.87226044199887e-06,-0.480718571500095,0.999171251666179,-0.00010975766234662,0.844776026676687,0.0121580132740419,"hsa-mir-93-5p","hsa-mir-195-5p",3659,18.9400921090965,17.9021650272648,"19.4834661747433","18.9625363761505","16.4682521561445","20.0212156949103","18.0368678445164","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
