"entrezgene_id","hgnc_symbol","mirna1","mirna2","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","mi2","mi1","mrna","_c3","_c4","_c5","_c6","_c7","_c8","_c9","_c10","_c11","_c12","_c13","_c14","_c15","_c16","_c17","_c18","_c19","_c20","_c21","_c22","_c23","_c24","_c25","_c26","_c27","_c28","_c29","_c30","_c31","_c32","_c33","_c34","_c35","_c36","_c37","_c38","_c39","_c40","_c41","_c42","_c43","_c44","_c45","_c46","_c47","_c48","_c49","_c50","_c51","_c52","_c53","_c54","_c55","_c56","_c57","_c58","_c59","_c60","_c61","_c62","_c63","_c64","_c65","_c66","_c67","_c68","_c69","_c70","_c71","_c72","_c73","_c74","_c75","_c76","_c77","_c78","_c79","_c80","_c81","_c82","_c83","_c84","_c85"
6542,"SLC7A2","hsa-mir-424-5p","hsa-mir-362-3p",5e-04,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSTAD/28521389'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gSTAD/25842353'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSTAD/25842353'>PubMedLink</a>",NA,"tarbase","tarbase",0.299812649880184,0.107556097701813,0.00479112590003083,0.512092745788515,0.476749067242735,-0.0477658638184551,"hsa-mir-362-3p","hsa-mir-424-5p",6542,16.4353615497656,16.6109151590705,"17.8204790450373","16.6856958075371","16.8456782249842","17.6529712461988","15.5731376423438","16.4804629269198","17.0152658902095","13.1326054416444","16.2931176644597","13.3602240517961","15.6904979314749","14.743701823634","17.6924136773497","15.9663086449158","15.9962339707744","18.124973092668","16.6537963757417","14.3091862862706","15.6413939982609","16.2113112722018","16.5214765441358","14.2583843406166","13.3668100406084","16.4188505130102","16.5883332769769","12.7099494313791","13.8766879752239","16.8612975466233","12.9860586416008","16.1763483227656","16.1192273333718","15.3733046631989","14.4694022791694","15.8901192855871","15.9835933617918","16.2968518860555","16.6011989238209","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6542,"SLC7A2","hsa-mir-424-5p","hsa-mir-452-3p",0.005,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSTAD/28521389'>PubMedLink</a>",NA,NA,"tarbase","mirtarbase tarbase",0.299812649880184,0.107556097701813,0.197172528509716,0.262372935637888,0.476749067242735,-0.0477658638184551,"hsa-mir-452-3p","hsa-mir-424-5p",6542,14.8988505356844,16.4353615497656,"17.3809219262292","12.5854570603609","14.578095577539","17.8204790450373","16.8456782249842","16.7904862092463","16.5782003677771","17.9464662925453","11.6836345220385","15.5731376423438","16.4804629269198","11.9896142950446","17.0152658902095","16.2931176644597","15.8285349020215","15.3278464340621","17.6924136773497","15.9962339707744","13.3892595408116","16.6537963757417","14.3091862862706","15.4785051776875","15.6413939982609","16.2113112722018","14.8744164418726","15.6271063509975","15.2760139899324","16.4188505130102","16.5883332769769","12.7099494313791","16.8612975466233","12.9860586416008","16.1763483227656","16.1192273333718","16.3900627526886","16.2968518860555","15.9355204857012","14.5548710575631","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6664,"SOX11","hsa-mir-204-5p","hsa-mir-942-5p",0.0025,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gSTAD/25429829'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/24604109'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25801783'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26925788'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30221780'>PubMedLink</a>","tarbase","tarbase",7.4555638783492e-16,-1.16144254034647,0.0680935288509445,0.259043603144163,1.63795745783685e-06,0.412983907196049,"hsa-mir-942-5p","hsa-mir-204-5p",6664,12.3037468796717,9.46214250320617,"13.1773669658361","10.5591592375204","13.4554468059172","11.9691570252355","12.1927730898215","10.4012018575321","10.8152746321021","11.1968372215154","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6671,"SP4","hsa-mir-192-5p","hsa-mir-145-5p",0.006,TRUE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gSTAD/27143926'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSTAD/27460730'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSTAD/28382284'>PubMedLink</a>",NA,"mirtarbase tarbase","tarbase",0.197005518340449,0.0875254484404351,3.98528546062009e-11,-0.447160813019103,0.708990105669434,0.0250578542956411,"hsa-mir-145-5p","hsa-mir-192-5p",6671,16.9948566502811,15.83431263148,"17.2180333725155","15.9879485226403","17.0082849697109","15.796509834015","14.7125396817691","17.4307723035264","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6689,"SPIB","hsa-mir-141-5p","hsa-mir-942-5p",0.007,TRUE,NA,NA,NA,"mirtarbase","mirtarbase",0.00313585440533181,0.263450463792382,0.0680935288509445,0.259043603144163,0.80077716241169,-0.0177624879708283,"hsa-mir-942-5p","hsa-mir-141-5p",6689,12.295228456877,12.1137604914541,"16.3072404990733","14.0360104227331","14.1709719120169","14.2920580533573","14.0358204394206","12.0358158915781","9.50152235145386","14.9565744796296","12.2327208544285","14.4477679581449","18.0819844604331","14.1234012209013","14.4518731833807","14.3723721088123","16.9120564862328","14.2332860002609","14.2018402430767","9.14447855738261","14.547215805585","14.9932012578188","15.595340658933","15.1162408328246","13.4995588440406","14.2496856967775","12.3517351037816","14.577043115929","14.3066816347362","15.5966627900409","12.7728905717787","13.7843246957323","12.8015868934311","13.4921372128631","18.4849289760918","18.453597370189","14.7339720814856","16.194112309301","13.1276243300371","17.3246823818265","17.5588665887199","13.3537158325188","9.49052008203669","14.7047851816105","16.7273010637813","15.0609237070422","15.4007637392988","13.9486612006227","17.2482322597678","13.9626297661419","14.1387848603332","16.7325232027827","12.4461136581062","14.8235549691431","12.6083264345565","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
6860,"SYT4","hsa-mir-142-3p","hsa-mir-3065-5p",0.007,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSTAD/29849811'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSTAD/31307199'>PubMedLink</a>",NA,NA,"mirtarbase tarbase","mirtarbase",0.468602169448152,0.0560466349165646,0.812028444550751,-0.0466277511202366,0.0005993360235994,-0.569721709792198,"hsa-mir-3065-5p","hsa-mir-142-3p",6860,12.3192350398503,12.8600726114058,"10.3281467891064","7.57762207205497","7.91042437874856","11.6693946205837","14.4131705204014","13.7890223408796","12.6586573817991","11.9473345381593","7.13406318998476","12.6418416568689","11.6365603856091","11.5153206940398","9.10609385242721","6.2943580083763","13.3952554185239","9.1016533239561","12.1389015713481","9.27268231062225","13.1411301653652","14.8552668419209","-2","6.99700983761628","11.3728301230013","13.9129730768497","6.18286733658797","10.2350031673445","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7057,"THBS1","hsa-mir-193b-3p","hsa-mir-193b-5p",0,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSTAD/30390708'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/11253112'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11882904'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11891177'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12695555'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12719977'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12746473'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12759541'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16650813'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18425817'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22011138'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22231149'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22729516'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23765259'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25862862'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26222671'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26324226'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28339036'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30568862'>PubMedLink</a>","tarbase","tarbase",0.0363822407584391,-0.216702303508719,0.0310398344558187,-0.356743222713562,0.61388740121116,0.0302893080988108,"hsa-mir-193b-5p","hsa-mir-193b-3p",7057,21.2311536792498,20.9747541537939,"20.7222481393376","20.2294457595505","22.1346608856208","20.4709501640025","22.9886760032946","21.4391385441884","21.5365317340861","20.4957944151449","19.4246631988075","22.6249480658745","20.1031718594345","20.4524464651784","18.3879276368612","21.2339881226861","19.8788529889233","20.9709917239415","17.6826319867274","18.211762597862","19.9576844704713","20.5726001228452","18.5451627836069","20.0786646117985","20.1354799753617","20.8862431557237","20.7723346196179","20.2883124592067","18.1814402084123","18.7352400261992","21.2748366081289","18.7966724174536","16.7586284411055","17.513082401285","21.2646219080291","20.0200436855727","17.1567624186981","20.891572080262","17.036428967006","19.3153490427565","19.8553429131806","19.2735513914131","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7068,"THRB","hsa-mir-26b-5p","hsa-mir-320b",0.002,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gSTAD/29434996'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/16231318'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25302749'>PubMedLink</a>","tarbase","mirtarbase",0.00117373995501474,-0.254201813801667,0.0169681931332986,0.374358476394447,0.0911470949705518,-0.111887151443907,"hsa-mir-320b","hsa-mir-26b-5p",7068,15.4914903399554,15.6617589062019,"12.6689547994374","14.7278639230486","17.163986883904","15.438915196286","16.1927513923815","15.7687608413073","16.0301001225873","13.1038015703846","14.6439198276106","16.6266291736471","16.6763223213096","17.1898633687112","15.2737319654876","15.4062986635368","16.3974048057541","17.9470973381839","16.6242499544855","13.9875403365971","17.2901321444491","16.2999013917067","16.9259928289828","16.3661684626998","16.5908967528421","14.8928019457681","17.4390052186185","17.5084671024007","14.1454134906565","15.1348679852093","15.5364411315017","15.4712576592771","16.9993115732028","16.7515712315424","15.6084587171654","16.4554285556553","16.5292384262652","16.958924539275","15.0023847055609","14.3022373719626","17.7247870996194","15.9297782015939","16.7140700921504","18.0401137753529","13.6250116978356","16.3057222724974","16.2715212268894","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7068,"THRB","hsa-mir-320b","hsa-mir-204-5p",0.005,TRUE,NA,"<a href='https://pubmed.ncbi.nlm.nih.gSTAD/25429829'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/16231318'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25302749'>PubMedLink</a>","mirtarbase","mirtarbase",0.0169681931332986,0.374358476394447,7.4555638783492e-16,-1.16144254034647,0.0911470949705518,-0.111887151443907,"hsa-mir-204-5p","hsa-mir-320b",7068,16.933422623556,13.9875403365971,"16.3661684626998","16.5908967528421","15.5364411315017","15.4712576592771","14.5244116670567","16.9993115732028","16.7515712315424","16.958924539275","16.2598267095302","13.6523024714563","13.8753023280113","13.6250116978356","16.3057222724974","17.5273470054981","14.5963080551591","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7091,"TLE4","hsa-mir-335-5p","hsa-mir-155-5p",5e-04,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gSTAD/24805774'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSTAD/29215918'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSTAD/33685481'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gSTAD/24805774'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSTAD/30008945'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSTAD/31103022'>PubMedLink</a>",NA,"mirtarbase tarbase","mirtarbase tarbase",0.383166360453186,0.130047270877898,0.578692177586061,-0.0468054610983478,0.086171329200905,-0.110885934341597,"hsa-mir-155-5p","hsa-mir-335-5p",7091,16.6719963591263,16.6461519427515,"16.7834497264074","16.8782570713941","15.3222027425891","16.5822747467999","16.9032315265436","17.411497383288","17.2322059377825","16.2070667291813","17.8413479241771","17.0732065600434","17.3971017040752","16.7945376834023","17.3985967486369","14.3481117614596","16.6228517389019","16.2717768025703","17.2938538590438","16.2721671564407","15.7702658290608","16.6935345984957","16.012056789453","16.3357784034023","17.2493104295606","17.671582961624","15.7120681596771","17.0370378510547","17.2642616031653","16.5065298764817","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7546,"ZIC2","hsa-mir-129-5p","hsa-mir-629-3p",0.0015,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gSTAD/24055727'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSTAD/24969565'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSTAD/28482162'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSTAD/28653880'>PubMedLink</a> <a href='https://pubmed.ncbi.nlm.nih.gSTAD/29879625'>PubMedLink</a>",NA,NA,"tarbase","tarbase",5.26617623704264e-11,-0.889761445258758,0.095788574954283,0.282622735370917,9.92483240138227e-05,0.406228541774038,"hsa-mir-629-3p","hsa-mir-129-5p",7546,13.5847572606518,15.238450793636,"9.23913789001808","15.7736160451784","7.50595815819693","15.0152549451512","14.0886248750311","16.2430979430243","15.8959905610257","14.0631859060689","13.2166885617364","15.5944617424025","16.3502995121462","17.0150119244881","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7559,"ZNF12","hsa-mir-130b-3p","hsa-mir-125b-5p",0.005,FALSE,NA,NA,NA,"mirtarbase tarbase","tarbase",0.00137740749306352,0.42613154479975,8.82812523827531e-05,-0.314248291065357,0.562467444766649,0.0371786625098938,"hsa-mir-125b-5p","hsa-mir-130b-3p",7559,18.1974035314954,17.4251828586632,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7594,"ZNF43","hsa-mir-223-5p","hsa-mir-3928-3p",0,TRUE,NA,NA,NA,"tarbase","tarbase",0.0818554560178245,0.302062361589937,0.0520356490319068,0.48073545823966,0.335978975929364,-0.066012997329823,"hsa-mir-3928-3p","hsa-mir-223-5p",7594,14.9150088972873,15.3862136301623,"15.6612777935719","15.285592486715","14.4752830334161","15.7834677356085","15.6605383728475","15.4657123112147","15.5408603753405","15.7398033069236","15.9549505887342","15.5264954354905","14.584289496809","15.2639505880093","14.4339191176714","16.9696066269625","15.8664333236634","12.5595460548044","14.815930320552","12.7242410882603","14.4403934316858","12.440182735532","14.9468904719716","15.546889715498","13.3717605699716","12.9620734837803","12.7265829759329","13.2317845197711","15.2303261976667","15.2540127589491","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
7764,"ZNF217","hsa-mir-143-3p","hsa-mir-33a-5p",0.0095,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gSTAD/28404925'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/25202062'>PubMedLink</a>","tarbase","mirtarbase tarbase",4.7752268139614e-09,-0.331700701738203,0.71941321404723,-0.0440369274529645,0.208573598281061,0.0794438672028691,"hsa-mir-33a-5p","hsa-mir-143-3p",7764,17.9662654914675,18.4602706346109,"19.1021568842256","18.5501702498533","18.483887501571","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8038,"ADAM12","hsa-mir-200b-3p","hsa-mir-1-3p",0.0065,FALSE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/15586220'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22984426'>PubMedLink</a>","mirtarbase","mirtarbase tarbase",0.0154837332779074,0.195617367638572,1.91853343624772e-19,-0.902171756398943,2.31406173929818e-06,0.34729884747349,"hsa-mir-1-3p","hsa-mir-200b-3p",8038,17.678202526496,17.5242912147823,"13.172260917829","17.1146117695363","16.2278661134469","17.0679450603343","16.5278990672905","14.745463532465","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8091,"HMGA2","hsa-mir-194-5p","hsa-mir-363-3p",0.0085,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gSTAD/30405772'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gSTAD/26171025'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/17477356'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18413822'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18843278'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23135750'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25037576'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26858029'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27878307'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28119367'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28337375'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28436711'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28533522'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29245994'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31186705'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31249473'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31845519'>PubMedLink</a>","mirtarbase tarbase","mirtarbase",0.06482631142718,0.131732905054342,3.47893283352461e-05,-0.552224967438649,7.18216689284682e-06,0.347840653275838,"hsa-mir-363-3p","hsa-mir-194-5p",8091,10.3383325169228,13.1595956187633,"14.2648324549934","19.3066897640137","14.621221812408","10.5884356810474","17.7240664933414","18.3570381999377","14.886981190196","19.0396531727651","17.0962982683939","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8091,"HMGA2","hsa-mir-196b-5p","hsa-mir-30c-2-3p",0,TRUE,"<a href='https://pubmed.ncbi.nlm.nih.gSTAD/29453320'>PubMedLink</a>",NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/17477356'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18413822'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18843278'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23135750'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25037576'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26858029'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27878307'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28119367'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28337375'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28436711'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28533522'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29245994'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31186705'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31249473'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31845519'>PubMedLink</a>","mirtarbase tarbase","tarbase",2.13818164204541e-19,1.01692373169472,3.80163964077377e-06,-0.497156237598487,7.18216689284682e-06,0.347840653275838,"hsa-mir-30c-2-3p","hsa-mir-196b-5p",8091,14.8338423316282,14.8693408057679,"10.7217956886894","19.3066897640137","15.0094586580043","13.7527640230754","11.6955120420045","16.0602781996929","15.0441285361573","14.8191468379573","12.4862541331977","15.3617964996723","15.5165894403705","10.2283617235139","13.8477654056765","14.5181375234665","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
8091,"HMGA2","hsa-mir-33a-5p","hsa-mir-30c-2-3p",0.003,TRUE,NA,NA,"<a href='https://pubmed.ncbi.nlm.nih.gov/17477356'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18413822'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18843278'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23135750'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25037576'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26858029'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27878307'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28119367'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28337375'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28436711'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28533522'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29245994'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31186705'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31249473'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31845519'>PubMedLink</a>","mirtarbase tarbase","tarbase",0.71941321404723,-0.0440369274529645,3.80163964077377e-06,-0.497156237598487,7.18216689284682e-06,0.347840653275838,"hsa-mir-30c-2-3p","hsa-mir-33a-5p",8091,14.621221812408,14.179961298758,"13.7950346780904","15.6131625540144","14.2119792988495","14.5206354241983","15.3617964996723","15.5165894403705","13.8477654056765","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
