source,target,ModeOfRegulation,edgeType
hsa-mir-142-3p,hsa-mir-142-3p/hsa-mir-203a-3p,"",direct
hsa-mir-204-5p,hsa-mir-204-5p/hsa-mir-874-3p,"",direct
hsa-mir-1-3p,hsa-mir-1-3p/hsa-mir-203a-3p,"",direct
hsa-mir-369-3p,hsa-mir-369-3p/hsa-mir-654-5p,"",direct
hsa-mir-379-5p,hsa-mir-379-5p/hsa-mir-410-3p,"",direct
hsa-mir-410-3p,hsa-mir-410-3p/hsa-mir-494-3p,"",direct
hsa-mir-493-5p,hsa-mir-493-5p/hsa-mir-654-5p,"",direct
hsa-mir-410-3p,hsa-mir-410-3p/hsa-mir-654-5p,"",direct
hsa-mir-299-5p,hsa-mir-299-5p/hsa-mir-377-3p,"",direct
hsa-mir-299-5p,hsa-mir-299-5p/hsa-mir-377-3p,"",direct
hsa-mir-370-3p,hsa-mir-370-3p/hsa-mir-543,"",direct
hsa-mir-370-3p,hsa-mir-370-3p/hsa-mir-543,"",direct
hsa-mir-370-3p,hsa-mir-370-3p/hsa-mir-433-3p,"",direct
hsa-mir-299-5p,hsa-mir-299-5p/hsa-mir-377-3p,"",direct
hsa-mir-204-5p,hsa-mir-204-5p/hsa-mir-218-5p,"",direct
hsa-mir-18a-5p,hsa-mir-18a-5p/hsa-mir-582-5p,"",direct
hsa-mir-184,hsa-mir-184/hsa-mir-338-5p,"",direct
hsa-mir-130b-3p,hsa-mir-130b-3p/hsa-mir-30c-1-3p,"",direct
hsa-mir-195-3p,hsa-mir-195-3p/hsa-mir-214-5p,"",direct
hsa-mir-136-5p,hsa-mir-136-5p/hsa-mir-222-3p,"",direct
hsa-mir-30c-2-3p,hsa-mir-30c-2-3p/hsa-mir-335-5p,"",direct
hsa-mir-376b-3p,hsa-mir-376b-3p/hsa-mir-433-3p,"",direct
hsa-mir-299-5p,hsa-mir-299-5p/hsa-mir-376b-3p,"",direct
hsa-mir-222-3p,hsa-mir-222-3p/hsa-mir-381-3p,"",direct
hsa-mir-125a-5p,hsa-mir-125a-5p/hsa-mir-335-5p,"",direct
hsa-mir-20a-5p,hsa-mir-20a-5p/hsa-mir-224-5p,"",direct
hsa-mir-377-5p,hsa-mir-377-5p/hsa-mir-497-5p,"",direct
hsa-mir-10a-5p,hsa-mir-10a-5p/hsa-mir-199a-5p,"",direct
hsa-mir-378a-3p,hsa-mir-378a-3p/hsa-mir-497-5p,"",direct
hsa-mir-337-3p,hsa-mir-337-3p/hsa-mir-539-5p,"",direct
hsa-mir-409-3p,hsa-mir-409-3p/hsa-mir-942-5p,"",direct
hsa-mir-10a-5p,hsa-mir-10a-5p/hsa-mir-145-5p,"",direct
hsa-mir-10a-5p,hsa-mir-10a-5p/hsa-mir-199a-5p,"",direct
hsa-let-7e-3p,hsa-let-7e-3p/hsa-mir-145-5p,"",direct
hsa-mir-199a-5p,hsa-mir-199a-5p/hsa-mir-582-5p,"",direct
hsa-mir-199a-5p,hsa-mir-199a-5p/hsa-mir-377-5p,"",direct
hsa-mir-145-5p,hsa-mir-145-5p/hsa-mir-377-5p,"",direct
hsa-mir-493-3p,hsa-mir-493-3p/hsa-mir-548b-3p,"",direct
hsa-mir-181c-5p,hsa-mir-181c-5p/hsa-mir-363-3p,"",direct
hsa-mir-125b-2-3p,hsa-mir-125b-2-3p/hsa-mir-182-5p,"",direct
hsa-mir-146a-5p,hsa-mir-146a-5p/hsa-mir-32-3p,"",direct
hsa-mir-381-3p,hsa-mir-381-3p/hsa-mir-653-5p,"",direct
hsa-mir-155-5p,hsa-mir-155-5p/hsa-mir-218-5p,"",direct
hsa-mir-675-3p,hsa-mir-675-3p/hsa-mir-877-5p,"",direct
hsa-mir-377-3p,hsa-mir-377-3p/hsa-mir-494-3p,"",direct
hsa-mir-145-5p,hsa-mir-145-5p/hsa-mir-200a-3p,"",direct
hsa-mir-181c-5p,hsa-mir-181c-5p/hsa-mir-27a-5p,"",direct
