"entrezgene_id","hgnc_symbol","mirna1","mirna2","Two_Var_XZ","Two_Var_YZ","Lancaster_XY_Z","is_mrna_tf","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","median1","median2","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC"
7037,"TFRC","hsa-mir-136-5p","hsa-mir-450b-5p",0.012,0.0115,0.0025,FALSE,"NA","mirtarbase  "," tarbase ",18.0089032873736,16.3539259817948,0.563948455025152,0.248335350726099,0.600158775770169,0.275657000375095,0.844948785941294,-0.0478607186643295
7037,"TFRC","hsa-mir-181d-5p","hsa-mir-125b-5p",0.215,0.315,0,FALSE,"NA","mirtarbase  "," tarbase ",17.9886322318543,16.8008439759264,0.967716607670118,-0.0173332326949237,0.898710457879206,-0.0377813040274455,0.844948785941294,-0.0478607186643295
7041,"TGFB1I1","hsa-mir-20b-5p","hsa-mir-17-5p",0.0205,0.0885,0.001,FALSE,"NA"," tarbase "," tarbase ",16.1449564589389,15.0989632865453,0.965618756843915,-0.0151982693215879,0.917479117921738,-0.0333613925829875,0.83753449747863,-0.0525339367420651
7041,"TGFB1I1","hsa-mir-20b-5p","hsa-mir-196b-5p",0.0675,0.39,0.001,FALSE,"NA"," tarbase "," tarbase ",16.1242188348268,15.1067735112125,0.965618756843915,-0.0151982693215879,0.682616000640161,-0.135733297458353,0.83753449747863,-0.0525339367420651
7041,"TGFB1I1","hsa-mir-20b-5p","hsa-mir-93-5p",0.021,0.06,0.001,FALSE,"NA"," tarbase "," tarbase ",16.1817255231698,14.8035458305066,0.965618756843915,-0.0151982693215879,0.745306187188725,-0.0919957586453292,0.83753449747863,-0.0525339367420651
7041,"TGFB1I1","hsa-mir-93-5p","hsa-mir-196b-5p",0.0455,0.44,0.008,FALSE,"NA"," tarbase "," tarbase ",16.1449564589389,15.0989632865453,0.745306187188725,-0.0919957586453292,0.682616000640161,-0.135733297458353,0.83753449747863,-0.0525339367420651
7106,"TSPAN4","hsa-mir-766-3p","hsa-mir-182-5p",0.058,0.0205,0.002,FALSE,"NA"," tarbase "," tarbase ",17.69547303335,16.6538621527078,0.342952519313737,-0.385149460533401,0.69245340215736,0.112480408649869,0.867800024351053,0.0404954396483877
7133,"TNFRSF1B","hsa-mir-125a-5p","hsa-mir-130a-3p",0.263,0.085,0.001,FALSE,"NA"," tarbase "," tarbase ",18.7708643547509,17.7705444196011,0.746124833643418,-0.102278646080494,0.951414196840403,0.0229481688594441,0.730771178029497,-0.0814375295231063
7222,"TRPC3","hsa-mir-19a-3p","hsa-mir-301b-3p",0.0185,0.018,0.0015,FALSE,"NA","mirtarbase  ","mirtarbase  ",8.70403769429134,6.29876346241603,0.506465928068295,0.279537672695135,0.611646237330466,0.426879104982689,0.486768467873527,-0.419930321244589
7275,"TUB","hsa-mir-181a-2-3p","hsa-mir-92b-3p",0.026,0.057,0,FALSE,"NA"," tarbase "," tarbase ",16.4288535391393,15.1304087304395,0.687445859439419,-0.12800654288597,0.851739641894512,0.0782775852530279,0.900404164547781,-0.032452700275396
7412,"VCAM1","hsa-mir-181b-5p","hsa-mir-195-5p",0.0155,0.2495,0.0075,FALSE,"NA","mirtarbase  "," tarbase ",18.5557838533609,15.0679591135773,0.640111007517761,-0.144215781766585,0.802263159596797,-0.103260719790816,0.925591402746963,-0.0232020463902728
7422,"VEGFA","hsa-mir-133a-3p","hsa-mir-9-5p",0.7005,0.0455,0.0025,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/24870739'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24870739'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27387303'>PubMedLink</a>","mirtarbase  ","mirtarbase tarbase ",16.4740206781228,15.0183076447005,0.000844373613244579,-1.74705089858174,0.574084582768252,-0.209489925845173,0.867379240502139,0.0434094042687226
7422,"VEGFA","hsa-mir-3662","hsa-mir-205-3p",0.0855,0.7675,0.0055,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gov/24870739'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24870739'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27387303'>PubMedLink</a>","mirtarbase  ","mirtarbase  ",17.2114886218509,14.9279003779154,0.967570488027407,0.0421793274695032,0.379128959520529,0.553578498485653,0.867379240502139,0.0434094042687226
7468,"NSD2","hsa-mir-520a-3p","hsa-mir-519d-3p",0.0215,0.0335,0.004,FALSE,"NA"," tarbase ","mirtarbase  ",17.4368023862926,16.3531834599531,0.0883581724058531,2.06854596236424,0.134909240297518,2.30279849563169,0.822008658152234,-0.0545715658564867
7468,"NSD2","hsa-mir-520g-3p","hsa-mir-519d-3p",0.03,0.0245,0.0045,FALSE,"NA","mirtarbase  ","mirtarbase  ",17.468123395916,16.3531834599531,0.167154957567133,2.00551902792671,0.134909240297518,2.30279849563169,0.822008658152234,-0.0545715658564867
7468,"NSD2","hsa-mir-520h","hsa-mir-519d-3p",0.0305,0.03,0.009,FALSE,"NA","mirtarbase  ","mirtarbase  ",17.4054813766693,16.3531834599531,0.135085598749222,2.47668886051169,0.134909240297518,2.30279849563169,0.822008658152234,-0.0545715658564867
7552,"ZNF711","hsa-mir-497-3p","hsa-mir-9-5p",0.772,0.019,0.004,TRUE,"NA"," tarbase "," tarbase ",16.8675624794334,14.7290967626009,0.138447287919007,1.47840276611464,0.574084582768252,-0.209489925845173,0.84456471627801,-0.0485790995643971
7652,"ZNF99","hsa-mir-548t-5p","hsa-mir-16-1-3p",0.036,0.0155,0.0055,FALSE,"NA","mirtarbase  ","mirtarbase tarbase ",10.536442664633,8.44013501114969,0.510874248285965,-0.479032395207106,0.818657747974804,0.110477663543906,0.895089916837756,-0.073343245008779
7763,"ZFAND5","hsa-mir-30a-5p","hsa-let-7a-2-3p",0.0695,0.8105,0.0035,FALSE,"NA","mirtarbase tarbase "," tarbase ",20.1500009063583,18.4150490259132,0.475664269893348,-0.200243585336464,0.37783539386071,-0.426703559290554,0.990153469341308,-0.00290685718615418
7764,"ZNF217","hsa-mir-135b-5p","hsa-mir-17-5p",0.252,0.0575,0.004,TRUE,"NA"," tarbase "," tarbase ",17.956459714988,16.4955079306091,0.230527610762288,1.28977118818885,0.917479117921738,-0.0333613925829875,0.800737563144731,-0.0608545628561986
7764,"ZNF217","hsa-mir-135b-5p","hsa-mir-20a-5p",0.237,0.13,0.0015,TRUE,"NA"," tarbase "," tarbase ",17.9591227593209,16.1425754958708,0.230527610762288,1.28977118818885,0.956264637395162,-0.0176731706214748,0.800737563144731,-0.0608545628561986
7764,"ZNF217","hsa-mir-141-3p","hsa-mir-18a-5p",0.1215,0.021,0.004,TRUE,"NA"," tarbase "," tarbase ",17.6146812930068,16.5384288742677,0.305317960360131,0.370292851772009,0.834660196710536,0.104342090149048,0.800737563144731,-0.0608545628561986
7803,"PTP4A1","hsa-mir-30a-3p","hsa-mir-150-5p",0.6645,0.7835,0.004,FALSE,"NA"," tarbase "," tarbase ",18.4566025914252,17.2830736720187,0.411146973692862,-0.252816575669344,0.223525723098011,-0.356331579861479,0.964539866760247,-0.0107467968844461
7803,"PTP4A1","hsa-mir-30a-5p","hsa-mir-150-5p",0.5035,0.792,0.0045,FALSE,"NA","mirtarbase tarbase "," tarbase ",18.5130359543848,17.2830736720187,0.475664269893348,-0.200243585336464,0.223525723098011,-0.356331579861479,0.964539866760247,-0.0107467968844461
7837,"PXDN","hsa-mir-9-5p","hsa-mir-33a-3p",0.032,0.039,0.0045,FALSE,"NA","mirtarbase tarbase "," tarbase ",16.9770945445994,14.9746762160803,0.574084582768252,-0.209489925845173,0.653259024551807,0.395482199041226,0.620514003885726,-0.125156678886353
8061,"FOSL1","hsa-mir-20a-5p","hsa-mir-625-5p",0.231,0.3825,0.003,TRUE,"NA"," tarbase ","mirtarbase  ",14.6550067911413,13.2000224349592,0.956264637395162,-0.0176731706214748,0.896137870048175,-0.0770776769273163,0.822073821200817,0.0610768965067943
8289,"ARID1A","hsa-mir-203a-3p","hsa-mir-452-3p",0.583,0.6335,0.003,FALSE,"NA","mirtarbase  "," tarbase ",18.6688964892917,17.3808618183109,0.734255195641629,-0.108825634380781,0.131978906882643,-0.956374575879283,0.809495215004468,-0.0566949091246307
8482,"SEMA7A","hsa-mir-519d-3p","hsa-mir-520a-5p",0.0705,0.0585,0.0025,FALSE,"NA","mirtarbase  ","mirtarbase  ",17.4494640097939,16.1710507465899,0.134909240297518,2.30279849563169,0.105465025266243,2.26854196690349,0.740561312441041,-0.0807412355644204
8482,"SEMA7A","hsa-mir-519d-3p","hsa-mir-525-5p",0.081,0.08,5e-04,FALSE,"NA","mirtarbase  ","mirtarbase  ",17.3960479299828,16.2691929340618,0.134909240297518,2.30279849563169,0.0786771854930094,2.56558550215766,0.740561312441041,-0.0807412355644204
8482,"SEMA7A","hsa-mir-520a-5p","hsa-mir-525-5p",0.056,0.0555,0.004,FALSE,"NA","mirtarbase  ","mirtarbase  ",17.263765165292,16.2244045527322,0.105465025266243,2.26854196690349,0.0786771854930094,2.56558550215766,0.740561312441041,-0.0807412355644204
8546,"AP3B1","hsa-mir-25-3p","hsa-mir-30a-5p",0.9215,0.8145,0.003,FALSE,"NA"," tarbase "," tarbase ",17.5249350528561,16.4759089453253,0.630015785402983,-0.134467730674506,0.475664269893348,-0.200243585336464,0.96743627134549,-0.0100285676569876
8671,"SLC4A4","hsa-mir-23a-5p","hsa-mir-4326",0.0275,0.1755,0.005,FALSE,"NA","mirtarbase  "," tarbase ",15.2500698381168,13.0278502153542,0.162440035909215,-1.0494277959339,0.598438450279997,-0.311412673862128,0.55623776332045,-0.155407765541542
8850,"KAT2B","hsa-mir-93-5p","hsa-mir-92b-3p",0.0125,0.188,5e-04,FALSE,"NA","mirtarbase  ","mirtarbase  ",17.6691252855213,16.272130529353,0.745306187188725,-0.0919957586453292,0.851739641894512,0.0782775852530279,0.74107227536003,-0.0798526429386723
9044,"BTAF1","hsa-mir-144-3p","hsa-mir-141-3p",0.768,0.381,0.0075,FALSE,"NA"," tarbase "," tarbase ",17.0163379689065,15.930805438095,0.707604823466712,-0.215663001489877,0.305317960360131,0.370292851772009,0.722868487370186,-0.0867317058790143
9057,"SLC7A6","hsa-mir-182-5p","hsa-let-7b-5p",0.58,0.022,0,FALSE,"NA"," tarbase "," tarbase ",17.2984201697119,14.7100511343591,0.69245340215736,0.112480408649869,0.784564546838161,-0.0733583306011839,0.648645939162601,-0.112737897881997
9134,"CCNE2","hsa-mir-497-5p","hsa-mir-34c-5p",0.2835,0.0225,0.0085,FALSE,"NA","mirtarbase  ","mirtarbase  ",14.6276729973507,13.5308248142854,0.673062980095733,-0.182873834095652,0.325691147794829,0.461649084089917,0.709075509167937,-0.0985773207326668
9188,"DDX21","hsa-mir-30a-5p","hsa-mir-17-5p",0.0455,0.6405,0.0065,FALSE,"NA"," tarbase "," tarbase ",18.1265326446942,16.149244970008,0.475664269893348,-0.200243585336464,0.917479117921738,-0.0333613925829875,0.957050213865928,-0.0129596765098987
9220,"TIAF1","hsa-mir-34c-5p","hsa-mir-516b-5p",0.028,0.5305,0.002,FALSE,"NA"," tarbase ","mirtarbase  ",13.9680064760585,12.9277346665563,0.325691147794829,0.461649084089917,0.0728359014037477,2.43662848232679,0.645011587201562,-0.123340191909351
9231,"DLG5","hsa-mir-130a-3p","hsa-mir-519c-3p",0.276,0.1685,5e-04,FALSE,"NA","mirtarbase tarbase ","mirtarbase  ",16.9590782047913,15.0884438950763,0.951414196840403,0.0229481688594441,0.15165817368692,2.3219792985222,0.989681891214924,-0.00327876058263571
9314,"KLF4","hsa-let-7a-2-3p","hsa-mir-30a-5p",0.509,0.08,0,TRUE,"NA"," tarbase "," tarbase ",18.1572451493934,16.0657906880313,0.37783539386071,-0.426703559290554,0.475664269893348,-0.200243585336464,0.248244506386603,-0.280049096348161
9369,"NRXN3","hsa-mir-3940-3p","hsa-mir-196a-5p",0.0355,0.2015,0.0055,FALSE,"NA","mirtarbase  "," tarbase ",10.840485427606,9.50558366351409,0.965138364783068,-0.0395207978473683,0.94988546017376,0.0452151257404671,0.685214619475865,-0.121932515849563
9510,"ADAMTS1","hsa-mir-2114-5p","hsa-mir-33a-5p",0.081,0.029,0.0055,FALSE,"NA"," tarbase "," tarbase ",16.1935215894956,15.0223855241472,0.39430172674841,1.16404972415979,0.558551018792492,0.28093034426497,0.434138249199553,-0.194298851946848
9510,"ADAMTS1","hsa-mir-2114-5p","hsa-mir-642a-5p",0.0735,0.031,0.0025,FALSE,"NA"," tarbase "," tarbase ",15.8976242720452,14.7973870375736,0.39430172674841,1.16404972415979,0.0951028700089315,-0.99460187210453,0.434138249199553,-0.194298851946848
9510,"ADAMTS1","hsa-mir-215-5p","hsa-mir-2355-5p",0.0445,0.139,5e-04,FALSE,"NA"," tarbase "," tarbase ",15.8994711187246,14.3945278592167,0.364975859301288,-0.509920411537469,0.7175493806195,-0.162436198845515,0.434138249199553,-0.194298851946848
9520,"NPEPPS","hsa-mir-30a-5p","hsa-mir-17-5p",0.02,0.19,0.0015,FALSE,"NA"," tarbase "," tarbase ",17.6366319783068,16.5416983573311,0.475664269893348,-0.200243585336464,0.917479117921738,-0.0333613925829875,0.950222039061637,-0.0152979188509764
9639,"ARHGEF10","hsa-mir-106a-5p","hsa-mir-9-5p",0.0235,0.026,0.0045,FALSE,"NA"," tarbase ","mirtarbase tarbase ",16.660025749508,15.3487634108842,0.907423547545109,-0.0453476080533861,0.574084582768252,-0.209489925845173,0.847534777580537,-0.0490702679211124
9639,"ARHGEF10","hsa-mir-20b-5p","hsa-mir-9-5p",0.018,0.0225,0.0065,FALSE,"NA"," tarbase ","mirtarbase tarbase ",16.660025749508,15.5372255224231,0.965618756843915,-0.0151982693215879,0.574084582768252,-0.209489925845173,0.847534777580537,-0.0490702679211124
9690,"UBE3C","hsa-mir-520a-3p","hsa-mir-940",0.019,0.1225,0.0045,FALSE,"NA"," tarbase "," tarbase ",17.6297271094407,16.3193081490917,0.0883581724058531,2.06854596236424,0.783611553735118,0.234884659531064,0.946839984123028,-0.0163835457370659
9695,"EDEM1","hsa-mir-125b-5p","hsa-mir-92b-3p",0.014,0.0105,0,FALSE,"NA","mirtarbase  ","mirtarbase tarbase ",19.172800866597,18.1227132700174,0.898710457879206,-0.0377813040274455,0.851739641894512,0.0782775852530279,0.666780400530482,-0.0992932962900731
9695,"EDEM1","hsa-mir-125b-5p","hsa-mir-96-5p",0.019,0.683,0.001,FALSE,"NA","mirtarbase  ","mirtarbase tarbase ",20.0948247103518,17.6276104917358,0.898710457879206,-0.0377813040274455,0.141074611889997,0.737875767045478,0.666780400530482,-0.0992932962900731
9695,"EDEM1","hsa-mir-199b-5p","hsa-mir-125b-5p",0.3405,0.0105,0.0015,FALSE,"NA"," tarbase ","mirtarbase  ",20.2076274363536,18.6406654627983,0.0466429384748827,-0.75458313083709,0.898710457879206,-0.0377813040274455,0.666780400530482,-0.0992932962900731
9764,"KIAA0513","hsa-mir-940","hsa-mir-520d-3p",0.0105,0.475,0.0025,FALSE,"NA","mirtarbase  ","mirtarbase  ",16.4810721089468,14.6441153113831,0.783611553735118,0.234884659531064,0.131572577165709,2.66382374044487,0.984957556373479,0.00491438704665537
9768,"PCLAF","hsa-mir-30a-5p","hsa-mir-519a-3p",0.017,0.099,0.002,FALSE,"NA"," tarbase ","mirtarbase  ",19.2674164604359,15.0013626613305,0.475664269893348,-0.200243585336464,0.106505897246465,2.65624600012735,0.918148509693367,0.0249132472640336
9768,"PCLAF","hsa-mir-495-3p","hsa-mir-30a-5p",0.636,0.0105,0.0065,FALSE,"NA"," tarbase "," tarbase ",18.9022427265143,16.1087767615122,0.790957740826711,0.135475471640231,0.475664269893348,-0.200243585336464,0.918148509693367,0.0249132472640336
9824,"ARHGAP11A","hsa-mir-30a-5p","hsa-mir-381-3p",0.035,0.108,0.004,FALSE,"NA"," tarbase "," tarbase ",16.9744228743657,15.2672596209568,0.475664269893348,-0.200243585336464,0.547462620986557,-0.241974599014994,0.859171137022521,-0.0442017891981862
9833,"MELK","hsa-mir-508-5p","hsa-mir-518a-3p",0.025,0.0585,0.0065,FALSE,"NA","mirtarbase  "," tarbase ",17.5525280103121,14.5800866063268,0.754564835221624,0.315768330442784,0.139112693288385,2.53628544009583,0.956311326610541,-0.0136126647773369
9918,"NCAPD2","hsa-let-7b-5p","hsa-mir-519d-3p",0.0505,0.4045,0,FALSE,"NA","mirtarbase tarbase ","mirtarbase  ",19.456333521087,18.3037052315933,0.784564546838161,-0.0733583306011839,0.134909240297518,2.30279849563169,0.932819466012665,-0.0195969958625478
10220,"GDF11","hsa-mir-520d-3p","hsa-mir-520a-3p",0.621,0.518,0,FALSE,"NA","mirtarbase  ","mirtarbase tarbase ",15.6438689618551,14.5188177028811,0.131572577165709,2.66382374044487,0.0883581724058531,2.06854596236424,0.940893900823592,-0.0192902573906929
10541,"ANP32B","hsa-mir-1262","hsa-mir-493-5p",0.0415,0.576,0.0065,FALSE,"NA","mirtarbase  ","mirtarbase  ",22.8197361986891,21.6855469196581,0.93892958071515,0.0642333957375513,0.472574818777196,0.417639983973827,0.848014242480187,0.0419655874155811
10592,"SMC2","hsa-mir-182-5p","hsa-mir-125b-5p",0.2735,0.208,0.006,FALSE,"NA"," tarbase ","mirtarbase  ",17.7810172380064,16.5534438115285,0.69245340215736,0.112480408649869,0.898710457879206,-0.0377813040274455,0.911165903428466,-0.027277903366546
10592,"SMC2","hsa-mir-383-5p","hsa-mir-125a-5p",0.027,0.063,0.0085,FALSE,"NA","mirtarbase  ","mirtarbase  ",17.6774962811507,16.5456534776882,0.88977497628494,0.0962474630450894,0.746124833643418,-0.102278646080494,0.911165903428466,-0.027277903366546
10642,"IGF2BP1","hsa-mir-2114-5p","hsa-mir-3200-3p",0.549,0.054,0.0095,FALSE,"NA"," tarbase "," tarbase ",9.60723615456744,5.68605068857749,0.39430172674841,1.16404972415979,0.481030717670385,-0.599505666925165,0.861360364463482,-0.117875235683253
10642,"IGF2BP1","hsa-mir-2355-5p","hsa-mir-130b-3p",0.054,0.0905,0.005,FALSE,"NA","mirtarbase  "," tarbase ",7.55021417800176,6.50224620527385,0.7175493806195,-0.162436198845515,0.963627202200757,0.0207797759651326,0.861360364463482,-0.117875235683253
10642,"IGF2BP1","hsa-mir-2355-5p","hsa-mir-181a-5p",0.0715,0.0775,0.004,FALSE,"NA","mirtarbase  "," tarbase ",7.85159530839821,5.94039299114391,0.7175493806195,-0.162436198845515,0.533191609248144,-0.17139396372748,0.861360364463482,-0.117875235683253
10642,"IGF2BP1","hsa-mir-2355-5p","hsa-mir-625-5p",0.091,0.12,0.008,FALSE,"NA","mirtarbase  ","mirtarbase  ",7.95864014923565,6.20232920148995,0.7175493806195,-0.162436198845515,0.896137870048175,-0.0770776769273163,0.861360364463482,-0.117875235683253
10642,"IGF2BP1","hsa-mir-93-5p","hsa-mir-181a-5p",0.118,0.087,0.0035,FALSE,"NA"," tarbase "," tarbase ",8.16018662400865,6.21933941014159,0.745306187188725,-0.0919957586453292,0.533191609248144,-0.17139396372748,0.861360364463482,-0.117875235683253
10642,"IGF2BP1","hsa-mir-93-5p","hsa-mir-942-5p",0.0985,0.065,0.006,FALSE,"NA"," tarbase "," tarbase ",8.16018662400865,6.67861515100425,0.745306187188725,-0.0919957586453292,0.683486782445692,-0.184650981151469,0.861360364463482,-0.117875235683253
10643,"IGF2BP3","hsa-mir-181d-5p","hsa-mir-181a-5p",0.013,0.0215,0.0025,FALSE,"NA"," tarbase "," tarbase ",14.5671380973075,6.78027714723408,0.967716607670118,-0.0173332326949237,0.533191609248144,-0.17139396372748,0.53377937936645,-0.414648105971406
10721,"POLQ","hsa-mir-519d-3p","hsa-let-7b-5p",0.067,0.019,0,FALSE,"NA","mirtarbase  "," tarbase ",14.8348051825588,12.8372335669899,0.134909240297518,2.30279849563169,0.784564546838161,-0.0733583306011839,0.794293479022649,-0.0690823070423209
10762,"NUP50","hsa-mir-452-3p","hsa-mir-195-5p",0.37,0.053,0.001,FALSE,"NA"," tarbase ","mirtarbase  ",18.5536939052059,17.517549928757,0.131978906882643,-0.956374575879283,0.802263159596797,-0.103260719790816,0.905265294545444,-0.0285295576619504
10762,"NUP50","hsa-mir-452-3p","hsa-mir-497-5p",0.3625,0.085,0.0025,FALSE,"NA"," tarbase ","mirtarbase  ",18.5536939052059,17.5017304184795,0.131978906882643,-0.956374575879283,0.673062980095733,-0.182873834095652,0.905265294545444,-0.0285295576619504
10762,"NUP50","hsa-mir-96-5p","hsa-mir-195-5p",0.5165,0.0535,0.007,FALSE,"NA","mirtarbase  ","mirtarbase  ",18.5833045417293,17.5534056645005,0.141074611889997,0.737875767045478,0.802263159596797,-0.103260719790816,0.905265294545444,-0.0285295576619504
10788,"IQGAP2","hsa-mir-499a-5p","hsa-mir-320d",0.187,0.985,0.0015,FALSE,"NA","mirtarbase  "," tarbase ",16.8806016365678,15.6355663576553,0.857956782189537,0.218009677293359,0.713318961148261,0.407590916708104,0.886574334787212,0.0363794532009847
10797,"MTHFD2","hsa-mir-3065-3p","hsa-mir-154-5p",0.016,0.033,0.004,FALSE,"NA"," tarbase "," tarbase ",17.6792952689541,16.0382075254198,0.285670032601373,0.484868351928993,0.893919592380435,0.0765105020340317,0.91145138063124,0.0279401934237284
10888,"GPR83","hsa-mir-181a-5p","hsa-mir-128-3p",0.111,0.362,0.005,FALSE,"NA","mirtarbase tarbase ","mirtarbase tarbase ",12.6698209910639,10.100238411753,0.533191609248144,-0.17139396372748,0.590984413893149,-0.167027751373332,0.922815104651938,-0.0287622258696196
11027,"LILRA2","hsa-mir-25-3p","hsa-mir-363-3p",0.2025,0.0205,0.0075,FALSE,"NA","mirtarbase  ","mirtarbase  ",13.7533541005958,12.7176190783078,0.630015785402983,-0.134467730674506,0.976212753691403,0.0119831539503879,0.782828170531937,0.0789550929802052
11057,"ABHD2","hsa-mir-127-5p","hsa-mir-106a-5p",0.058,0.0375,0.005,FALSE,"NA","mirtarbase  "," tarbase ",17.7608877283263,16.1546460094316,0.975785009519243,-0.0112484308506849,0.907423547545109,-0.0453476080533861,0.876088392803257,-0.0383425048704569
11057,"ABHD2","hsa-mir-127-5p","hsa-mir-15b-5p",0.052,0.2915,0.0065,FALSE,"NA","mirtarbase  ","mirtarbase  ",17.61829006799,16.3903922241146,0.975785009519243,-0.0112484308506849,0.826141128703994,0.0749870131926227,0.876088392803257,-0.0383425048704569
11057,"ABHD2","hsa-mir-15b-5p","hsa-mir-519d-3p",0.358,0.3795,0.001,FALSE,"NA","mirtarbase  ","mirtarbase  ",17.5154623924217,16.1306348229172,0.826141128703994,0.0749870131926227,0.134909240297518,2.30279849563169,0.876088392803257,-0.0383425048704569
11057,"ABHD2","hsa-mir-195-5p","hsa-mir-106a-5p",0.0185,0.0465,0.008,FALSE,"NA","mirtarbase  "," tarbase ",17.7608877283263,16.1152091302888,0.802263159596797,-0.103260719790816,0.907423547545109,-0.0453476080533861,0.876088392803257,-0.0383425048704569
11057,"ABHD2","hsa-mir-195-5p","hsa-mir-196b-5p",0.011,0.114,0.0085,FALSE,"NA","mirtarbase  ","mirtarbase  ",17.61829006799,16.2022695594193,0.802263159596797,-0.103260719790816,0.682616000640161,-0.135733297458353,0.876088392803257,-0.0383425048704569
11057,"ABHD2","hsa-mir-20b-5p","hsa-mir-493-3p",0.023,0.028,5e-04,FALSE,"NA","mirtarbase tarbase ","mirtarbase  ",17.2704228694487,16.0348848245803,0.965618756843915,-0.0151982693215879,0.323401343811543,0.662654115032354,0.876088392803257,-0.0383425048704569
11057,"ABHD2","hsa-mir-493-3p","hsa-mir-106a-5p",0.0105,0.043,5e-04,FALSE,"NA","mirtarbase  "," tarbase ",17.7608877283263,16.0348848245803,0.323401343811543,0.662654115032354,0.907423547545109,-0.0453476080533861,0.876088392803257,-0.0383425048704569
11057,"ABHD2","hsa-mir-493-3p","hsa-mir-15b-5p",0.022,0.2575,0.001,FALSE,"NA","mirtarbase  ","mirtarbase  ",17.4674341836201,16.3903922241146,0.323401343811543,0.662654115032354,0.826141128703994,0.0749870131926227,0.876088392803257,-0.0383425048704569
11057,"ABHD2","hsa-mir-493-3p","hsa-mir-196b-5p",0.03,0.1225,0.003,FALSE,"NA","mirtarbase  ","mirtarbase  ",17.8597491791732,16.078168363861,0.323401343811543,0.662654115032354,0.682616000640161,-0.135733297458353,0.876088392803257,-0.0383425048704569
11057,"ABHD2","hsa-mir-493-3p","hsa-mir-20b-3p",0.0115,0.0265,0.002,FALSE,"NA","mirtarbase  "," tarbase ",17.2704228694487,16.2126385243474,0.323401343811543,0.662654115032354,0.893694638356654,0.0646295544570078,0.876088392803257,-0.0383425048704569
11057,"ABHD2","hsa-mir-518a-5p","hsa-mir-15b-5p",0.389,0.2135,0.002,FALSE,"NA","mirtarbase  ","mirtarbase  ",17.4441635622536,16.1460605155456,0.0832041706296033,3.43420751328978,0.826141128703994,0.0749870131926227,0.876088392803257,-0.0383425048704569
11057,"ABHD2","hsa-mir-527","hsa-mir-15b-5p",0.37,0.201,0,FALSE,"NA","mirtarbase  ","mirtarbase  ",17.4441635622536,16.1460605155456,0.0643830422804412,4.13334071954802,0.826141128703994,0.0749870131926227,0.876088392803257,-0.0383425048704569
11057,"ABHD2","hsa-mir-548d-3p","hsa-mir-127-5p",0.034,0.052,0.0015,FALSE,"NA","mirtarbase  ","mirtarbase  ",17.7608877283263,16.0348848245803,0.601619182807743,0.473088999364903,0.975785009519243,-0.0112484308506849,0.876088392803257,-0.0383425048704569
11057,"ABHD2","hsa-mir-548d-3p","hsa-mir-493-3p",0.0275,0.0185,5e-04,FALSE,"NA","mirtarbase  ","mirtarbase  ",17.7608877283263,16.0348848245803,0.601619182807743,0.473088999364903,0.323401343811543,0.662654115032354,0.876088392803257,-0.0383425048704569
11064,"CNTRL","hsa-mir-518a-5p","hsa-let-7b-5p",0.022,0.043,0.0045,FALSE,"NA"," tarbase "," tarbase ",17.4183993672538,15.9517656177255,0.0832041706296033,3.43420751328978,0.784564546838161,-0.0733583306011839,0.793862010027558,-0.064168999261497
11067,"DEPP1","hsa-mir-130a-3p","hsa-mir-181a-2-3p",0.024,0.0245,0.0025,FALSE,"NA"," tarbase "," tarbase ",18.5427811905821,16.9804742038983,0.951414196840403,0.0229481688594441,0.687445859439419,-0.12800654288597,0.606565569187142,-0.122638028741329
11167,"FSTL1","hsa-mir-9-5p","hsa-mir-15a-5p",0.0255,0.0295,0.0065,FALSE,"NA"," tarbase "," tarbase ",19.8623339351597,15.5103721280414,0.574084582768252,-0.209489925845173,0.949587925630629,-0.0212972249625429,0.593311869274058,-0.125608209322331
11228,"RASSF8","hsa-mir-429","hsa-mir-200c-3p",0.054,0.1845,0.0015,FALSE,"NA","mirtarbase tarbase ","mirtarbase  ",15.6888918425389,14.3298839377704,0.583066277550532,0.222134726782929,0.801202141920273,0.0756943434847678,0.939261865449713,0.0200541839909507
22807,"IKZF2","hsa-let-7b-5p","hsa-mir-125b-5p",0.2085,0.0675,0,TRUE,"NA"," tarbase ","mirtarbase  ",17.7429785643339,16.1612554679857,0.784564546838161,-0.0733583306011839,0.898710457879206,-0.0377813040274455,0.733398287822269,-0.0833618341938001
22836,"RHOBTB3","hsa-mir-196a-5p","hsa-mir-9-5p",0.0625,0.0625,0.001,FALSE,"NA"," tarbase "," tarbase ",18.0857147924289,16.1577510662983,0.94988546017376,0.0452151257404671,0.574084582768252,-0.209489925845173,0.992488143271056,0.00230442757513118
