"entrezgene_id","hgnc_symbol","mirna1","mirna2","Two_Var_XZ","Two_Var_YZ","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","median1","median2","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC"
290,"ANPEP","hsa-mir-141-5p","hsa-mir-145-5p",0.0115,0.0145,0.007,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/18216146'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26509904'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27556823'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27556823'>PubMedLink</a>"," tarbase "," tarbase ",20.8457400076604,19.3779804797494,3.82266077489322e-30,-1.7549023698368,7.97890569972628e-08,-0.43765675268901,0.932138614510161,-0.00500769914110022
330,"BIRC3","hsa-mir-196b-5p","hsa-mir-589-3p",0.5095,0.2665,0.004,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/17154176'>PubMedLink</a>"," tarbase "," tarbase ",18.4883098734277,16.7274613928473,0.035991784269581,0.182442260329986,0.00361466771125294,0.665126829413091,0.30227743378897,0.0675040022250446
351,"APP","hsa-mir-570-3p","hsa-mir-135a-5p",0.0185,0.158,0.004,FALSE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gov/24977165'>PubMedLink</a>","NA"," tarbase "," tarbase ",23.15091871505,22.0347587345037,0.789739638370259,-0.07563018101041,1.35132327097797e-09,-0.831878230559742,0.642117859404563,-0.0260624989811698
710,"SERPING1","hsa-mir-23b-5p","hsa-mir-23a-5p",0.1205,0.2185,0.003,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  ",22.536190332967,21.3524802209612,0.00913578672128816,-0.615577684733964,0.770254711938149,-0.0635156715733736,0.93127123666305,0.00501102559644953
875,"CBS","hsa-mir-214-5p","hsa-mir-940",0.398,0.019,0.009,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/28668830'>PubMedLink</a>","mirtarbase tarbase "," tarbase ",11.5755087545019,9.97201307598285,2.74824756336189e-15,-1.18240940474083,0.984638316391683,-0.00391844380424038,0.53656931649029,0.0522067955937023
875,"CBS","hsa-mir-940","hsa-mir-16-2-3p",0.018,0.207,0.0055,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/28668830'>PubMedLink</a>"," tarbase ","mirtarbase  ",11.3025399021204,9.90324801205041,0.984638316391683,-0.00391844380424038,0.485781791682188,0.121018700385268,0.53656931649029,0.0522067955937023
894,"CCND2","hsa-mir-3065-5p","hsa-mir-382-5p",0.2175,0.0255,0.004,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/27583477'>PubMedLink</a>"," tarbase ","mirtarbase  ",19.3234056502941,18.2005741516459,2.67860038565641e-10,-1.20209516216774,4.72056402017537e-05,-0.708075271296676,0.0053441127331017,0.179787223031248
894,"CCND2","hsa-mir-382-5p","hsa-mir-937-3p",0.053,0.032,0.0025,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/27583477'>PubMedLink</a>","mirtarbase  "," tarbase ",19.2946108984226,17.0823079644368,4.72056402017537e-05,-0.708075271296676,0.0183467109571414,0.662479768266561,0.0053441127331017,0.179787223031248
894,"CCND2","hsa-mir-450b-5p","hsa-mir-195-5p",0.0125,0.459,0.002,FALSE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gov/28969047'>PubMedLink</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/27583477'>PubMedLink</a>"," tarbase ","mirtarbase tarbase ",19.2533163795914,17.8509471729861,0.0221033111695627,-0.293247955485073,1.02200829748098e-08,-0.6627503859451,0.0053441127331017,0.179787223031248
894,"CCND2","hsa-mir-450b-5p","hsa-mir-497-5p",0.015,0.0435,0.002,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/27583477'>PubMedLink</a>"," tarbase ","mirtarbase tarbase ",19.4307660254035,17.9529044215041,0.0221033111695627,-0.293247955485073,1.25737395343195e-05,-0.554797074996022,0.0053441127331017,0.179787223031248
1021,"CDK6","hsa-mir-570-3p","hsa-mir-205-5p",0.887,0.015,0.008,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  ",16.8421062750358,15.7260339537431,0.789739638370259,-0.07563018101041,0.758883783773528,-0.0803804860847427,0.932643111041198,0.00556487528375212
1303,"COL12A1","hsa-mir-194-5p","hsa-mir-138-5p",0.04,0.0355,0.009,FALSE,"NA","NA","NA"," tarbase "," tarbase ",15.7072646785075,14.5139186763589,0.0334971451497944,-0.166829590618057,0.0641185439779209,-0.278663712748698,0.0208078796459964,-0.153235097083631
1829,"DSG2","hsa-mir-92a-1-5p","hsa-mir-141-3p",0.888,0.013,0.0085,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/17607380'>PubMedLink</a>"," tarbase "," tarbase ",19.8488772027486,18.6223995141414,0.505226533655067,-0.154451481443449,2.63222209308618e-31,-1.44925664591585,0.911114335513911,0.00682684469989342
1973,"EIF4A1","hsa-mir-133a-3p","hsa-mir-493-3p",0.017,0.1875,0.0025,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  ",15.5212351340576,14.3681147620599,1.01804567655492e-17,-1.36181759746789,6.18043791707113e-06,-0.922500323440028,0.138041405401326,0.105097464313353
3589,"IL11","hsa-mir-497-5p","hsa-mir-424-5p",0.565,0.0335,0,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/27384883'>PubMedLink</a>"," tarbase "," tarbase ",11.3247517120135,9.87741284973811,1.25737395343195e-05,-0.554797074996022,8.45703087988298e-07,-0.480921334505891,7.04121862984281e-06,-0.452323654746001
3749,"KCNC4","hsa-let-7c-5p","hsa-mir-296-5p",0.0185,0.214,0.0025,FALSE,"NA","NA","NA"," tarbase "," tarbase ",14.2931051293074,12.5964993295589,0.782096635313605,-0.0216614480563819,0.282099234682597,0.215685583687804,0.000711069712394626,-0.239980932799933
3949,"LDLR","hsa-mir-194-3p","hsa-mir-378a-3p",0.025,0.012,0.006,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/29029037'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8555255'>PubMedLink</a>"," tarbase "," tarbase ",13.7917486061993,12.6312700429737,3.56352083046129e-05,-0.550114987195042,0.333951496517598,-0.0867876070920384,5.06975945237465e-07,-0.340607089477781
3976,"LIF","hsa-mir-939-5p","hsa-mir-221-5p",0.4965,0.0365,0.006,FALSE,"NA","NA","NA"," tarbase "," tarbase ",17.1074397441865,15.9958341059989,0.275163017681416,0.357608945623055,0.318968832386348,-0.227139428938983,0.337959065046081,0.0632158016267622
4194,"MDM4","hsa-mir-379-5p","hsa-mir-150-5p",0.0105,0.0255,0.009,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/23497256'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31250570'>PubMedLink</a>","mirtarbase  "," tarbase ",16.5735545894649,15.5409879533699,2.7642522231897e-06,-0.449107497172239,0.914893392098573,0.00992503082876548,0.643221805739223,0.0309512367045188
4774,"NFIA","hsa-mir-10a-3p","hsa-mir-362-5p",0.0225,0.014,0.0095,TRUE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/21771320'>PubMedLink</a>"," tarbase "," tarbase ",17.4273037664298,16.1942895156538,0.0617466759218203,-0.295210183435125,2.51437275514582e-07,-0.591721874437829,0.571602641424849,0.0367857542904313
