"entrezgene_id","hgnc_symbol","mirna1","mirna2","Two_Var_XZ","Two_Var_YZ","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","median1","median2","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC"
4082,"MARCKS","hsa-mir-616-5p","hsa-mir-497-3p",0.0635,0.1445,0.0055,FALSE,"NA","NA","NA"," tarbase "," tarbase ",19.9789843059305,18.7474610805099,0.00219409828104592,0.708897730319347,0.0100199353719913,-0.634663914861896,0.667340760515595,-0.0243354392718544
4131,"MAP1B","hsa-mir-511-5p","hsa-mir-146b-5p",0.437,0.011,0.0085,FALSE,"NA","NA","NA"," tarbase "," tarbase ",16.3714376774789,14.6997513670938,0.913436312903379,-0.0216197507770906,0.266548087122495,-0.104588243090963,0.0426081637870694,-0.123607326058884
4193,"MDM2","hsa-mir-17-3p","hsa-mir-155-5p",0.0245,0.093,0.0025,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/17123590'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18398041'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19193430'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19379464'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19874399'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20683407'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21547352'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23624782'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24293392'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24423195'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24792886'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25316267'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25327560'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26293665'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26444253'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27604213'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27924072'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28158999'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29096752'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30544386'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30628640'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31028217'>PubMedLink</a>"," tarbase "," tarbase ",17.6076755539336,16.5517356613238,0.178426953569894,-0.130387990187662,0.253820855811093,0.119184525998842,0.564261906994287,0.0350286906420451
4193,"MDM2","hsa-mir-27a-5p","hsa-mir-19a-3p",0.5385,0.2145,0,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/17123590'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18398041'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19193430'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19379464'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19874399'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20683407'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21547352'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23624782'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24293392'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24423195'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24792886'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25316267'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25327560'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26293665'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26444253'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27604213'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27924072'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28158999'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29096752'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30544386'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30628640'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31028217'>PubMedLink</a>"," tarbase "," tarbase ",17.5573023498761,16.506392936847,0.307674988198489,-0.150987212047572,0.076198992242857,0.233934519467139,0.564261906994287,0.0350286906420451
4233,"MET","hsa-mir-34a-3p","hsa-mir-148a-3p",0.7935,0.498,0.008,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/16681770'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17595299'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18497076'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28428108'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29630089'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29633423'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30277666'>PubMedLink</a>","mirtarbase  ","mirtarbase  ",18.3071158045742,17.278432070653,0.0187855320749828,0.683869936914058,0.00185860023558044,-0.223242695423442,0.283824743444981,0.065190774600751
4784,"NFIX","hsa-mir-3648","hsa-mir-625-5p",0.353,0.034,5e-04,TRUE,"NA","NA","NA","mirtarbase  ","mirtarbase  ",19.6821495593759,18.0288069698627,3.06037100219253e-07,1.82509168076127,0.205292031190779,0.256947512023027,0.113713448637822,-0.089675805105326
4869,"NPM1","hsa-mir-31-5p","hsa-mir-3065-5p",0.562,0.1955,0.007,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/22926011'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27527851'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29466670'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31330844'>PubMedLink</a>","mirtarbase  "," tarbase ",22.236661920731,21.1283373720593,0.0283044763774875,0.44719564556478,6.43179810741767e-08,1.39707994897799,0.557392616761559,-0.0314210330297625
4884,"NPTX1","hsa-mir-10a-5p","hsa-let-7g-3p",0.7825,0.772,0.009,FALSE,"NA","NA","NA","mirtarbase  "," tarbase ",11.4183654469637,10.1385947552917,0.00755559109473928,-0.187030712952726,0.478996106597245,0.0824289712709154,0.00824306300430507,-0.19883017008529
4916,"NTRK3","hsa-mir-345-5p","hsa-mir-192-3p",0.1485,0.023,0.001,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  ",10.9516459557538,9.73949300907368,5.39765897173216e-06,0.639272640453045,0.00128010224438463,0.752026099675921,9.45878210513503e-11,-0.466299848312281
5066,"PAM","hsa-mir-106a-5p","hsa-mir-17-3p",0.5535,0.0405,0.0045,FALSE,"NA","NA","NA"," tarbase "," tarbase ",19.5872146022908,18.586068342905,1.05152189196023e-06,0.756317725310223,0.178426953569894,-0.130387990187662,0.768055707170379,-0.0166182224477899
5139,"PDE3A","hsa-mir-326","hsa-mir-19b-1-5p",0.04,0.2065,0.0025,FALSE,"NA","NA","NA","mirtarbase  "," tarbase ",15.7917875210454,14.3897276687594,0.356019930722108,0.168282437015916,0.646545595037954,0.0728109685925776,0.226797375869896,-0.0758628990674935
5139,"PDE3A","hsa-mir-3682-3p","hsa-mir-192-3p",0.4,0.596,0.006,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  ",16.0151003204044,14.8753422056497,5.21289033224413e-06,1.55396167198566,0.00128010224438463,0.752026099675921,0.226797375869896,-0.0758628990674935
5324,"PLAG1","hsa-mir-424-5p","hsa-mir-106a-5p",0.041,0.093,0,TRUE,"NA","NA","NA","mirtarbase tarbase "," tarbase ",14.4571418898126,11.8342414487912,1.24632481172416e-14,-0.715721187297041,1.05152189196023e-06,0.756317725310223,0.00521047785034874,-0.190077029658485
5789,"PTPRD","hsa-mir-301a-3p","hsa-mir-130b-3p",0.0245,0.05,5e-04,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/29608257'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30093612'>PubMedLink</a>"," tarbase "," tarbase ",13.3192857411014,12.1954700450051,0.00416841283713864,0.455851265587144,4.17941083587621e-09,0.920742963296617,7.04753889899335e-05,-0.266214996085937
5865,"RAB3B","hsa-mir-21-3p","hsa-mir-155-5p",0.555,0.264,0,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  ",13.5290394499956,12.0536915364351,0.569127242928982,0.0516953779135763,0.253820855811093,0.119184525998842,0.000401290916343108,0.264589815506922
5865,"RAB3B","hsa-mir-33a-5p","hsa-mir-155-5p",0.604,0.1975,0.001,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  ",13.4966067973131,12.2567170751257,0.846520066044945,-0.0251937490005652,0.253820855811093,0.119184525998842,0.000401290916343108,0.264589815506922
6374,"CXCL5","hsa-mir-511-5p","hsa-mir-195-5p",0.3195,0.035,5e-04,FALSE,"NA","NA","NA","mirtarbase  "," tarbase ",14.5025740641023,12.3687761746264,0.913436312903379,-0.0216197507770906,5.19044718289116e-12,-0.740841287743519,3.87560384944385e-08,0.433818209175085
6374,"CXCL5","hsa-mir-511-5p","hsa-mir-497-5p",0.3485,0.1825,0.001,FALSE,"NA","NA","NA","mirtarbase  "," tarbase ",14.3312792618566,12.0775093059054,0.913436312903379,-0.0216197507770906,1.15972184686761e-06,-0.568646993912793,3.87560384944385e-08,0.433818209175085
6446,"SGK1","hsa-mir-497-5p","hsa-mir-19a-3p",0.263,0.028,0.0045,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/28177128'>PubMedLink</a>"," tarbase ","mirtarbase tarbase ",16.908162440961,15.7489039187326,1.15972184686761e-06,-0.568646993912793,0.076198992242857,0.233934519467139,0.154394276287218,-0.086554054332944
6648,"SOD2","hsa-mir-483-3p","hsa-mir-7-5p",0.1865,0.026,0.002,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/29774090'>PubMedLink</a>","mirtarbase  ","mirtarbase  ",19.0099878318488,17.9671194272865,0.144000029103599,-0.320049525015478,1.63538843865527e-11,2.00692321993127,0.828569773661272,0.0125688809169177
6781,"STC1","hsa-mir-642a-5p","hsa-mir-432-5p",0.0375,0.4575,5e-04,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/18492817'>PubMedLink</a>","mirtarbase tarbase "," tarbase ",18.639944580875,16.2313882641972,0.0861439306607557,0.423526611873761,0.00593414707918183,-0.488632824796724,0.159875785339295,0.0845993415498251
7020,"TFAP2A","hsa-mir-129-5p","hsa-mir-1226-3p",0.1755,0.321,0.0035,TRUE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/31814916'>PubMedLink</a>"," tarbase "," tarbase ",17.4056035628973,16.3524411187246,7.84872048913144e-05,-0.61027321008451,9.82861232980003e-08,1.52655471209211,2.55451402153263e-14,0.527465749199976
7422,"VEGFA","hsa-mir-296-5p","hsa-mir-146a-5p",0.051,0.216,0.0055,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/10381125'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10468067'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10585594'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/10816575'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11232025'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11232025'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11957147'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12568850'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12759248'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12782015'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12942123'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12971625'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15581949'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15860258'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15917160'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16140938'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/16267616'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17380299'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/17630849'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19148513'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/19819950'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20127022'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21363919'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22057922'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22170435'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22170435'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22178239'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22711307'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/22904162'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23176363'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23985752'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24845798'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25231075'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25981814'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27770434'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28969913'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28991928'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29024813'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29033580'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29133593'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29155953'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29404887'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29461590'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29920344'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30488858'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30863089'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31587503'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31677820'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31701462'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8481475'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8626126'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8697391'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9032563'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9458078'>PubMedLink</a>","mirtarbase  "," tarbase ",18.0634929385571,16.8065169351754,0.0276544043757283,-0.397289708802735,0.00324311126206447,0.381853541744321,0.376072491604287,0.0528508011962502
7431,"VIM","hsa-mir-320c","hsa-mir-548e-3p",0.0415,0.1855,0.004,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/10335941'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15010819'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/2001155'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20077528'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21491170'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23840707'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25168372'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25892250'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29442045'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31006800'>PubMedLink</a>"," tarbase "," tarbase ",22.7520758298344,20.6987941155876,0.652384081602323,0.109520244354741,0.00304246637485535,1.19571444398509,0.254224428900089,-0.0595115087390332
7474,"WNT5A","hsa-mir-135b-3p","hsa-mir-1226-3p",0.928,0.0605,0.0065,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/31198984'>PubMedLink</a>"," tarbase "," tarbase ",17.4884993174726,16.1732542652317,8.53256118853517e-11,2.11493056741266,9.82861232980003e-08,1.52655471209211,0.407603573510857,-0.0499015787226989
7538,"ZFP36","hsa-let-7c-5p","hsa-mir-96-5p",0.318,0.341,0.009,FALSE,"NA","NA","NA"," tarbase "," tarbase ",20.3693406395719,19.3588858575926,8.75566848552773e-12,-0.541169996627793,1.43970768235939e-24,1.86783708809495,0.0106493055893322,-0.13780252611641
7538,"ZFP36","hsa-mir-182-5p","hsa-mir-301b-3p",0.2805,0.0165,0.004,FALSE,"NA","NA","NA"," tarbase "," tarbase ",20.4849960453246,19.3539850960755,0.000450086284951829,0.282408355276058,1.60043760117356e-10,1.99493279097935,0.0106493055893322,-0.13780252611641
7552,"ZNF711","hsa-mir-142-5p","hsa-mir-103a-2-5p",0.011,0.5355,0.009,TRUE,"NA","NA","NA","mirtarbase  "," tarbase ",15.4799104659653,14.3957741881983,0.0410716890094804,0.268014594681548,6.2094068998036e-05,1.10732246470606,0.0915876064085528,-0.10644630925505
7621,"ZNF70","hsa-mir-20b-5p","hsa-mir-30c-2-3p",0.03,0.409,0.008,TRUE,"NA","NA","NA","mirtarbase  ","mirtarbase  ",15.244791626539,14.2207192153184,3.83772905319102e-08,0.809614695905551,0.134266487745864,-0.181497366327262,0.41946907257618,-0.0514722973877572
8091,"HMGA2","hsa-mir-194-5p","hsa-mir-33b-5p",0.951,0.012,0.0045,TRUE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/29391048'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31632465'>PubMedLink</a>","mirtarbase tarbase ","mirtarbase tarbase ",15.0581503015112,13.3960763916353,0.549202173674326,-0.0606924493088374,0.000163301129706448,0.771607650790299,2.01644223528479e-05,0.308205653849963
8091,"HMGA2","hsa-mir-511-5p","hsa-let-7c-5p",0.145,0.016,0.005,TRUE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/29391048'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31632465'>PubMedLink</a>"," tarbase ","mirtarbase tarbase ",15.1919274692101,14.0137669201647,0.913436312903379,-0.0216197507770906,8.75566848552773e-12,-0.541169996627793,2.01644223528479e-05,0.308205653849963
8349,"H2BC21","hsa-mir-130a-5p","hsa-mir-760",0.062,0.169,0.0035,FALSE,"NA","NA","NA"," tarbase ","mirtarbase tarbase ",18.4236759728976,17.3991556793477,0.645913931327769,0.0998096578783675,5.0200751844639e-06,1.20924304396919,0.0697469253130338,0.108994428065502
8492,"PRSS12","hsa-mir-18a-5p","hsa-mir-130b-5p",0.0325,0.11,0.009,FALSE,"NA","NA","NA"," tarbase "," tarbase ",15.6762415830224,14.260566416666,1.28207404723354e-08,0.935098772931371,5.4564257582115e-10,0.99371766061256,0.296276445804692,-0.0681753752962261
8660,"IRS2","hsa-mir-135a-5p","hsa-let-7g-3p",0.442,0.0785,0,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/20184486'>PubMedLink</a>","mirtarbase  "," tarbase ",15.3214280043614,14.1859978094051,0.161991979017138,-0.239492918316896,0.478996106597245,0.0824289712709154,0.00194961809214402,-0.192056578517482
9052,"GPRC5A","hsa-mir-130b-3p","hsa-mir-301a-3p",0.044,0.0125,0.006,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/15886297'>PubMedLink</a>","mirtarbase tarbase ","mirtarbase tarbase ",18.205779374129,16.7109373501553,4.17941083587621e-09,0.920742963296617,0.00416841283713864,0.455851265587144,0.0418767176303816,0.124377287120997
9052,"GPRC5A","hsa-mir-130b-3p","hsa-mir-92a-1-5p",0.0265,0.523,0.003,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/15886297'>PubMedLink</a>","mirtarbase tarbase "," tarbase ",18.1400969445584,16.7414692344365,4.17941083587621e-09,0.920742963296617,0.145817335106395,0.275905333041944,0.0418767176303816,0.124377287120997
9052,"GPRC5A","hsa-mir-301b-3p","hsa-mir-130b-3p",0.034,0.0135,0.008,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/15886297'>PubMedLink</a>","mirtarbase tarbase ","mirtarbase tarbase ",18.0089039748949,16.7879013961773,1.60043760117356e-10,1.99493279097935,4.17941083587621e-09,0.920742963296617,0.0418767176303816,0.124377287120997
9060,"PAPSS2","hsa-mir-18a-5p","hsa-mir-23b-5p",0.1645,0.6685,0.002,FALSE,"NA","NA","NA","mirtarbase  "," tarbase ",16.2887051634548,14.9417947161402,1.28207404723354e-08,0.935098772931371,0.00952610003845367,-0.59316603646754,0.373835316149265,-0.0555022753603466
9402,"GRAP2","hsa-mir-504-5p","hsa-mir-548s",0.095,0.4755,0.0045,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  ",13.2332303990563,11.9312199637043,0.406822089778875,-0.2119038055687,0.241006600600156,0.409606604492347,0.266203985637495,-0.0775974487538112
9411,"ARHGAP29","hsa-mir-548s","hsa-mir-192-3p",0.03,0.459,0.0075,FALSE,"NA","NA","NA","mirtarbase  "," tarbase ",16.3772625963058,14.7867330872059,0.241006600600156,0.409606604492347,0.00128010224438463,0.752026099675921,0.206487581086866,-0.0793340751629343
9590,"AKAP12","hsa-mir-192-5p","hsa-mir-592",0.0335,0.508,0.0055,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  ",16.6291201443447,15.3824115727504,0.974794279543224,0.00295627386572401,4.62514117940089e-12,1.54324090812308,0.000562889358063418,-0.205601618646447
10252,"SPRY1","hsa-mir-338-5p","hsa-mir-34a-5p",0.0545,0.122,0.0085,FALSE,"NA","NA","NA","mirtarbase  "," tarbase ",18.8211134856493,17.262549585739,0.96052246765037,-0.0101321364262998,0.209591926562605,-0.130780897994726,0.177619102305929,-0.0777327135071339
10451,"VAV3","hsa-mir-130a-5p","hsa-mir-1226-3p",0.0155,0.0305,0,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  ",18.0716892585182,16.8194396394291,0.645913931327769,0.0998096578783675,9.82861232980003e-08,1.52655471209211,8.60533825836559e-06,0.283405309350638
10451,"VAV3","hsa-mir-130a-5p","hsa-mir-149-5p",0.011,0.096,5e-04,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  ",18.0973347635033,17.0778477409351,0.645913931327769,0.0998096578783675,0.80851522692851,0.0291269059510407,8.60533825836559e-06,0.283405309350638
10451,"VAV3","hsa-mir-20a-5p","hsa-mir-149-5p",0.1405,0.0725,0.0045,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  ",18.1073202054778,16.3682344894862,0.69187386477649,-0.0396625294436684,0.80851522692851,0.0291269059510407,8.60533825836559e-06,0.283405309350638
10509,"SEMA4B","hsa-mir-125b-5p","hsa-mir-106a-5p",0.104,0.043,0.007,FALSE,"NA","NA","NA","mirtarbase tarbase "," tarbase ",19.6434848279788,18.4145968741238,3.84012308437318e-10,-0.521184715339942,1.05152189196023e-06,0.756317725310223,0.121625299419519,0.0905765907162345
10509,"SEMA4B","hsa-mir-125b-5p","hsa-mir-20b-5p",0.119,0.0785,0.004,FALSE,"NA","NA","NA","mirtarbase tarbase ","mirtarbase tarbase ",19.6105078776461,18.5436057060737,3.84012308437318e-10,-0.521184715339942,3.83772905319102e-08,0.809614695905551,0.121625299419519,0.0905765907162345
10628,"TXNIP","hsa-mir-135b-5p","hsa-mir-935",0.0205,0.168,0.0065,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/31519581'>PubMedLink</a>","mirtarbase tarbase "," tarbase ",21.4296268128965,20.3311164204544,1.33908243662928e-09,0.82222244597762,0.206640651001673,0.332246977846632,0.00550441219688643,-0.147315729014234
10642,"IGF2BP1","hsa-mir-136-5p","hsa-mir-582-3p",0.0835,0.189,0.001,FALSE,"NA","NA","NA"," tarbase "," tarbase ",9.86035219491147,8.77931271382447,1.13030512246088e-06,-0.612375421773883,0.000177490725663582,-0.370599748363094,9.8954016548915e-05,0.532092540483655
10642,"IGF2BP1","hsa-mir-136-5p","hsa-mir-627-5p",0.105,0.284,0.001,FALSE,"NA","NA","NA"," tarbase "," tarbase ",9.71725807984029,8.19236087356434,1.13030512246088e-06,-0.612375421773883,0.3982038801742,0.206032801709338,9.8954016548915e-05,0.532092540483655
10642,"IGF2BP1","hsa-mir-188-3p","hsa-mir-577",0.038,0.0115,0.0025,FALSE,"NA","NA","NA"," tarbase ","mirtarbase tarbase ",10.0966330284289,8.87996126880534,0.106774000288889,0.338274957189563,1.00043089015289e-06,0.859864475456867,9.8954016548915e-05,0.532092540483655
10811,"NOXA1","hsa-mir-133a-3p","hsa-mir-221-5p",0.1405,0.1945,0.001,FALSE,"NA","NA","NA"," tarbase "," tarbase ",20.1117946606527,19.0842150935305,3.57603345615869e-29,-1.41589111030655,0.0662571736982208,-0.361778682394394,0.0749926088618284,0.104276543331891
11096,"ADAMTS5","hsa-mir-210-3p","hsa-mir-130b-5p",0.078,0.1875,0.002,FALSE,"NA","NA","NA"," tarbase "," tarbase ",14.7325702142121,13.7295477927954,2.41490391970179e-05,0.418589814341198,5.4564257582115e-10,0.99371766061256,2.37877541736187e-05,-0.265328247936177
11096,"ADAMTS5","hsa-mir-210-3p","hsa-mir-7-1-3p",0.095,0.024,5e-04,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  ",14.7331139122855,13.4085849515138,2.41490391970179e-05,0.418589814341198,0.0598598476142965,0.252132543368633,2.37877541736187e-05,-0.265328247936177
11096,"ADAMTS5","hsa-mir-548e-3p","hsa-mir-183-3p",0.049,0.3935,0.006,FALSE,"NA","NA","NA"," tarbase "," tarbase ",15.1640104530828,12.8806388472968,0.00304246637485535,1.19571444398509,6.78709086615721e-17,3.31667718933607,2.37877541736187e-05,-0.265328247936177
11228,"RASSF8","hsa-mir-182-5p","hsa-mir-142-3p",0.011,0.467,0.0095,FALSE,"NA","NA","NA"," tarbase "," tarbase ",15.4339784537672,14.0937738508525,0.000450086284951829,0.282408355276058,0.997898774170275,0.000237600135141658,1.38017338580619e-05,-0.268062107375916
