"entrezgene_id","hgnc_symbol","mirna1","mirna2","Two_Var_XZ","Two_Var_YZ","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","median1","median2","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC"
22841,"RAB11FIP2","hsa-mir-18a-3p","hsa-mir-628-5p",0.071,0.014,0.0045,FALSE,"NA","NA","NA"," tarbase "," tarbase ",16.4919458863438,15.1748378791176,1.31334455981801e-11,1.9142057249321,0.175501253411092,0.196255536342799,0.0282617286018703,-0.132737161599288
22871,"NLGN1","hsa-mir-183-5p","hsa-mir-182-5p",0.2175,0.0575,0.0015,FALSE,"NA","NA","NA"," tarbase "," tarbase ",10.6230698240236,9.2183632653975,2.74343188008821e-08,0.484761631486818,0.000450086284951829,0.282408355276058,4.86162837818085e-07,-0.541320389214874
22924,"MAPRE3","hsa-mir-146a-5p","hsa-mir-301b-3p",0.4685,0.1075,0.005,FALSE,"NA","NA","NA"," tarbase ","mirtarbase tarbase ",17.627166687365,16.2716764634525,0.00324311126206447,0.381853541744321,1.60043760117356e-10,1.99493279097935,0.227020271217898,-0.0723393659632786
23428,"SLC7A8","hsa-mir-34a-5p","hsa-mir-185-3p",0.0535,0.022,0.0095,FALSE,"NA","NA","NA"," tarbase "," tarbase ",18.4278715573897,15.464526920702,0.209591926562605,-0.130780897994726,7.20570071568661e-08,1.16761435521403,0.0350427709558556,-0.124514437548915
23466,"CBX6","hsa-mir-301a-3p","hsa-mir-96-5p",0.9465,0.011,0.003,FALSE,"NA","NA","NA"," tarbase "," tarbase ",17.6218596883269,16.4942045935453,0.00416841283713864,0.455851265587144,1.43970768235939e-24,1.86783708809495,0.0120618065382098,-0.146715643734385
23670,"CEMIP2","hsa-mir-125b-5p","hsa-mir-556-5p",0.019,0.6245,0.0025,FALSE,"NA","NA","NA","mirtarbase tarbase ","mirtarbase  ",17.1345207789728,15.7371962964185,3.84012308437318e-10,-0.521184715339942,1.29096360298624e-06,2.07155128767738,0.371503055222904,0.054919426643501
27023,"FOXB1","hsa-mir-181c-5p","hsa-mir-181a-5p",0.024,0.09,0.003,TRUE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gUCEC/30988798'>PubMedLink</a>","NA"," tarbase "," tarbase ",11.7297146215644,9.62750502465663,0.117312320244904,-0.177138667973836,0.0441301090485836,-0.179095322193958,0.647861164055286,0.0808557473756751
27023,"FOXB1","hsa-mir-181c-5p","hsa-mir-181b-5p",0.025,0.0455,0.003,TRUE,"NA","NA","NA"," tarbase "," tarbase ",11.9961038089148,9.61550055080181,0.117312320244904,-0.177138667973836,0.422906376899495,-0.0799941689874952,0.647861164055286,0.0808557473756751
29119,"CTNNA3","hsa-mir-182-5p","hsa-mir-3613-3p",0.0135,0.577,0.002,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  ",9.39316966023937,7.92841366618007,0.000450086284951829,0.282408355276058,0.021291268580711,0.780541489897985,5.24929203889602e-10,-0.812723297871427
54541,"DDIT4","hsa-mir-3934-5p","hsa-mir-181c-5p",0.35,0.0195,0.0065,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase tarbase ",20.7607846342949,19.476769221528,2.44470082944709e-05,1.45407918742206,0.117312320244904,-0.177138667973836,0.148007733861946,0.0820888513604659
54796,"BNC2","hsa-mir-20a-5p","hsa-mir-17-3p",0.1025,0.1045,0.005,TRUE,"NA","NA","NA"," tarbase ","mirtarbase  ",13.254432934345,12.0398016338204,0.69187386477649,-0.0396625294436684,0.178426953569894,-0.130387990187662,5.55060191502884e-14,-0.475920392980299
55084,"SOBP","hsa-mir-92b-3p","hsa-mir-17-3p",0.0105,0.0175,0.0065,FALSE,"NA","NA","NA"," tarbase "," tarbase ",14.3330251113233,13.3135386689964,0.19213403524022,0.135896434676089,0.178426953569894,-0.130387990187662,0.000964879265346511,-0.211088795878869
55084,"SOBP","hsa-mir-92b-3p","hsa-mir-20a-5p",0.0125,0.029,0.002,FALSE,"NA","NA","NA"," tarbase "," tarbase ",14.9842109440313,13.8428634364029,0.19213403524022,0.135896434676089,0.69187386477649,-0.0396625294436684,0.000964879265346511,-0.211088795878869
55103,"RALGPS2","hsa-mir-204-5p","hsa-mir-589-3p",0.3315,0.24,0.007,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gUCEC/30910254'>PubMedLink</a>","NA","NA"," tarbase "," tarbase ",15.5552507449599,13.6332168634707,1.24631114176435e-14,-1.0091612749854,0.00175953933501003,0.758561591183277,0.0250088905553429,-0.141341122540019
57221,"ARFGEF3","hsa-mir-181a-5p","hsa-mir-221-5p",0.366,0.2405,0.0045,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gUCEC/30988798'>PubMedLink</a>","NA","NA"," tarbase "," tarbase ",15.9057152389304,14.7042345742612,0.0441301090485836,-0.179095322193958,0.0662571736982208,-0.361778682394394,0.0670286822219391,0.118959026195945
57221,"ARFGEF3","hsa-mir-181b-5p","hsa-mir-221-5p",0.2015,0.148,0.0025,FALSE,"NA","NA","NA"," tarbase "," tarbase ",15.739351915334,14.7289121275962,0.422906376899495,-0.0799941689874952,0.0662571736982208,-0.361778682394394,0.0670286822219391,0.118959026195945
60468,"BACH2","hsa-mir-7-1-3p","hsa-mir-1270",0.0105,0.029,0.0035,TRUE,"NA","NA","NA"," tarbase ","mirtarbase  ",13.2995916388579,11.5820732444818,0.0598598476142965,0.252132543368633,0.00991347485634063,0.589912029071128,0.000121637583350291,-0.25607748749484
64093,"SMOC1","hsa-mir-130b-3p","hsa-mir-142-5p",0.8225,0.6505,0.008,FALSE,"NA","NA","NA","mirtarbase tarbase ","mirtarbase  ",14.7067824228415,11.9287183199635,4.17941083587621e-09,0.920742963296617,0.0410716890094804,0.268014594681548,0.013183007594499,-0.161995458512632
64093,"SMOC1","hsa-mir-19a-3p","hsa-mir-130b-3p",0.5565,0.875,0.0045,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase tarbase ",14.7716395416987,12.0685785141618,0.076198992242857,0.233934519467139,4.17941083587621e-09,0.920742963296617,0.013183007594499,-0.161995458512632
64093,"SMOC1","hsa-mir-19a-3p","hsa-mir-3136-5p",0.6195,0.106,0.0045,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  ",14.7834644535092,11.5701787795191,0.076198992242857,0.233934519467139,0.000193348372718451,1.35011229853736,0.013183007594499,-0.161995458512632
64866,"CDCP1","hsa-mir-145-5p","hsa-mir-181d-5p",0.0815,0.051,0.0015,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/20372833'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20372833'>PubMedLink</a>"," tarbase "," tarbase ",18.5353853944267,17.4681889366299,9.48764968763138e-17,-0.653643564808864,0.96379122414251,-0.00582062240093506,0.000382903934820113,0.218704988490877
79776,"ZFHX4","hsa-mir-9-5p","hsa-mir-497-5p",0.021,0.0145,0.0095,TRUE,"NA","NA","NA"," tarbase ","mirtarbase  ",9.68527889559903,8.63809266994311,0.646471533344713,-0.0367810376185124,1.15972184686761e-06,-0.568646993912793,0.00050339133804847,-0.269100633506478
79983,"POF1B","hsa-mir-195-5p","hsa-mir-497-5p",0.035,0.1355,0.009,FALSE,"NA","NA","NA"," tarbase "," tarbase ",13.3629266773826,12.0264154606359,5.19044718289116e-12,-0.740841287743519,1.15972184686761e-06,-0.568646993912793,0.685685030767361,-0.0333677917480162
81491,"GPR63","hsa-mir-22-5p","hsa-mir-146b-3p",0.011,0.6345,0.0065,FALSE,"NA","NA","NA"," tarbase "," tarbase ",12.7632308124399,11.0392144306292,0.110928183674518,0.225549053644045,0.68959146098083,-0.0449275027705659,0.201319709542394,-0.0899810760620309
81539,"SLC38A1","hsa-mir-29b-3p","hsa-mir-125b-5p",0.107,0.219,5e-04,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/28759021'>PubMedLink</a>"," tarbase "," tarbase ",18.3800431626749,17.0141270072168,0.000152109006699469,-0.351460842141119,3.84012308437318e-10,-0.521184715339942,0.376767090952657,0.0527537759762268
81539,"SLC38A1","hsa-mir-758-3p","hsa-mir-146a-5p",0.282,0.168,0.004,FALSE,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/28759021'>PubMedLink</a>"," tarbase "," tarbase ",18.9639461575385,17.684831454565,1.45620299142619e-05,-0.68136212316264,0.00324311126206447,0.381853541744321,0.376767090952657,0.0527537759762268
84133,"ZNRF3","hsa-mir-34b-3p","hsa-mir-92b-3p",0.0615,0.327,0.002,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  ",9.69680184353858,8.57626166808205,0.38641067324714,-0.202650788892211,0.19213403524022,0.135896434676089,0.736373438914673,-0.0402737102610612
84133,"ZNRF3","hsa-mir-92b-3p","hsa-mir-3614-5p",0.384,0.0125,0.008,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  ",9.55447622251338,8.5146491248764,0.19213403524022,0.135896434676089,1.15720104082129e-09,1.48833322569471,0.736373438914673,-0.0402737102610612
84336,"TMEM101","hsa-mir-20b-3p","hsa-let-7c-5p",0.8725,0.0805,0.0035,FALSE,"NA","NA","NA","mirtarbase  "," tarbase ",20.0621112818762,16.639590400515,4.10380420424584e-08,1.6118433349444,8.75566848552773e-12,-0.541169996627793,0.401728114259564,-0.0480987569916094
84553,"FAXC","hsa-mir-192-5p","hsa-mir-215-5p",0.066,0.019,0,FALSE,"NA","NA","NA","mirtarbase tarbase ","mirtarbase tarbase ",13.2836807300137,12.0313375060705,0.974794279543224,0.00295627386572401,4.97832530904368e-06,0.968622019743815,0.156722895175592,-0.0968396203571665
84553,"FAXC","hsa-mir-192-5p","hsa-mir-616-5p",0.035,0.016,0.0025,FALSE,"NA","NA","NA","mirtarbase tarbase ","mirtarbase  ",13.3223331022941,11.9094514072347,0.974794279543224,0.00295627386572401,0.00219409828104592,0.708897730319347,0.156722895175592,-0.0968396203571665
84553,"FAXC","hsa-mir-215-5p","hsa-mir-942-5p",0.012,0.311,0.0015,FALSE,"NA","NA","NA","mirtarbase tarbase ","mirtarbase tarbase ",13.1748880393362,11.2547063314083,4.97832530904368e-06,0.968622019743815,3.36807545552291e-06,0.883529167469817,0.156722895175592,-0.0968396203571665
85480,"TSLP","hsa-mir-335-5p","hsa-mir-1266-5p",0.5125,0.032,0.0035,FALSE,"NA","NA","NA","mirtarbase tarbase ","mirtarbase  ",11.0674906912439,9.77609019547736,0.113206863933158,-0.207011622936745,9.96471327489253e-08,0.885225760492016,0.00350165856336451,-0.284906198074851
90362,"FAM110B","hsa-mir-183-5p","hsa-mir-182-5p",0.017,0.015,0,FALSE,"NA","NA","NA","mirtarbase  "," tarbase ",15.1727059320233,14.128097695921,2.74343188008821e-08,0.484761631486818,0.000450086284951829,0.282408355276058,0.000672948633637529,-0.213482566545143
91807,"MYLK3","hsa-mir-20a-5p","hsa-mir-150-5p",0.0815,0.037,0.0045,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  ",12.0162400605254,10.2101529279448,0.69187386477649,-0.0396625294436684,0.0201831174628733,-0.227214139773866,0.419891969838881,-0.0571121412045666
115827,"RAB3C","hsa-let-7g-3p","hsa-mir-491-3p",0.0475,0.1695,0.008,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  ",9.41123693703558,7.5798802229755,0.478996106597245,0.0824289712709154,0.00382796276354098,0.769122635054073,0.000218011554223137,-0.4392722612229
122786,"FRMD6","hsa-mir-183-5p","hsa-mir-7-1-3p",0.039,0.03,0.0025,FALSE,"NA","NA","NA"," tarbase "," tarbase ",15.6611935742545,14.3335516830247,2.74343188008821e-08,0.484761631486818,0.0598598476142965,0.252132543368633,8.59143399831239e-05,-0.24073533830229
122786,"FRMD6","hsa-mir-3613-5p","hsa-mir-130b-5p",0.329,0.033,5e-04,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  ",15.6283970943187,14.610595239499,8.49091787890298e-05,0.648109613840801,5.4564257582115e-10,0.99371766061256,8.59143399831239e-05,-0.24073533830229
122786,"FRMD6","hsa-mir-3613-5p","hsa-mir-7-1-3p",0.302,0.041,0.001,FALSE,"NA","NA","NA"," tarbase "," tarbase ",15.6283970943187,13.9828969395395,8.49091787890298e-05,0.648109613840801,0.0598598476142965,0.252132543368633,8.59143399831239e-05,-0.24073533830229
131405,"TRIM71","hsa-mir-96-5p","hsa-mir-143-3p",0.1085,0.596,0.0055,FALSE,"NA","NA","NA","mirtarbase tarbase ","mirtarbase  ",10.4528665494207,8.42191657979099,1.43970768235939e-24,1.86783708809495,6.22808248900032e-17,-0.550127627077236,0.200537396399008,0.222546657386355
131405,"TRIM71","hsa-mir-96-5p","hsa-mir-452-3p",0.125,0.2695,0.0065,FALSE,"NA","NA","NA","mirtarbase tarbase ","mirtarbase  ",9.2377858933434,7.57414527780573,1.43970768235939e-24,1.86783708809495,0.228617127793751,0.25791360735021,0.200537396399008,0.222546657386355
140685,"ZBTB46","hsa-mir-3127-5p","hsa-mir-29b-1-5p",0.2825,0.197,0.0055,TRUE,"NA","NA","NA","mirtarbase  ","mirtarbase  ",15.9175387428427,14.8453287415334,0.000151227973988003,0.765088134510736,0.230182991426197,-0.215244813645327,0.0281951325487492,-0.135275111790661
144165,"PRICKLE1","hsa-mir-215-5p","hsa-mir-192-5p",0.022,0.032,0.0055,FALSE,"NA","NA","NA","mirtarbase tarbase ","mirtarbase tarbase ",14.5132451732022,13.3396162711031,4.97832530904368e-06,0.968622019743815,0.974794279543224,0.00295627386572401,0.001858754806382,-0.198563976788784
144165,"PRICKLE1","hsa-mir-215-5p","hsa-mir-581",0.029,0.729,0.007,FALSE,"NA","NA","NA","mirtarbase tarbase ","mirtarbase  ",14.6188567418992,13.2588514705281,4.97832530904368e-06,0.968622019743815,0.0106442246519881,0.844684696005403,0.001858754806382,-0.198563976788784
145741,"C2CD4A","hsa-mir-20a-5p","hsa-mir-17-3p",0.0175,0.013,0.0025,FALSE,"NA","NA","NA"," tarbase "," tarbase ",15.8108069544699,14.3511070866122,0.69187386477649,-0.0396625294436684,0.178426953569894,-0.130387990187662,2.12065944943538e-09,0.417977849916965
151887,"CCDC80","hsa-mir-19a-3p","hsa-mir-17-3p",0.0265,0.012,0.0025,FALSE,"NA","NA","NA","mirtarbase  "," tarbase ",16.8359154511542,15.7079756091958,0.076198992242857,0.233934519467139,0.178426953569894,-0.130387990187662,1.38746152004226e-05,-0.254351496548351
165631,"PARP15","hsa-mir-539-5p","hsa-mir-491-3p",0.033,0.0775,0.0015,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  ",12.0506125557127,10.9641120719392,0.0838155144239921,-0.331052177066704,0.00382796276354098,0.769122635054073,0.245854735103441,-0.0835076951883966
221935,"SDK1","hsa-mir-625-5p","hsa-mir-3934-5p",0.393,0.073,0.0045,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  ",16.3242612794844,15.320499441472,0.205292031190779,0.256947512023027,2.44470082944709e-05,1.45407918742206,0.634525664047263,-0.0300122656540371
253738,"EBF3","hsa-mir-34a-5p","hsa-mir-628-5p",0.0105,0.0375,0.002,TRUE,"NA","NA","NA"," tarbase "," tarbase ",12.5092482878194,11.298482807845,0.209591926562605,-0.130780897994726,0.175501253411092,0.196255536342799,5.20955234435201e-07,-0.346119402697966
338442,"HCAR2","hsa-mir-409-3p","hsa-mir-204-5p",0.0905,0.367,0.005,FALSE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gUCEC/30910254'>PubMedLink</a>","NA","mirtarbase  ","mirtarbase  ",13.1213127766465,11.9107868287221,0.306073220215221,-0.156847287399991,1.24631114176435e-14,-1.0091612749854,0.000466241541245449,0.274303587721995
342892,"ZNF850","hsa-mir-224-3p","hsa-mir-96-5p",0.9155,0.2775,5e-04,FALSE,"NA","NA","NA","mirtarbase  "," tarbase ",14.4434705360716,13.4428501675618,0.251339483939631,0.270852006578518,1.43970768235939e-24,1.86783708809495,0.635499869260081,0.0318953496236277
346653,"FAM71F2","hsa-mir-143-3p","hsa-mir-3682-3p",0.0275,0.491,0.003,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  ",13.2985816393117,11.2641214936884,6.22808248900032e-17,-0.550127627077236,5.21289033224413e-06,1.55396167198566,0.647930059802088,0.0322488183975278
400720,"ZNF772","hsa-mir-145-5p","hsa-mir-143-5p",0.0625,0.2485,0.002,TRUE,"NA","NA","NA","mirtarbase  ","mirtarbase  ",14.8803110748803,13.8622819212153,9.48764968763138e-17,-0.653643564808864,4.70587431682456e-10,-0.658906245387311,0.0774262042890038,-0.115791063668351
648791,"PPP1R3G","hsa-mir-642a-5p","hsa-mir-192-3p",0.362,0.5865,0.0045,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  ",14.2556689174179,13.0462117804319,0.0861439306607557,0.423526611873761,0.00128010224438463,0.752026099675921,0.275466126565584,-0.0720962329517502
