"entrezgene_id","hgnc_symbol","mirna1","mirna2","Two_Var_XZ","Two_Var_YZ","Lancaster_XY_Z","is_mrna_tf","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB"
55187,"VPS13D","hsa-mir-301a-3p","hsa-mir-550a-3p",0.2905,0.148,0.0055,FALSE,"NA","NA","NA"," tarbase "," tarbase "
55632,"G2E3","hsa-mir-383-5p","hsa-mir-548v",0.637,0.0265,0.0055,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  "
55680,"RUFY2","hsa-mir-767-5p","hsa-mir-130a-5p",0.7335,0.0355,0.004,FALSE,"NA","NA","NA","mirtarbase  "," tarbase "
55728,"N4BP2","hsa-mir-197-3p","hsa-mir-181a-5p",0.017,0.136,0.0085,FALSE,"NA","NA","NA"," tarbase "," tarbase "
55839,"CENPN","hsa-mir-548b-3p","hsa-mir-195-5p",0.424,0.0855,0.0075,FALSE,"NA","NA","NA"," tarbase "," tarbase "
57493,"HEG1","hsa-mir-30a-3p","hsa-mir-222-3p",0.186,0.2395,0,FALSE,"NA","NA","NA"," tarbase "," tarbase "
57524,"CASKIN1","hsa-mir-3150b-3p","hsa-mir-2355-5p",0.657,0.042,0.0035,FALSE,"NA","NA","NA","mirtarbase  "," tarbase "
57546,"PDP2","hsa-mir-450b-5p","hsa-let-7b-5p",0.8995,0.029,0,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  "
57551,"TAOK1","hsa-mir-125b-2-3p","hsa-mir-374b-3p",0.016,0.882,0.0035,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  "
58190,"CTDSP1","hsa-mir-96-5p","hsa-mir-15a-5p",0.643,0.0285,0.0085,FALSE,"NA","NA","NA"," tarbase "," tarbase "
59338,"PLEKHA1","hsa-mir-497-5p","hsa-mir-582-5p",0.0985,0.106,0.0025,FALSE,"NA","NA","NA","mirtarbase tarbase "," tarbase "
64093,"SMOC1","hsa-mir-10a-5p","hsa-mir-199a-3p",0.0435,0.183,0.002,FALSE,"NA","NA","NA"," tarbase "," tarbase "
64332,"NFKBIZ","hsa-mir-20b-5p","hsa-mir-1304-5p",0.2655,0.317,0.003,FALSE,"NA","NA","NA"," tarbase "," tarbase "
64393,"ZMAT3","hsa-mir-195-5p","hsa-mir-15a-5p",0.0285,0.2285,0.0065,FALSE,"NA","NA","NA","mirtarbase tarbase ","mirtarbase tarbase "
64778,"FNDC3B","hsa-mir-211-5p","hsa-let-7b-5p",0.0195,0.2795,0.0085,FALSE,"NA","NA","NA"," tarbase "," tarbase "
64778,"FNDC3B","hsa-mir-335-3p","hsa-mir-129-5p",0.1655,0.4695,0,FALSE,"NA","NA","NA"," tarbase ","  "
65979,"PHACTR4","hsa-mir-3065-3p","hsa-mir-149-5p",0.7575,0.0465,0.0055,FALSE,"NA","NA","NA","mirtarbase  "," tarbase "
65997,"RASL11B","hsa-mir-20a-5p","hsa-mir-106a-5p",0.299,0.3425,0.001,FALSE,"NA","NA","NA"," tarbase "," tarbase "
79618,"HMBOX1","hsa-mir-548v","hsa-mir-221-3p",0.204,0.255,0.0015,TRUE,"NA","NA","NA","mirtarbase  ","mirtarbase  "
79618,"HMBOX1","hsa-mir-548v","hsa-mir-222-3p",0.1645,0.537,5e-04,TRUE,"NA","NA","NA","mirtarbase  ","mirtarbase  "
79960,"JADE1","hsa-mir-199a-3p","hsa-mir-92b-3p",0.0125,0.0605,0.0025,FALSE,"NA","NA","NA"," tarbase "," tarbase "
80000,"GREB1L","hsa-mir-101-3p","hsa-mir-362-3p",0.088,0.3145,0.0055,FALSE,"<a href='https://pubmed.ncbi.nlm.nih.gUVM/30186385'>PubMedLink</a>","NA","NA"," tarbase ","mirtarbase  "
80031,"SEMA6D","hsa-mir-221-3p","hsa-mir-222-3p",0.0875,0.08,0.0015,FALSE,"NA","NA","NA"," tarbase "," tarbase "
80034,"CSRNP3","hsa-mir-145-5p","hsa-mir-362-3p",0.3555,0.913,0.0085,TRUE,"NA","NA","NA","mirtarbase  ","mirtarbase  "
80727,"TTYH3","hsa-mir-133a-3p","hsa-mir-222-5p",0.3685,0.026,5e-04,FALSE,"NA","NA","NA"," tarbase "," tarbase "
81539,"SLC38A1","hsa-mir-195-5p","hsa-mir-629-3p",0.2535,0.2735,0.0045,FALSE,"NA","NA","NA"," tarbase "," tarbase "
81539,"SLC38A1","hsa-mir-340-5p","hsa-mir-629-3p",0.194,0.2655,0.002,FALSE,"NA","NA","NA","mirtarbase  "," tarbase "
81539,"SLC38A1","hsa-mir-378b","hsa-mir-125b-2-3p",0.7665,0.9865,0.0095,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  "
81796,"SLCO5A1","hsa-mir-30a-5p","hsa-mir-548b-3p",0.0215,0.0465,0.005,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  "
83857,"TMTC1","hsa-mir-335-3p","hsa-mir-125b-2-3p",0.884,0.486,0.0085,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  "
84168,"ANTXR1","hsa-mir-155-5p","hsa-mir-642a-5p",0.5235,0.5205,0.009,FALSE,"NA","NA","NA","mirtarbase tarbase ","mirtarbase  "
84458,"LCOR","hsa-mir-582-5p","hsa-let-7b-5p",0.261,0.652,0.0065,TRUE,"NA","NA","NA"," tarbase "," tarbase "
84612,"PARD6B","hsa-mir-582-5p","hsa-mir-92b-3p",0.867,0.106,0.006,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  "
85301,"COL27A1","hsa-mir-1229-3p","hsa-mir-3200-3p",0.0505,0.117,0.0065,FALSE,"NA","NA","NA"," tarbase "," tarbase "
85463,"ZC3H12C","hsa-mir-550a-3p","hsa-mir-889-3p",0.4455,0.049,0.001,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  "
91526,"ANKRD44","hsa-mir-335-3p","hsa-mir-383-5p",0.0185,0.18,5e-04,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  "
91947,"ARRDC4","hsa-mir-195-5p","hsa-mir-145-3p",0.013,0.76,0.0095,FALSE,"NA","NA","NA"," tarbase "," tarbase "
116984,"ARAP2","hsa-mir-629-3p","hsa-mir-338-5p",0.626,0.0175,0.0065,FALSE,"NA","<a href='https://pubmed.ncbi.nlm.nih.gUVM/31289501'>PubMedLink</a>","NA"," tarbase ","mirtarbase  "
126731,"CCSAP","hsa-mir-203a-3p","hsa-mir-221-3p",0.633,0.083,0.007,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  "
130026,"ICA1L","hsa-mir-378a-5p","hsa-mir-20b-5p",0.483,0.949,5e-04,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  "
140901,"STK35","hsa-mir-143-5p","hsa-mir-142-5p",0.1505,0.325,0.007,FALSE,"NA","NA","NA","mirtarbase  "," tarbase "
144455,"E2F7","hsa-mir-10a-5p","hsa-mir-30a-5p",0.054,0.0725,0.007,TRUE,"NA","NA","NA","mirtarbase tarbase "," tarbase "
153222,"CREBRF","hsa-mir-33b-5p","hsa-mir-320c",0.8885,0.0615,0.0065,FALSE,"NA","NA","NA"," tarbase ","mirtarbase  "
153241,"CEP120","hsa-mir-199a-5p","hsa-let-7b-5p",0.386,0.0345,0.0025,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase tarbase "
163702,"IFNLR1","hsa-let-7b-5p","hsa-mir-379-5p",0.017,0.168,0.0045,FALSE,"NA","NA","NA","mirtarbase tarbase ","mirtarbase  "
170959,"ZNF431","hsa-mir-3614-5p","hsa-mir-495-3p",0.959,0.154,0.008,TRUE,"NA","NA","NA"," tarbase ","mirtarbase  "
192683,"SCAMP5","hsa-mir-195-5p","hsa-mir-15a-5p",0.9575,0.1955,0.001,FALSE,"NA","NA","NA","mirtarbase tarbase ","mirtarbase tarbase "
204851,"HIPK1","hsa-mir-491-5p","hsa-mir-320b",0.243,0.418,0.0095,FALSE,"NA","NA","NA"," tarbase "," tarbase "
221178,"SPATA13","hsa-mir-30a-5p","hsa-mir-20a-3p",0.235,0.5045,0.007,FALSE,"NA","NA","NA"," tarbase "," tarbase "
253943,"YTHDF3","hsa-mir-3150b-3p","hsa-mir-20b-5p",0.284,0.203,0.001,FALSE,"NA","NA","NA"," tarbase "," tarbase "
285172,"FAM126B","hsa-mir-320c","hsa-mir-33b-5p",0.057,0.456,0.0055,FALSE,"NA","NA","NA"," tarbase "," tarbase "
346653,"FAM71F2","hsa-mir-3130-5p","hsa-mir-760",0.587,0.9695,0.006,FALSE,"NA","NA","NA","mirtarbase  ","mirtarbase  "
729830,"FAM160A1","hsa-mir-424-5p","hsa-mir-146b-5p",0.752,0.0115,0.0015,FALSE,"NA","NA","NA"," tarbase "," tarbase "
